Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1463,1426.84,1408.32,1366.47
"Cash and Short Term Investments 247 228.52 329.09 342.99  Cash - - - -  Cash & Equivalents 247 228.52 329.09 342.99  Short Term Investments - - - -  Total Receivables, Net 1011 1003.55 887.02 865.23  Accounts Receivables - Trade, Net 1005 1003.55 863.13 865.23  Total Inventory 177 169.27 160.81 138.72  Prepaid Expenses 26 24.64 29.52 17.98  Other Current Assets, Total 2 0.86 1.89 1.56","Cash and Short Term Investments 247 228.52 329.09 342.99  Cash - - - -  Cash & Equivalents 247 228.52 329.09 342.99  Short Term Investments - - - -  Total Receivables, Net 1011 1003.55 887.02 865.23  Accounts Receivables - Trade, Net 1005 1003.55 863.13 865.23  Total Inventory 177 169.27 160.81 138.72  Prepaid Expenses 26 24.64 29.52 17.98  Other Current Assets, Total 2 0.86 1.89 1.56","Cash and Short Term Investments 247 228.52 329.09 342.99  Cash - - - -  Cash & Equivalents 247 228.52 329.09 342.99  Short Term Investments - - - -  Total Receivables, Net 1011 1003.55 887.02 865.23  Accounts Receivables - Trade, Net 1005 1003.55 863.13 865.23  Total Inventory 177 169.27 160.81 138.72  Prepaid Expenses 26 24.64 29.52 17.98  Other Current Assets, Total 2 0.86 1.89 1.56","Cash and Short Term Investments 247 228.52 329.09 342.99  Cash - - - -  Cash & Equivalents 247 228.52 329.09 342.99  Short Term Investments - - - -  Total Receivables, Net 1011 1003.55 887.02 865.23  Accounts Receivables - Trade, Net 1005 1003.55 863.13 865.23  Total Inventory 177 169.27 160.81 138.72  Prepaid Expenses 26 24.64 29.52 17.98  Other Current Assets, Total 2 0.86 1.89 1.56","Cash and Short Term Investments 247 228.52 329.09 342.99  Cash - - - -  Cash & Equivalents 247 228.52 329.09 342.99  Short Term Investments - - - -  Total Receivables, Net 1011 1003.55 887.02 865.23  Accounts Receivables - Trade, Net 1005 1003.55 863.13 865.23  Total Inventory 177 169.27 160.81 138.72  Prepaid Expenses 26 24.64 29.52 17.98  Other Current Assets, Total 2 0.86 1.89 1.56"
Cash and Short Term Investments,247,228.52,329.09,342.99
Cash,-,-,-,-
Cash & Equivalents,247,228.52,329.09,342.99
Short Term Investments,-,-,-,-
"Total Receivables, Net",1011,1003.55,887.02,865.23
"Accounts Receivables - Trade, Net",1005,1003.55,863.13,865.23
Total Inventory,177,169.27,160.81,138.72
Prepaid Expenses,26,24.64,29.52,17.98
