Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,71526,66222,77787,72387
"Cash and Short Term Investments 27319 16399 14376 15447  Cash - - - -  Cash & Equivalents 27319 16399 14376 15447  Short Term Investments - - - -  Total Receivables, Net 33389 39487 54457 45308  Accounts Receivables - Trade, Net 33389 39487 49344 45308  Total Inventory 4922 4219 5205 5626  Prepaid Expenses - 2925 2749 3132  Other Current Assets, Total 5896 3192 1000 2874","Cash and Short Term Investments 27319 16399 14376 15447  Cash - - - -  Cash & Equivalents 27319 16399 14376 15447  Short Term Investments - - - -  Total Receivables, Net 33389 39487 54457 45308  Accounts Receivables - Trade, Net 33389 39487 49344 45308  Total Inventory 4922 4219 5205 5626  Prepaid Expenses - 2925 2749 3132  Other Current Assets, Total 5896 3192 1000 2874","Cash and Short Term Investments 27319 16399 14376 15447  Cash - - - -  Cash & Equivalents 27319 16399 14376 15447  Short Term Investments - - - -  Total Receivables, Net 33389 39487 54457 45308  Accounts Receivables - Trade, Net 33389 39487 49344 45308  Total Inventory 4922 4219 5205 5626  Prepaid Expenses - 2925 2749 3132  Other Current Assets, Total 5896 3192 1000 2874","Cash and Short Term Investments 27319 16399 14376 15447  Cash - - - -  Cash & Equivalents 27319 16399 14376 15447  Short Term Investments - - - -  Total Receivables, Net 33389 39487 54457 45308  Accounts Receivables - Trade, Net 33389 39487 49344 45308  Total Inventory 4922 4219 5205 5626  Prepaid Expenses - 2925 2749 3132  Other Current Assets, Total 5896 3192 1000 2874","Cash and Short Term Investments 27319 16399 14376 15447  Cash - - - -  Cash & Equivalents 27319 16399 14376 15447  Short Term Investments - - - -  Total Receivables, Net 33389 39487 54457 45308  Accounts Receivables - Trade, Net 33389 39487 49344 45308  Total Inventory 4922 4219 5205 5626  Prepaid Expenses - 2925 2749 3132  Other Current Assets, Total 5896 3192 1000 2874"
Cash and Short Term Investments,27319,16399,14376,15447
Cash,-,-,-,-
Cash & Equivalents,27319,16399,14376,15447
Short Term Investments,-,-,-,-
"Total Receivables, Net",33389,39487,54457,45308
"Accounts Receivables - Trade, Net",33389,39487,49344,45308
Total Inventory,4922,4219,5205,5626
Prepaid Expenses,-,2925,2749,3132
"Other Current Assets, Total",5896,3192,1000,2874
Total Assets,88326,81479,91474,85869
"Property/Plant/Equipment, Total - Net 10387 10014 9318 9357  Property/Plant/Equipment, Total - Gross - 19213 18232 17976  Accumulated Depreciation, Total - -9202 -8916 -8620  Goodwill, Net - - - -  Intangibles, Net 366 306 248 171  Long Term Investments 4172 2774 2555 2306  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2163 1566 1648  Other Assets, Total -20697 - - -","Property/Plant/Equipment, Total - Net 10387 10014 9318 9357  Property/Plant/Equipment, Total - Gross - 19213 18232 17976  Accumulated Depreciation, Total - -9202 -8916 -8620  Goodwill, Net - - - -  Intangibles, Net 366 306 248 171  Long Term Investments 4172 2774 2555 2306  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2163 1566 1648  Other Assets, Total -20697 - - -","Property/Plant/Equipment, Total - Net 10387 10014 9318 9357  Property/Plant/Equipment, Total - Gross - 19213 18232 17976  Accumulated Depreciation, Total - -9202 -8916 -8620  Goodwill, Net - - - -  Intangibles, Net 366 306 248 171  Long Term Investments 4172 2774 2555 2306  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2163 1566 1648  Other Assets, Total -20697 - - -","Property/Plant/Equipment, Total - Net 10387 10014 9318 9357  Property/Plant/Equipment, Total - Gross - 19213 18232 17976  Accumulated Depreciation, Total - -9202 -8916 -8620  Goodwill, Net - - - -  Intangibles, Net 366 306 248 171  Long Term Investments 4172 2774 2555 2306  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2163 1566 1648  Other Assets, Total -20697 - - -","Property/Plant/Equipment, Total - Net 10387 10014 9318 9357  Property/Plant/Equipment, Total - Gross - 19213 18232 17976  Accumulated Depreciation, Total - -9202 -8916 -8620  Goodwill, Net - - - -  Intangibles, Net 366 306 248 171  Long Term Investments 4172 2774 2555 2306  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2163 1566 1648  Other Assets, Total -20697 - - -"
"Property/Plant/Equipment, Total - Net",10387,10014,9318,9357
"Property/Plant/Equipment, Total - Gross",-,19213,18232,17976
"Accumulated Depreciation, Total",-,-9202,-8916,-8620
"Goodwill, Net",-,-,-,-
"Intangibles, Net",366,306,248,171
Long Term Investments,4172,2774,2555,2306
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,2163,1566,1648
"Other Assets, Total",-20697,-,-,-
Total Current Liabilities,39081,34701,48594,49338
