Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Current Assets,3013,2787.11,2751.61,2647.21
"Cash and Short Term Investments 2672 2619.62 2518.5 2499.91  Cash - - - -  Cash & Equivalents 2272 2219.62 2018.22 1999.9  Short Term Investments 400 400 500.28 500.01  Total Receivables, Net 149 124.57 97.71 109.95  Accounts Receivables - Trade, Net 149 124.57 97.71 109.95  Total Inventory 3 20.27 8.15 2.71  Prepaid Expenses 31 17.45 27.77 33.42  Other Current Assets, Total 158 5.2 99.48 1.22","Cash and Short Term Investments 2672 2619.62 2518.5 2499.91  Cash - - - -  Cash & Equivalents 2272 2219.62 2018.22 1999.9  Short Term Investments 400 400 500.28 500.01  Total Receivables, Net 149 124.57 97.71 109.95  Accounts Receivables - Trade, Net 149 124.57 97.71 109.95  Total Inventory 3 20.27 8.15 2.71  Prepaid Expenses 31 17.45 27.77 33.42  Other Current Assets, Total 158 5.2 99.48 1.22","Cash and Short Term Investments 2672 2619.62 2518.5 2499.91  Cash - - - -  Cash & Equivalents 2272 2219.62 2018.22 1999.9  Short Term Investments 400 400 500.28 500.01  Total Receivables, Net 149 124.57 97.71 109.95  Accounts Receivables - Trade, Net 149 124.57 97.71 109.95  Total Inventory 3 20.27 8.15 2.71  Prepaid Expenses 31 17.45 27.77 33.42  Other Current Assets, Total 158 5.2 99.48 1.22","Cash and Short Term Investments 2672 2619.62 2518.5 2499.91  Cash - - - -  Cash & Equivalents 2272 2219.62 2018.22 1999.9  Short Term Investments 400 400 500.28 500.01  Total Receivables, Net 149 124.57 97.71 109.95  Accounts Receivables - Trade, Net 149 124.57 97.71 109.95  Total Inventory 3 20.27 8.15 2.71  Prepaid Expenses 31 17.45 27.77 33.42  Other Current Assets, Total 158 5.2 99.48 1.22","Cash and Short Term Investments 2672 2619.62 2518.5 2499.91  Cash - - - -  Cash & Equivalents 2272 2219.62 2018.22 1999.9  Short Term Investments 400 400 500.28 500.01  Total Receivables, Net 149 124.57 97.71 109.95  Accounts Receivables - Trade, Net 149 124.57 97.71 109.95  Total Inventory 3 20.27 8.15 2.71  Prepaid Expenses 31 17.45 27.77 33.42  Other Current Assets, Total 158 5.2 99.48 1.22"
Cash and Short Term Investments,2672,2619.62,2518.5,2499.91
Cash,-,-,-,-
Cash & Equivalents,2272,2219.62,2018.22,1999.9
Short Term Investments,400,400,500.28,500.01
"Total Receivables, Net",149,124.57,97.71,109.95
"Accounts Receivables - Trade, Net",149,124.57,97.71,109.95
Total Inventory,3,20.27,8.15,2.71
Prepaid Expenses,31,17.45,27.77,33.42
"Other Current Assets, Total",158,5.2,99.48,1.22
Total Assets,3720,3607.68,3382.24,3251.42
"Property/Plant/Equipment, Total - Net 50 63.23 63.82 71.12  Property/Plant/Equipment, Total - Gross - 133.61 96.06 94.19  Accumulated Depreciation, Total - -70.39 -32.24 -23.07  Goodwill, Net 148 139.06 136.59 65.31  Intangibles, Net 5 8.41 11.3 16.3  Long Term Investments 453 432.06 233.2 301.44  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 177.82 185.72 150.04  Other Assets, Total 462 - - -","Property/Plant/Equipment, Total - Net 50 63.23 63.82 71.12  Property/Plant/Equipment, Total - Gross - 133.61 96.06 94.19  Accumulated Depreciation, Total - -70.39 -32.24 -23.07  Goodwill, Net 148 139.06 136.59 65.31  Intangibles, Net 5 8.41 11.3 16.3  Long Term Investments 453 432.06 233.2 301.44  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 177.82 185.72 150.04  Other Assets, Total 462 - - -","Property/Plant/Equipment, Total - Net 50 63.23 63.82 71.12  Property/Plant/Equipment, Total - Gross - 133.61 96.06 94.19  Accumulated Depreciation, Total - -70.39 -32.24 -23.07  Goodwill, Net 148 139.06 136.59 65.31  Intangibles, Net 5 8.41 11.3 16.3  Long Term Investments 453 432.06 233.2 301.44  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 177.82 185.72 150.04  Other Assets, Total 462 - - -","Property/Plant/Equipment, Total - Net 50 63.23 63.82 71.12  Property/Plant/Equipment, Total - Gross - 133.61 96.06 94.19  Accumulated Depreciation, Total - -70.39 -32.24 -23.07  Goodwill, Net 148 139.06 136.59 65.31  Intangibles, Net 5 8.41 11.3 16.3  Long Term Investments 453 432.06 233.2 301.44  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 177.82 185.72 150.04  Other Assets, Total 462 - - -","Property/Plant/Equipment, Total - Net 50 63.23 63.82 71.12  Property/Plant/Equipment, Total - Gross - 133.61 96.06 94.19  Accumulated Depreciation, Total - -70.39 -32.24 -23.07  Goodwill, Net 148 139.06 136.59 65.31  Intangibles, Net 5 8.41 11.3 16.3  Long Term Investments 453 432.06 233.2 301.44  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 177.82 185.72 150.04  Other Assets, Total 462 - - -"
"Property/Plant/Equipment, Total - Net",50,63.23,63.82,71.12
"Property/Plant/Equipment, Total - Gross",-,133.61,96.06,94.19
"Accumulated Depreciation, Total",-,-70.39,-32.24,-23.07
"Goodwill, Net",148,139.06,136.59,65.31
"Intangibles, Net",5,8.41,11.3,16.3
Long Term Investments,453,432.06,233.2,301.44
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,177.82,185.72,150.04
"Other Assets, Total",462,-,-,-
Total Current Liabilities,362,268.05,239.6,228.78
"Accounts Payable 12 7.81 - -  Payable/Accrued - - - -  Accrued Expenses 62 54.2 53.7 66.23  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 15 12.9 1.38 -  Other Current liabilities, Total 273 193.14 184.52 162.54","Accounts Payable 12 7.81 - -  Payable/Accrued - - - -  Accrued Expenses 62 54.2 53.7 66.23  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 15 12.9 1.38 -  Other Current liabilities, Total 273 193.14 184.52 162.54","Accounts Payable 12 7.81 - -  Payable/Accrued - - - -  Accrued Expenses 62 54.2 53.7 66.23  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 15 12.9 1.38 -  Other Current liabilities, Total 273 193.14 184.52 162.54","Accounts Payable 12 7.81 - -  Payable/Accrued - - - -  Accrued Expenses 62 54.2 53.7 66.23  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 15 12.9 1.38 -  Other Current liabilities, Total 273 193.14 184.52 162.54","Accounts Payable 12 7.81 - -  Payable/Accrued - - - -  Accrued Expenses 62 54.2 53.7 66.23  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 15 12.9 1.38 -  Other Current liabilities, Total 273 193.14 184.52 162.54"
Accounts Payable,12,7.81,-,-
Payable/Accrued,-,-,-,-
Accrued Expenses,62,54.2,53.7,66.23
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,15,12.9,1.38,-
"Other Current liabilities, Total",273,193.14,184.52,162.54
Total Liabilities,622,466.37,277.65,260.98
