Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,39787,39533,38011,38388
"Cash and Short Term Investments 7347 7074 7268 5726  Cash - - - -  Cash & Equivalents 7347 7074 7268 5726  Short Term Investments - - - -  Total Receivables, Net 21152 21384 20401 22062  Accounts Receivables - Trade, Net 20850 21145 20170 21778  Total Inventory 10510 10724 10010 10292  Prepaid Expenses 221 206 221 178  Other Current Assets, Total 557 145 111 130","Cash and Short Term Investments 7347 7074 7268 5726  Cash - - - -  Cash & Equivalents 7347 7074 7268 5726  Short Term Investments - - - -  Total Receivables, Net 21152 21384 20401 22062  Accounts Receivables - Trade, Net 20850 21145 20170 21778  Total Inventory 10510 10724 10010 10292  Prepaid Expenses 221 206 221 178  Other Current Assets, Total 557 145 111 130","Cash and Short Term Investments 7347 7074 7268 5726  Cash - - - -  Cash & Equivalents 7347 7074 7268 5726  Short Term Investments - - - -  Total Receivables, Net 21152 21384 20401 22062  Accounts Receivables - Trade, Net 20850 21145 20170 21778  Total Inventory 10510 10724 10010 10292  Prepaid Expenses 221 206 221 178  Other Current Assets, Total 557 145 111 130","Cash and Short Term Investments 7347 7074 7268 5726  Cash - - - -  Cash & Equivalents 7347 7074 7268 5726  Short Term Investments - - - -  Total Receivables, Net 21152 21384 20401 22062  Accounts Receivables - Trade, Net 20850 21145 20170 21778  Total Inventory 10510 10724 10010 10292  Prepaid Expenses 221 206 221 178  Other Current Assets, Total 557 145 111 130","Cash and Short Term Investments 7347 7074 7268 5726  Cash - - - -  Cash & Equivalents 7347 7074 7268 5726  Short Term Investments - - - -  Total Receivables, Net 21152 21384 20401 22062  Accounts Receivables - Trade, Net 20850 21145 20170 21778  Total Inventory 10510 10724 10010 10292  Prepaid Expenses 221 206 221 178  Other Current Assets, Total 557 145 111 130"
Cash and Short Term Investments,7347,7074,7268,5726
Cash,-,-,-,-
Cash & Equivalents,7347,7074,7268,5726
Short Term Investments,-,-,-,-
"Total Receivables, Net",21152,21384,20401,22062
"Accounts Receivables - Trade, Net",20850,21145,20170,21778
Total Inventory,10510,10724,10010,10292
Prepaid Expenses,221,206,221,178
"Other Current Assets, Total",557,145,111,130
Total Assets,69334,69876,69153,71687
