Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,6111.78,4807,4171,3806.11
"Cash and Short Term Investments 3138.64 2873 2412 2237.6  Cash - - - -  Cash & Equivalents 3138.64 2873 2412 2136.9  Short Term Investments - - - 100.7  Total Receivables, Net 2725.76 1743 1556 1391.07  Accounts Receivables - Trade, Net 2319.03 1743 1556 1391.07  Total Inventory 0.209 3 17 26.42  Prepaid Expenses 113.54 91 102 73.96  Other Current Assets, Total 133.63 97 84 77.06","Cash and Short Term Investments 3138.64 2873 2412 2237.6  Cash - - - -  Cash & Equivalents 3138.64 2873 2412 2136.9  Short Term Investments - - - 100.7  Total Receivables, Net 2725.76 1743 1556 1391.07  Accounts Receivables - Trade, Net 2319.03 1743 1556 1391.07  Total Inventory 0.209 3 17 26.42  Prepaid Expenses 113.54 91 102 73.96  Other Current Assets, Total 133.63 97 84 77.06","Cash and Short Term Investments 3138.64 2873 2412 2237.6  Cash - - - -  Cash & Equivalents 3138.64 2873 2412 2136.9  Short Term Investments - - - 100.7  Total Receivables, Net 2725.76 1743 1556 1391.07  Accounts Receivables - Trade, Net 2319.03 1743 1556 1391.07  Total Inventory 0.209 3 17 26.42  Prepaid Expenses 113.54 91 102 73.96  Other Current Assets, Total 133.63 97 84 77.06","Cash and Short Term Investments 3138.64 2873 2412 2237.6  Cash - - - -  Cash & Equivalents 3138.64 2873 2412 2136.9  Short Term Investments - - - 100.7  Total Receivables, Net 2725.76 1743 1556 1391.07  Accounts Receivables - Trade, Net 2319.03 1743 1556 1391.07  Total Inventory 0.209 3 17 26.42  Prepaid Expenses 113.54 91 102 73.96  Other Current Assets, Total 133.63 97 84 77.06","Cash and Short Term Investments 3138.64 2873 2412 2237.6  Cash - - - -  Cash & Equivalents 3138.64 2873 2412 2136.9  Short Term Investments - - - 100.7  Total Receivables, Net 2725.76 1743 1556 1391.07  Accounts Receivables - Trade, Net 2319.03 1743 1556 1391.07  Total Inventory 0.209 3 17 26.42  Prepaid Expenses 113.54 91 102 73.96  Other Current Assets, Total 133.63 97 84 77.06"
Cash and Short Term Investments,3138.64,2873,2412,2237.6
Cash,-,-,-,-
Cash & Equivalents,3138.64,2873,2412,2136.9
Short Term Investments,-,-,-,100.7
"Total Receivables, Net",2725.76,1743,1556,1391.07
"Accounts Receivables - Trade, Net",2319.03,1743,1556,1391.07
Total Inventory,0.209,3,17,26.42
Prepaid Expenses,113.54,91,102,73.96
"Other Current Assets, Total",133.63,97,84,77.06
Total Assets,9867.38,6803,6550,5990.39
"Property/Plant/Equipment, Total - Net 151.6 156 172 166.25  Property/Plant/Equipment, Total - Gross 366.36 312.55 304.61 297.6  Accumulated Depreciation, Total -214.75 -155.98 -132.11 -131.35  Goodwill, Net 257.13 80 210 262.18  Intangibles, Net 493.57 153 206 257.5  Long Term Investments 2291.91 1582 1779 1123.07  Note Receivable - Long Term 406.73 - - -  Other Long Term Assets, Total 459.04 2 1 375.28  Other Assets, Total -2489.57 -1620 -1444 -","Property/Plant/Equipment, Total - Net 151.6 156 172 166.25  Property/Plant/Equipment, Total - Gross 366.36 312.55 304.61 297.6  Accumulated Depreciation, Total -214.75 -155.98 -132.11 -131.35  Goodwill, Net 257.13 80 210 262.18  Intangibles, Net 493.57 153 206 257.5  Long Term Investments 2291.91 1582 1779 1123.07  Note Receivable - Long Term 406.73 - - -  Other Long Term Assets, Total 459.04 2 1 375.28  Other Assets, Total -2489.57 -1620 -1444 -","Property/Plant/Equipment, Total - Net 151.6 156 172 166.25  Property/Plant/Equipment, Total - Gross 366.36 312.55 304.61 297.6  Accumulated Depreciation, Total -214.75 -155.98 -132.11 -131.35  Goodwill, Net 257.13 80 210 262.18  Intangibles, Net 493.57 153 206 257.5  Long Term Investments 2291.91 1582 1779 1123.07  Note Receivable - Long Term 406.73 - - -  Other Long Term Assets, Total 459.04 2 1 375.28  Other Assets, Total -2489.57 -1620 -1444 -","Property/Plant/Equipment, Total - Net 151.6 156 172 166.25  Property/Plant/Equipment, Total - Gross 366.36 312.55 304.61 297.6  Accumulated Depreciation, Total -214.75 -155.98 -132.11 -131.35  Goodwill, Net 257.13 80 210 262.18  Intangibles, Net 493.57 153 206 257.5  Long Term Investments 2291.91 1582 1779 1123.07  Note Receivable - Long Term 406.73 - - -  Other Long Term Assets, Total 459.04 2 1 375.28  Other Assets, Total -2489.57 -1620 -1444 -","Property/Plant/Equipment, Total - Net 151.6 156 172 166.25  Property/Plant/Equipment, Total - Gross 366.36 312.55 304.61 297.6  Accumulated Depreciation, Total -214.75 -155.98 -132.11 -131.35  Goodwill, Net 257.13 80 210 262.18  Intangibles, Net 493.57 153 206 257.5  Long Term Investments 2291.91 1582 1779 1123.07  Note Receivable - Long Term 406.73 - - -  Other Long Term Assets, Total 459.04 2 1 375.28  Other Assets, Total -2489.57 -1620 -1444 -"
"Property/Plant/Equipment, Total - Net",151.6,156,172,166.25
"Property/Plant/Equipment, Total - Gross",366.36,312.55,304.61,297.6
"Accumulated Depreciation, Total",-214.75,-155.98,-132.11,-131.35
"Goodwill, Net",257.13,80,210,262.18
"Intangibles, Net",493.57,153,206,257.5
Long Term Investments,2291.91,1582,1779,1123.07
Note Receivable - Long Term,406.73,-,-,-
"Other Long Term Assets, Total",459.04,2,1,375.28
"Other Assets, Total",-2489.57,-1620,-1444,-
Total Current Liabilities,2693.44,1230,1224,1243.38
"Accounts Payable 669.61 416 333 416.3  Payable/Accrued - - - -  Accrued Expenses 651.85 229 303 460.14  Notes Payable/Short Term Debt 450 - - -  Current Port. of LT Debt/Capital Leases - 21 9 27.4  Other Current liabilities, Total 921.98 564 579 339.54","Accounts Payable 669.61 416 333 416.3  Payable/Accrued - - - -  Accrued Expenses 651.85 229 303 460.14  Notes Payable/Short Term Debt 450 - - -  Current Port. of LT Debt/Capital Leases - 21 9 27.4  Other Current liabilities, Total 921.98 564 579 339.54","Accounts Payable 669.61 416 333 416.3  Payable/Accrued - - - -  Accrued Expenses 651.85 229 303 460.14  Notes Payable/Short Term Debt 450 - - -  Current Port. of LT Debt/Capital Leases - 21 9 27.4  Other Current liabilities, Total 921.98 564 579 339.54","Accounts Payable 669.61 416 333 416.3  Payable/Accrued - - - -  Accrued Expenses 651.85 229 303 460.14  Notes Payable/Short Term Debt 450 - - -  Current Port. of LT Debt/Capital Leases - 21 9 27.4  Other Current liabilities, Total 921.98 564 579 339.54","Accounts Payable 669.61 416 333 416.3  Payable/Accrued - - - -  Accrued Expenses 651.85 229 303 460.14  Notes Payable/Short Term Debt 450 - - -  Current Port. of LT Debt/Capital Leases - 21 9 27.4  Other Current liabilities, Total 921.98 564 579 339.54"
Accounts Payable,669.61,416,333,416.3
Payable/Accrued,-,-,-,-
Accrued Expenses,651.85,229,303,460.14
Notes Payable/Short Term Debt,450,-,-,-
Current Port. of LT Debt/Capital Leases,-,21,9,27.4
"Other Current liabilities, Total",921.98,564,579,339.54
Total Liabilities,3303.01,1497,1578,1634.95
"Total Long Term Debt - - 9 43.19  Long Term Debt - - 9 43.19  Capital Lease Obligations - - - -  Deferred Income Tax 466.93 157 238 239.14  Minority Interest 50.82 31 17 13.67  Other Liabilities, Total -358.18 57.56 70.71 95.56","Total Long Term Debt - - 9 43.19  Long Term Debt - - 9 43.19  Capital Lease Obligations - - - -  Deferred Income Tax 466.93 157 238 239.14  Minority Interest 50.82 31 17 13.67  Other Liabilities, Total -358.18 57.56 70.71 95.56","Total Long Term Debt - - 9 43.19  Long Term Debt - - 9 43.19  Capital Lease Obligations - - - -  Deferred Income Tax 466.93 157 238 239.14  Minority Interest 50.82 31 17 13.67  Other Liabilities, Total -358.18 57.56 70.71 95.56","Total Long Term Debt - - 9 43.19  Long Term Debt - - 9 43.19  Capital Lease Obligations - - - -  Deferred Income Tax 466.93 157 238 239.14  Minority Interest 50.82 31 17 13.67  Other Liabilities, Total -358.18 57.56 70.71 95.56","Total Long Term Debt - - 9 43.19  Long Term Debt - - 9 43.19  Capital Lease Obligations - - - -  Deferred Income Tax 466.93 157 238 239.14  Minority Interest 50.82 31 17 13.67  Other Liabilities, Total -358.18 57.56 70.71 95.56"
Total Long Term Debt,-,-,9,43.19
Long Term Debt,-,-,9,43.19
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,466.93,157,238,239.14
Minority Interest,50.82,31,17,13.67
"Other Liabilities, Total",-358.18,57.56,70.71,95.56
Total Equity,6564.37,5306,4972,4355.44
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 562.52 562 562 562.52  Additional Paid-In Capital 202.75 202 205 206.41  Retained Earnings (Accumulated Deficit) 5125.2 4514 4100 3683.21  Treasury Stock - Common -819.05 -568 -576 -579.84  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 531.63 691.48 492.35  Other Equity, Total 1492.96 596 681 -9.21","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 562.52 562 562 562.52  Additional Paid-In Capital 202.75 202 205 206.41  Retained Earnings (Accumulated Deficit) 5125.2 4514 4100 3683.21  Treasury Stock - Common -819.05 -568 -576 -579.84  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 531.63 691.48 492.35  Other Equity, Total 1492.96 596 681 -9.21","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 562.52 562 562 562.52  Additional Paid-In Capital 202.75 202 205 206.41  Retained Earnings (Accumulated Deficit) 5125.2 4514 4100 3683.21  Treasury Stock - Common -819.05 -568 -576 -579.84  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 531.63 691.48 492.35  Other Equity, Total 1492.96 596 681 -9.21","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 562.52 562 562 562.52  Additional Paid-In Capital 202.75 202 205 206.41  Retained Earnings (Accumulated Deficit) 5125.2 4514 4100 3683.21  Treasury Stock - Common -819.05 -568 -576 -579.84  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 531.63 691.48 492.35  Other Equity, Total 1492.96 596 681 -9.21","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 562.52 562 562 562.52  Additional Paid-In Capital 202.75 202 205 206.41  Retained Earnings (Accumulated Deficit) 5125.2 4514 4100 3683.21  Treasury Stock - Common -819.05 -568 -576 -579.84  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 531.63 691.48 492.35  Other Equity, Total 1492.96 596 681 -9.21"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",562.52,562,562,562.52
Additional Paid-In Capital,202.75,202,205,206.41
Retained Earnings (Accumulated Deficit),5125.2,4514,4100,3683.21
Treasury Stock - Common,-819.05,-568,-576,-579.84
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,531.63,691.48,492.35
"Other Equity, Total",1492.96,596,681,-9.21
Total Liabilities & Shareholders' Equity,9867.38,6803,6550,5990.39
Total Common Shares Outstanding,19.2,19.73,19.72,19.72
Total Preferred Shares Outstanding,-,-,-,-
