Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,19375,19098,17352,16657
"Cash and Short Term Investments 2321 3255 1477 1576  Cash - - - -  Cash & Equivalents 2321 3255 1477 1576  Short Term Investments - - - -  Total Receivables, Net 16323 15265 14739 14064  Accounts Receivables - Trade, Net 15216 14823 13156 13819  Total Inventory 532 519 1113 977  Prepaid Expenses - - 9 -  Other Current Assets, Total 199 59 14 40","Cash and Short Term Investments 2321 3255 1477 1576  Cash - - - -  Cash & Equivalents 2321 3255 1477 1576  Short Term Investments - - - -  Total Receivables, Net 16323 15265 14739 14064  Accounts Receivables - Trade, Net 15216 14823 13156 13819  Total Inventory 532 519 1113 977  Prepaid Expenses - - 9 -  Other Current Assets, Total 199 59 14 40","Cash and Short Term Investments 2321 3255 1477 1576  Cash - - - -  Cash & Equivalents 2321 3255 1477 1576  Short Term Investments - - - -  Total Receivables, Net 16323 15265 14739 14064  Accounts Receivables - Trade, Net 15216 14823 13156 13819  Total Inventory 532 519 1113 977  Prepaid Expenses - - 9 -  Other Current Assets, Total 199 59 14 40","Cash and Short Term Investments 2321 3255 1477 1576  Cash - - - -  Cash & Equivalents 2321 3255 1477 1576  Short Term Investments - - - -  Total Receivables, Net 16323 15265 14739 14064  Accounts Receivables - Trade, Net 15216 14823 13156 13819  Total Inventory 532 519 1113 977  Prepaid Expenses - - 9 -  Other Current Assets, Total 199 59 14 40","Cash and Short Term Investments 2321 3255 1477 1576  Cash - - - -  Cash & Equivalents 2321 3255 1477 1576  Short Term Investments - - - -  Total Receivables, Net 16323 15265 14739 14064  Accounts Receivables - Trade, Net 15216 14823 13156 13819  Total Inventory 532 519 1113 977  Prepaid Expenses - - 9 -  Other Current Assets, Total 199 59 14 40"
Cash and Short Term Investments,2321,3255,1477,1576
Cash,-,-,-,-
Cash & Equivalents,2321,3255,1477,1576
Short Term Investments,-,-,-,-
"Total Receivables, Net",16323,15265,14739,14064
"Accounts Receivables - Trade, Net",15216,14823,13156,13819
Total Inventory,532,519,1113,977
Prepaid Expenses,-,-,9,-
"Other Current Assets, Total",199,59,14,40
Total Assets,28791,27786,25046,24083
