Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,244256,189503.08,169379.93,121069.08
"Cash and Short Term Investments 143384 104979.37 96994.41 52179.03  Cash - - - -  Cash & Equivalents 113967 104523.96 95830.81 52013.45  Short Term Investments 29417 455.4 1163.61 165.58  Total Receivables, Net 44295 35202.14 34367.44 35229.5  Accounts Receivables - Trade, Net 13964 10308.47 10782.3 6148.36  Total Inventory 1532 1664.55 1441 207.28  Prepaid Expenses - 45321.04 31039.75 32496.86  Other Current Assets, Total 55045 2335.99 5537.33 956.4","Cash and Short Term Investments 143384 104979.37 96994.41 52179.03  Cash - - - -  Cash & Equivalents 113967 104523.96 95830.81 52013.45  Short Term Investments 29417 455.4 1163.61 165.58  Total Receivables, Net 44295 35202.14 34367.44 35229.5  Accounts Receivables - Trade, Net 13964 10308.47 10782.3 6148.36  Total Inventory 1532 1664.55 1441 207.28  Prepaid Expenses - 45321.04 31039.75 32496.86  Other Current Assets, Total 55045 2335.99 5537.33 956.4","Cash and Short Term Investments 143384 104979.37 96994.41 52179.03  Cash - - - -  Cash & Equivalents 113967 104523.96 95830.81 52013.45  Short Term Investments 29417 455.4 1163.61 165.58  Total Receivables, Net 44295 35202.14 34367.44 35229.5  Accounts Receivables - Trade, Net 13964 10308.47 10782.3 6148.36  Total Inventory 1532 1664.55 1441 207.28  Prepaid Expenses - 45321.04 31039.75 32496.86  Other Current Assets, Total 55045 2335.99 5537.33 956.4","Cash and Short Term Investments 143384 104979.37 96994.41 52179.03  Cash - - - -  Cash & Equivalents 113967 104523.96 95830.81 52013.45  Short Term Investments 29417 455.4 1163.61 165.58  Total Receivables, Net 44295 35202.14 34367.44 35229.5  Accounts Receivables - Trade, Net 13964 10308.47 10782.3 6148.36  Total Inventory 1532 1664.55 1441 207.28  Prepaid Expenses - 45321.04 31039.75 32496.86  Other Current Assets, Total 55045 2335.99 5537.33 956.4","Cash and Short Term Investments 143384 104979.37 96994.41 52179.03  Cash - - - -  Cash & Equivalents 113967 104523.96 95830.81 52013.45  Short Term Investments 29417 455.4 1163.61 165.58  Total Receivables, Net 44295 35202.14 34367.44 35229.5  Accounts Receivables - Trade, Net 13964 10308.47 10782.3 6148.36  Total Inventory 1532 1664.55 1441 207.28  Prepaid Expenses - 45321.04 31039.75 32496.86  Other Current Assets, Total 55045 2335.99 5537.33 956.4"
Cash and Short Term Investments,143384,104979.37,96994.41,52179.03
Cash,-,-,-,-
Cash & Equivalents,113967,104523.96,95830.81,52013.45
Short Term Investments,29417,455.4,1163.61,165.58
"Total Receivables, Net",44295,35202.14,34367.44,35229.5
"Accounts Receivables - Trade, Net",13964,10308.47,10782.3,6148.36
Total Inventory,1532,1664.55,1441,207.28
Prepaid Expenses,-,45321.04,31039.75,32496.86
"Other Current Assets, Total",55045,2335.99,5537.33,956.4
Total Assets,273407,215455.89,192022.62,139990.6
"Property/Plant/Equipment, Total - Net 3542 3948.52 3714.79 517.51  Property/Plant/Equipment, Total - Gross - 5704 4792.83 1499.32  Accumulated Depreciation, Total - -1755.48 -1078.04 -1006.35  Goodwill, Net 1256 1256.1 1162.82 1162.82  Intangibles, Net 5686 4265.69 3691.43 3196.31  Long Term Investments 17323 10599.59 10452.7 7804.78  Note Receivable - Long Term 30331 4231.1 1975.1 -  Other Long Term Assets, Total 2 1651.82 1645.84 6240.1  Other Assets, Total 43041 - - -","Property/Plant/Equipment, Total - Net 3542 3948.52 3714.79 517.51  Property/Plant/Equipment, Total - Gross - 5704 4792.83 1499.32  Accumulated Depreciation, Total - -1755.48 -1078.04 -1006.35  Goodwill, Net 1256 1256.1 1162.82 1162.82  Intangibles, Net 5686 4265.69 3691.43 3196.31  Long Term Investments 17323 10599.59 10452.7 7804.78  Note Receivable - Long Term 30331 4231.1 1975.1 -  Other Long Term Assets, Total 2 1651.82 1645.84 6240.1  Other Assets, Total 43041 - - -","Property/Plant/Equipment, Total - Net 3542 3948.52 3714.79 517.51  Property/Plant/Equipment, Total - Gross - 5704 4792.83 1499.32  Accumulated Depreciation, Total - -1755.48 -1078.04 -1006.35  Goodwill, Net 1256 1256.1 1162.82 1162.82  Intangibles, Net 5686 4265.69 3691.43 3196.31  Long Term Investments 17323 10599.59 10452.7 7804.78  Note Receivable - Long Term 30331 4231.1 1975.1 -  Other Long Term Assets, Total 2 1651.82 1645.84 6240.1  Other Assets, Total 43041 - - -","Property/Plant/Equipment, Total - Net 3542 3948.52 3714.79 517.51  Property/Plant/Equipment, Total - Gross - 5704 4792.83 1499.32  Accumulated Depreciation, Total - -1755.48 -1078.04 -1006.35  Goodwill, Net 1256 1256.1 1162.82 1162.82  Intangibles, Net 5686 4265.69 3691.43 3196.31  Long Term Investments 17323 10599.59 10452.7 7804.78  Note Receivable - Long Term 30331 4231.1 1975.1 -  Other Long Term Assets, Total 2 1651.82 1645.84 6240.1  Other Assets, Total 43041 - - -","Property/Plant/Equipment, Total - Net 3542 3948.52 3714.79 517.51  Property/Plant/Equipment, Total - Gross - 5704 4792.83 1499.32  Accumulated Depreciation, Total - -1755.48 -1078.04 -1006.35  Goodwill, Net 1256 1256.1 1162.82 1162.82  Intangibles, Net 5686 4265.69 3691.43 3196.31  Long Term Investments 17323 10599.59 10452.7 7804.78  Note Receivable - Long Term 30331 4231.1 1975.1 -  Other Long Term Assets, Total 2 1651.82 1645.84 6240.1  Other Assets, Total 43041 - - -"
"Property/Plant/Equipment, Total - Net",3542,3948.52,3714.79,517.51
"Property/Plant/Equipment, Total - Gross",-,5704,4792.83,1499.32
"Accumulated Depreciation, Total",-,-1755.48,-1078.04,-1006.35
"Goodwill, Net",1256,1256.1,1162.82,1162.82
"Intangibles, Net",5686,4265.69,3691.43,3196.31
Long Term Investments,17323,10599.59,10452.7,7804.78
Note Receivable - Long Term,30331,4231.1,1975.1,-
"Other Long Term Assets, Total",2,1651.82,1645.84,6240.1
"Other Assets, Total",43041,-,-,-
Total Current Liabilities,147820,132714.53,136169.74,91746.45
"Accounts Payable 5595 5230.94 4296.65 4688.86  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 17000 15000 18000 15000  Current Port. of LT Debt/Capital Leases - 759.78 1197.55 906.18  Other Current liabilities, Total 125225 111723.81 112675.54 71151.41","Accounts Payable 5595 5230.94 4296.65 4688.86  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 17000 15000 18000 15000  Current Port. of LT Debt/Capital Leases - 759.78 1197.55 906.18  Other Current liabilities, Total 125225 111723.81 112675.54 71151.41","Accounts Payable 5595 5230.94 4296.65 4688.86  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 17000 15000 18000 15000  Current Port. of LT Debt/Capital Leases - 759.78 1197.55 906.18  Other Current liabilities, Total 125225 111723.81 112675.54 71151.41","Accounts Payable 5595 5230.94 4296.65 4688.86  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 17000 15000 18000 15000  Current Port. of LT Debt/Capital Leases - 759.78 1197.55 906.18  Other Current liabilities, Total 125225 111723.81 112675.54 71151.41","Accounts Payable 5595 5230.94 4296.65 4688.86  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 17000 15000 18000 15000  Current Port. of LT Debt/Capital Leases - 759.78 1197.55 906.18  Other Current liabilities, Total 125225 111723.81 112675.54 71151.41"
Accounts Payable,5595,5230.94,4296.65,4688.86
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,-
Notes Payable/Short Term Debt,17000,15000,18000,15000
Current Port. of LT Debt/Capital Leases,-,759.78,1197.55,906.18
"Other Current liabilities, Total",125225,111723.81,112675.54,71151.41
Total Liabilities,184148,159609.95,160288.48,113495.97
"Total Long Term Debt 25678 22500.93 19957.12 18367.45  Long Term Debt 25678 19613.72 16946.05 18144.35  Capital Lease Obligations - 2887.21 3011.07 223.1  Deferred Income Tax 5642 78.15 54.17 85.6  Minority Interest 2137 1974.43 1719.37 1044.66  Other Liabilities, Total -20129 2341.9 2388.08 2251.8","Total Long Term Debt 25678 22500.93 19957.12 18367.45  Long Term Debt 25678 19613.72 16946.05 18144.35  Capital Lease Obligations - 2887.21 3011.07 223.1  Deferred Income Tax 5642 78.15 54.17 85.6  Minority Interest 2137 1974.43 1719.37 1044.66  Other Liabilities, Total -20129 2341.9 2388.08 2251.8","Total Long Term Debt 25678 22500.93 19957.12 18367.45  Long Term Debt 25678 19613.72 16946.05 18144.35  Capital Lease Obligations - 2887.21 3011.07 223.1  Deferred Income Tax 5642 78.15 54.17 85.6  Minority Interest 2137 1974.43 1719.37 1044.66  Other Liabilities, Total -20129 2341.9 2388.08 2251.8","Total Long Term Debt 25678 22500.93 19957.12 18367.45  Long Term Debt 25678 19613.72 16946.05 18144.35  Capital Lease Obligations - 2887.21 3011.07 223.1  Deferred Income Tax 5642 78.15 54.17 85.6  Minority Interest 2137 1974.43 1719.37 1044.66  Other Liabilities, Total -20129 2341.9 2388.08 2251.8","Total Long Term Debt 25678 22500.93 19957.12 18367.45  Long Term Debt 25678 19613.72 16946.05 18144.35  Capital Lease Obligations - 2887.21 3011.07 223.1  Deferred Income Tax 5642 78.15 54.17 85.6  Minority Interest 2137 1974.43 1719.37 1044.66  Other Liabilities, Total -20129 2341.9 2388.08 2251.8"
Total Long Term Debt,25678,22500.93,19957.12,18367.45
Long Term Debt,25678,19613.72,16946.05,18144.35
Capital Lease Obligations,-,2887.21,3011.07,223.1
Deferred Income Tax,5642,78.15,54.17,85.6
Minority Interest,2137,1974.43,1719.37,1044.66
"Other Liabilities, Total",-20129,2341.9,2388.08,2251.8
Total Equity,89259,55845.95,31734.15,26494.63
