Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2487,2372,2163,2281.16
"Cash and Short Term Investments 300 389 394 308.95  Cash - - - -  Cash & Equivalents 300 389 394 308.95  Short Term Investments - - - -  Total Receivables, Net 1196 1147 1015 1115.34  Accounts Receivables - Trade, Net 1195 1131 1001 769.7  Total Inventory 978 817 719 814.53  Prepaid Expenses 8 10 28 26.33  Other Current Assets, Total 5 9 7 16.02","Cash and Short Term Investments 300 389 394 308.95  Cash - - - -  Cash & Equivalents 300 389 394 308.95  Short Term Investments - - - -  Total Receivables, Net 1196 1147 1015 1115.34  Accounts Receivables - Trade, Net 1195 1131 1001 769.7  Total Inventory 978 817 719 814.53  Prepaid Expenses 8 10 28 26.33  Other Current Assets, Total 5 9 7 16.02","Cash and Short Term Investments 300 389 394 308.95  Cash - - - -  Cash & Equivalents 300 389 394 308.95  Short Term Investments - - - -  Total Receivables, Net 1196 1147 1015 1115.34  Accounts Receivables - Trade, Net 1195 1131 1001 769.7  Total Inventory 978 817 719 814.53  Prepaid Expenses 8 10 28 26.33  Other Current Assets, Total 5 9 7 16.02","Cash and Short Term Investments 300 389 394 308.95  Cash - - - -  Cash & Equivalents 300 389 394 308.95  Short Term Investments - - - -  Total Receivables, Net 1196 1147 1015 1115.34  Accounts Receivables - Trade, Net 1195 1131 1001 769.7  Total Inventory 978 817 719 814.53  Prepaid Expenses 8 10 28 26.33  Other Current Assets, Total 5 9 7 16.02","Cash and Short Term Investments 300 389 394 308.95  Cash - - - -  Cash & Equivalents 300 389 394 308.95  Short Term Investments - - - -  Total Receivables, Net 1196 1147 1015 1115.34  Accounts Receivables - Trade, Net 1195 1131 1001 769.7  Total Inventory 978 817 719 814.53  Prepaid Expenses 8 10 28 26.33  Other Current Assets, Total 5 9 7 16.02"
Cash and Short Term Investments,300,389,394,308.95
Cash,-,-,-,-
Cash & Equivalents,300,389,394,308.95
Short Term Investments,-,-,-,-
"Total Receivables, Net",1196,1147,1015,1115.34
"Accounts Receivables - Trade, Net",1195,1131,1001,769.7
Total Inventory,978,817,719,814.53
Prepaid Expenses,8,10,28,26.33
"Other Current Assets, Total",5,9,7,16.02
Total Assets,4229,4109,3657,3833.13
"Property/Plant/Equipment, Total - Net 1338 1370 1144 1200.94  Property/Plant/Equipment, Total - Gross - 7281.51 7026.34 6994.48  Accumulated Depreciation, Total - -5911.16 -5881.68 -5793.55  Goodwill, Net - - - -  Intangibles, Net 80 35 18 21.05  Long Term Investments 218 226 227 88  Note Receivable - Long Term 1 16 14 1.05  Other Long Term Assets, Total 2 233.73 2 240.93  Other Assets, Total -109 -215 -186 -","Property/Plant/Equipment, Total - Net 1338 1370 1144 1200.94  Property/Plant/Equipment, Total - Gross - 7281.51 7026.34 6994.48  Accumulated Depreciation, Total - -5911.16 -5881.68 -5793.55  Goodwill, Net - - - -  Intangibles, Net 80 35 18 21.05  Long Term Investments 218 226 227 88  Note Receivable - Long Term 1 16 14 1.05  Other Long Term Assets, Total 2 233.73 2 240.93  Other Assets, Total -109 -215 -186 -","Property/Plant/Equipment, Total - Net 1338 1370 1144 1200.94  Property/Plant/Equipment, Total - Gross - 7281.51 7026.34 6994.48  Accumulated Depreciation, Total - -5911.16 -5881.68 -5793.55  Goodwill, Net - - - -  Intangibles, Net 80 35 18 21.05  Long Term Investments 218 226 227 88  Note Receivable - Long Term 1 16 14 1.05  Other Long Term Assets, Total 2 233.73 2 240.93  Other Assets, Total -109 -215 -186 -","Property/Plant/Equipment, Total - Net 1338 1370 1144 1200.94  Property/Plant/Equipment, Total - Gross - 7281.51 7026.34 6994.48  Accumulated Depreciation, Total - -5911.16 -5881.68 -5793.55  Goodwill, Net - - - -  Intangibles, Net 80 35 18 21.05  Long Term Investments 218 226 227 88  Note Receivable - Long Term 1 16 14 1.05  Other Long Term Assets, Total 2 233.73 2 240.93  Other Assets, Total -109 -215 -186 -","Property/Plant/Equipment, Total - Net 1338 1370 1144 1200.94  Property/Plant/Equipment, Total - Gross - 7281.51 7026.34 6994.48  Accumulated Depreciation, Total - -5911.16 -5881.68 -5793.55  Goodwill, Net - - - -  Intangibles, Net 80 35 18 21.05  Long Term Investments 218 226 227 88  Note Receivable - Long Term 1 16 14 1.05  Other Long Term Assets, Total 2 233.73 2 240.93  Other Assets, Total -109 -215 -186 -"
"Property/Plant/Equipment, Total - Net",1338,1370,1144,1200.94
"Property/Plant/Equipment, Total - Gross",-,7281.51,7026.34,6994.48
"Accumulated Depreciation, Total",-,-5911.16,-5881.68,-5793.55
"Goodwill, Net",-,-,-,-
"Intangibles, Net",80,35,18,21.05
Long Term Investments,218,226,227,88
Note Receivable - Long Term,1,16,14,1.05
"Other Long Term Assets, Total",2,233.73,2,240.93
"Other Assets, Total",-109,-215,-186,-
Total Current Liabilities,1475,1447,1397,1559.19
"Accounts Payable 718 672 535 614.61  Payable/Accrued - - - -  Accrued Expenses 80 73 68 69.47  Notes Payable/Short Term Debt 277 267 475 495  Current Port. of LT Debt/Capital Leases 254 247 221 211.36  Other Current liabilities, Total 146 188 98 168.76","Accounts Payable 718 672 535 614.61  Payable/Accrued - - - -  Accrued Expenses 80 73 68 69.47  Notes Payable/Short Term Debt 277 267 475 495  Current Port. of LT Debt/Capital Leases 254 247 221 211.36  Other Current liabilities, Total 146 188 98 168.76","Accounts Payable 718 672 535 614.61  Payable/Accrued - - - -  Accrued Expenses 80 73 68 69.47  Notes Payable/Short Term Debt 277 267 475 495  Current Port. of LT Debt/Capital Leases 254 247 221 211.36  Other Current liabilities, Total 146 188 98 168.76","Accounts Payable 718 672 535 614.61  Payable/Accrued - - - -  Accrued Expenses 80 73 68 69.47  Notes Payable/Short Term Debt 277 267 475 495  Current Port. of LT Debt/Capital Leases 254 247 221 211.36  Other Current liabilities, Total 146 188 98 168.76","Accounts Payable 718 672 535 614.61  Payable/Accrued - - - -  Accrued Expenses 80 73 68 69.47  Notes Payable/Short Term Debt 277 267 475 495  Current Port. of LT Debt/Capital Leases 254 247 221 211.36  Other Current liabilities, Total 146 188 98 168.76"
Accounts Payable,718,672,535,614.61
Payable/Accrued,-,-,-,-
Accrued Expenses,80,73,68,69.47
Notes Payable/Short Term Debt,277,267,475,495
Current Port. of LT Debt/Capital Leases,254,247,221,211.36
"Other Current liabilities, Total",146,188,98,168.76
Total Liabilities,2678,2654,2260,2407.78
"Total Long Term Debt 866 852 515 462.16  Long Term Debt 866 852 515 462.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 60 88 -127 386.43","Total Long Term Debt 866 852 515 462.16  Long Term Debt 866 852 515 462.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 60 88 -127 386.43","Total Long Term Debt 866 852 515 462.16  Long Term Debt 866 852 515 462.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 60 88 -127 386.43","Total Long Term Debt 866 852 515 462.16  Long Term Debt 866 852 515 462.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 60 88 -127 386.43","Total Long Term Debt 866 852 515 462.16  Long Term Debt 866 852 515 462.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 60 88 -127 386.43"
Total Long Term Debt,866,852,515,462.16
Long Term Debt,866,852,515,462.16
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",60,88,-127,386.43
Total Equity,1551,1455,1397,1425.35
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1066 1066 1066 1066.95  Additional Paid-In Capital 168 168 168 168.23  Retained Earnings (Accumulated Deficit) 359 265 239 247.72  Treasury Stock - Common -50 -50 -50 -18.65  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 6.88 -27.8 -38.91  Other Equity, Total 8 6 -26 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1066 1066 1066 1066.95  Additional Paid-In Capital 168 168 168 168.23  Retained Earnings (Accumulated Deficit) 359 265 239 247.72  Treasury Stock - Common -50 -50 -50 -18.65  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 6.88 -27.8 -38.91  Other Equity, Total 8 6 -26 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1066 1066 1066 1066.95  Additional Paid-In Capital 168 168 168 168.23  Retained Earnings (Accumulated Deficit) 359 265 239 247.72  Treasury Stock - Common -50 -50 -50 -18.65  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 6.88 -27.8 -38.91  Other Equity, Total 8 6 -26 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1066 1066 1066 1066.95  Additional Paid-In Capital 168 168 168 168.23  Retained Earnings (Accumulated Deficit) 359 265 239 247.72  Treasury Stock - Common -50 -50 -50 -18.65  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 6.88 -27.8 -38.91  Other Equity, Total 8 6 -26 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1066 1066 1066 1066.95  Additional Paid-In Capital 168 168 168 168.23  Retained Earnings (Accumulated Deficit) 359 265 239 247.72  Treasury Stock - Common -50 -50 -50 -18.65  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 6.88 -27.8 -38.91  Other Equity, Total 8 6 -26 -0"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1066,1066,1066,1066.95
Additional Paid-In Capital,168,168,168,168.23
Retained Earnings (Accumulated Deficit),359,265,239,247.72
Treasury Stock - Common,-50,-50,-50,-18.65
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,6.88,-27.8,-38.91
"Other Equity, Total",8,6,-26,-0
Total Liabilities & Shareholders' Equity,4229,4109,3657,3833.13
Total Common Shares Outstanding,1.39,1.39,1.39,1.44
Total Preferred Shares Outstanding,-,-,-,-
