Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,3538.67,3716.76,3873.23,4048.98
"Cash and Short Term Investments 281.08 291.34 198.95 319.68  Cash - - - -  Cash & Equivalents 281.08 291.34 198.95 319.68  Short Term Investments - - - -  Total Receivables, Net 1389.33 1283.46 974.41 992.73  Accounts Receivables - Trade, Net 1107.21 905.42 708.47 731.05  Total Inventory 1841.58 2068.85 2679.56 2705.94  Prepaid Expenses 13.63 13.46 17.52 16.92  Other Current Assets, Total 13.06 59.65 2.79 13.7","Cash and Short Term Investments 281.08 291.34 198.95 319.68  Cash - - - -  Cash & Equivalents 281.08 291.34 198.95 319.68  Short Term Investments - - - -  Total Receivables, Net 1389.33 1283.46 974.41 992.73  Accounts Receivables - Trade, Net 1107.21 905.42 708.47 731.05  Total Inventory 1841.58 2068.85 2679.56 2705.94  Prepaid Expenses 13.63 13.46 17.52 16.92  Other Current Assets, Total 13.06 59.65 2.79 13.7","Cash and Short Term Investments 281.08 291.34 198.95 319.68  Cash - - - -  Cash & Equivalents 281.08 291.34 198.95 319.68  Short Term Investments - - - -  Total Receivables, Net 1389.33 1283.46 974.41 992.73  Accounts Receivables - Trade, Net 1107.21 905.42 708.47 731.05  Total Inventory 1841.58 2068.85 2679.56 2705.94  Prepaid Expenses 13.63 13.46 17.52 16.92  Other Current Assets, Total 13.06 59.65 2.79 13.7","Cash and Short Term Investments 281.08 291.34 198.95 319.68  Cash - - - -  Cash & Equivalents 281.08 291.34 198.95 319.68  Short Term Investments - - - -  Total Receivables, Net 1389.33 1283.46 974.41 992.73  Accounts Receivables - Trade, Net 1107.21 905.42 708.47 731.05  Total Inventory 1841.58 2068.85 2679.56 2705.94  Prepaid Expenses 13.63 13.46 17.52 16.92  Other Current Assets, Total 13.06 59.65 2.79 13.7","Cash and Short Term Investments 281.08 291.34 198.95 319.68  Cash - - - -  Cash & Equivalents 281.08 291.34 198.95 319.68  Short Term Investments - - - -  Total Receivables, Net 1389.33 1283.46 974.41 992.73  Accounts Receivables - Trade, Net 1107.21 905.42 708.47 731.05  Total Inventory 1841.58 2068.85 2679.56 2705.94  Prepaid Expenses 13.63 13.46 17.52 16.92  Other Current Assets, Total 13.06 59.65 2.79 13.7"
Cash and Short Term Investments,281.08,291.34,198.95,319.68
Cash,-,-,-,-
Cash & Equivalents,281.08,291.34,198.95,319.68
Short Term Investments,-,-,-,-
"Total Receivables, Net",1389.33,1283.46,974.41,992.73
"Accounts Receivables - Trade, Net",1107.21,905.42,708.47,731.05
Total Inventory,1841.58,2068.85,2679.56,2705.94
Prepaid Expenses,13.63,13.46,17.52,16.92
"Other Current Assets, Total",13.06,59.65,2.79,13.7
Total Assets,8175.47,8295.62,8509.49,8817.26
"Property/Plant/Equipment, Total - Net 3867.51 3847.73 3990.8 4036.61  Property/Plant/Equipment, Total - Gross - 4238.33 4202.63 2447.17  Accumulated Depreciation, Total - -2840.67 -2683.37 -  Goodwill, Net - - - -  Intangibles, Net 15.91 14.28 14.63 13.83  Long Term Investments 346.72 375.3 300.74 421.78  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 406.66 341.56 330.1 296.06  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3867.51 3847.73 3990.8 4036.61  Property/Plant/Equipment, Total - Gross - 4238.33 4202.63 2447.17  Accumulated Depreciation, Total - -2840.67 -2683.37 -  Goodwill, Net - - - -  Intangibles, Net 15.91 14.28 14.63 13.83  Long Term Investments 346.72 375.3 300.74 421.78  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 406.66 341.56 330.1 296.06  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3867.51 3847.73 3990.8 4036.61  Property/Plant/Equipment, Total - Gross - 4238.33 4202.63 2447.17  Accumulated Depreciation, Total - -2840.67 -2683.37 -  Goodwill, Net - - - -  Intangibles, Net 15.91 14.28 14.63 13.83  Long Term Investments 346.72 375.3 300.74 421.78  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 406.66 341.56 330.1 296.06  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3867.51 3847.73 3990.8 4036.61  Property/Plant/Equipment, Total - Gross - 4238.33 4202.63 2447.17  Accumulated Depreciation, Total - -2840.67 -2683.37 -  Goodwill, Net - - - -  Intangibles, Net 15.91 14.28 14.63 13.83  Long Term Investments 346.72 375.3 300.74 421.78  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 406.66 341.56 330.1 296.06  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3867.51 3847.73 3990.8 4036.61  Property/Plant/Equipment, Total - Gross - 4238.33 4202.63 2447.17  Accumulated Depreciation, Total - -2840.67 -2683.37 -  Goodwill, Net - - - -  Intangibles, Net 15.91 14.28 14.63 13.83  Long Term Investments 346.72 375.3 300.74 421.78  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 406.66 341.56 330.1 296.06  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",3867.51,3847.73,3990.8,4036.61
"Property/Plant/Equipment, Total - Gross",-,4238.33,4202.63,2447.17
"Accumulated Depreciation, Total",-,-2840.67,-2683.37,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",15.91,14.28,14.63,13.83
Long Term Investments,346.72,375.3,300.74,421.78
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",406.66,341.56,330.1,296.06
"Other Assets, Total",-,-,-,-
Total Current Liabilities,2389.66,2388.73,2463.25,2572.68
"Accounts Payable 609.07 412.04 472.15 719.38  Payable/Accrued - - - -  Accrued Expenses 94.82 176.73 200.14 177.65  Notes Payable/Short Term Debt 1180.4 1387.1 1355 1190  Current Port. of LT Debt/Capital Leases 277 265.3 258.03 238.12  Other Current liabilities, Total 228.37 147.56 177.93 247.53","Accounts Payable 609.07 412.04 472.15 719.38  Payable/Accrued - - - -  Accrued Expenses 94.82 176.73 200.14 177.65  Notes Payable/Short Term Debt 1180.4 1387.1 1355 1190  Current Port. of LT Debt/Capital Leases 277 265.3 258.03 238.12  Other Current liabilities, Total 228.37 147.56 177.93 247.53","Accounts Payable 609.07 412.04 472.15 719.38  Payable/Accrued - - - -  Accrued Expenses 94.82 176.73 200.14 177.65  Notes Payable/Short Term Debt 1180.4 1387.1 1355 1190  Current Port. of LT Debt/Capital Leases 277 265.3 258.03 238.12  Other Current liabilities, Total 228.37 147.56 177.93 247.53","Accounts Payable 609.07 412.04 472.15 719.38  Payable/Accrued - - - -  Accrued Expenses 94.82 176.73 200.14 177.65  Notes Payable/Short Term Debt 1180.4 1387.1 1355 1190  Current Port. of LT Debt/Capital Leases 277 265.3 258.03 238.12  Other Current liabilities, Total 228.37 147.56 177.93 247.53","Accounts Payable 609.07 412.04 472.15 719.38  Payable/Accrued - - - -  Accrued Expenses 94.82 176.73 200.14 177.65  Notes Payable/Short Term Debt 1180.4 1387.1 1355 1190  Current Port. of LT Debt/Capital Leases 277 265.3 258.03 238.12  Other Current liabilities, Total 228.37 147.56 177.93 247.53"
Accounts Payable,609.07,412.04,472.15,719.38
Payable/Accrued,-,-,-,-
Accrued Expenses,94.82,176.73,200.14,177.65
Notes Payable/Short Term Debt,1180.4,1387.1,1355,1190
Current Port. of LT Debt/Capital Leases,277,265.3,258.03,238.12
"Other Current liabilities, Total",228.37,147.56,177.93,247.53
Total Liabilities,4294.67,4434.89,4716.54,4945.24
"Total Long Term Debt 796.42 976.29 1215.8 1297.87  Long Term Debt 641.33 877.92 1115.38 1248.92  Capital Lease Obligations 155.09 98.37 100.42 48.95  Deferred Income Tax 731.47 731.47 731.47 731.47  Minority Interest - - - -  Other Liabilities, Total 377.12 338.4 306.01 343.22","Total Long Term Debt 796.42 976.29 1215.8 1297.87  Long Term Debt 641.33 877.92 1115.38 1248.92  Capital Lease Obligations 155.09 98.37 100.42 48.95  Deferred Income Tax 731.47 731.47 731.47 731.47  Minority Interest - - - -  Other Liabilities, Total 377.12 338.4 306.01 343.22","Total Long Term Debt 796.42 976.29 1215.8 1297.87  Long Term Debt 641.33 877.92 1115.38 1248.92  Capital Lease Obligations 155.09 98.37 100.42 48.95  Deferred Income Tax 731.47 731.47 731.47 731.47  Minority Interest - - - -  Other Liabilities, Total 377.12 338.4 306.01 343.22","Total Long Term Debt 796.42 976.29 1215.8 1297.87  Long Term Debt 641.33 877.92 1115.38 1248.92  Capital Lease Obligations 155.09 98.37 100.42 48.95  Deferred Income Tax 731.47 731.47 731.47 731.47  Minority Interest - - - -  Other Liabilities, Total 377.12 338.4 306.01 343.22","Total Long Term Debt 796.42 976.29 1215.8 1297.87  Long Term Debt 641.33 877.92 1115.38 1248.92  Capital Lease Obligations 155.09 98.37 100.42 48.95  Deferred Income Tax 731.47 731.47 731.47 731.47  Minority Interest - - - -  Other Liabilities, Total 377.12 338.4 306.01 343.22"
Total Long Term Debt,796.42,976.29,1215.8,1297.87
Long Term Debt,641.33,877.92,1115.38,1248.92
Capital Lease Obligations,155.09,98.37,100.42,48.95
Deferred Income Tax,731.47,731.47,731.47,731.47
Minority Interest,-,-,-,-
"Other Liabilities, Total",377.12,338.4,306.01,343.22
Total Equity,3880.8,3860.74,3792.95,3872.02
