Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1022843,915119,673736,561222
"Cash and Short Term Investments 221280 263319 162368 164489  Cash - - - -  Cash & Equivalents 215007 213977 158373 155530  Short Term Investments 6273 49342 3995 8959  Total Receivables, Net 189199 188668 154957 124444  Accounts Receivables - Trade, Net 189199 187310 153645 100192  Total Inventory 555941 420136 323229 252799  Prepaid Expenses - 8431 6124 13020  Other Current Assets, Total 56423 34565 27058 6470","Cash and Short Term Investments 221280 263319 162368 164489  Cash - - - -  Cash & Equivalents 215007 213977 158373 155530  Short Term Investments 6273 49342 3995 8959  Total Receivables, Net 189199 188668 154957 124444  Accounts Receivables - Trade, Net 189199 187310 153645 100192  Total Inventory 555941 420136 323229 252799  Prepaid Expenses - 8431 6124 13020  Other Current Assets, Total 56423 34565 27058 6470","Cash and Short Term Investments 221280 263319 162368 164489  Cash - - - -  Cash & Equivalents 215007 213977 158373 155530  Short Term Investments 6273 49342 3995 8959  Total Receivables, Net 189199 188668 154957 124444  Accounts Receivables - Trade, Net 189199 187310 153645 100192  Total Inventory 555941 420136 323229 252799  Prepaid Expenses - 8431 6124 13020  Other Current Assets, Total 56423 34565 27058 6470","Cash and Short Term Investments 221280 263319 162368 164489  Cash - - - -  Cash & Equivalents 215007 213977 158373 155530  Short Term Investments 6273 49342 3995 8959  Total Receivables, Net 189199 188668 154957 124444  Accounts Receivables - Trade, Net 189199 187310 153645 100192  Total Inventory 555941 420136 323229 252799  Prepaid Expenses - 8431 6124 13020  Other Current Assets, Total 56423 34565 27058 6470","Cash and Short Term Investments 221280 263319 162368 164489  Cash - - - -  Cash & Equivalents 215007 213977 158373 155530  Short Term Investments 6273 49342 3995 8959  Total Receivables, Net 189199 188668 154957 124444  Accounts Receivables - Trade, Net 189199 187310 153645 100192  Total Inventory 555941 420136 323229 252799  Prepaid Expenses - 8431 6124 13020  Other Current Assets, Total 56423 34565 27058 6470"
Cash and Short Term Investments,221280,263319,162368,164489
Cash,-,-,-,-
Cash & Equivalents,215007,213977,158373,155530
Short Term Investments,6273,49342,3995,8959
"Total Receivables, Net",189199,188668,154957,124444
"Accounts Receivables - Trade, Net",189199,187310,153645,100192
Total Inventory,555941,420136,323229,252799
Prepaid Expenses,-,8431,6124,13020
"Other Current Assets, Total",56423,34565,27058,6470
Total Assets,2707899,2268756,1885999,1719690
"Property/Plant/Equipment, Total - Net 629451 507822 457662 463405  Property/Plant/Equipment, Total - Gross - - 1020884 989832  Accumulated Depreciation, Total - - -563222 -526427  Goodwill, Net - 772 772 772  Intangibles, Net 68217 55814 52408 57566  Long Term Investments 985566 787584 692728 610475  Note Receivable - Long Term - 1358 1312 -  Other Long Term Assets, Total - 29494 31711 26250  Other Assets, Total 431260 317020 208018 -","Property/Plant/Equipment, Total - Net 629451 507822 457662 463405  Property/Plant/Equipment, Total - Gross - - 1020884 989832  Accumulated Depreciation, Total - - -563222 -526427  Goodwill, Net - 772 772 772  Intangibles, Net 68217 55814 52408 57566  Long Term Investments 985566 787584 692728 610475  Note Receivable - Long Term - 1358 1312 -  Other Long Term Assets, Total - 29494 31711 26250  Other Assets, Total 431260 317020 208018 -","Property/Plant/Equipment, Total - Net 629451 507822 457662 463405  Property/Plant/Equipment, Total - Gross - - 1020884 989832  Accumulated Depreciation, Total - - -563222 -526427  Goodwill, Net - 772 772 772  Intangibles, Net 68217 55814 52408 57566  Long Term Investments 985566 787584 692728 610475  Note Receivable - Long Term - 1358 1312 -  Other Long Term Assets, Total - 29494 31711 26250  Other Assets, Total 431260 317020 208018 -","Property/Plant/Equipment, Total - Net 629451 507822 457662 463405  Property/Plant/Equipment, Total - Gross - - 1020884 989832  Accumulated Depreciation, Total - - -563222 -526427  Goodwill, Net - 772 772 772  Intangibles, Net 68217 55814 52408 57566  Long Term Investments 985566 787584 692728 610475  Note Receivable - Long Term - 1358 1312 -  Other Long Term Assets, Total - 29494 31711 26250  Other Assets, Total 431260 317020 208018 -","Property/Plant/Equipment, Total - Net 629451 507822 457662 463405  Property/Plant/Equipment, Total - Gross - - 1020884 989832  Accumulated Depreciation, Total - - -563222 -526427  Goodwill, Net - 772 772 772  Intangibles, Net 68217 55814 52408 57566  Long Term Investments 985566 787584 692728 610475  Note Receivable - Long Term - 1358 1312 -  Other Long Term Assets, Total - 29494 31711 26250  Other Assets, Total 431260 317020 208018 -"
"Property/Plant/Equipment, Total - Net",629451,507822,457662,463405
"Property/Plant/Equipment, Total - Gross",-,-,1020884,989832
"Accumulated Depreciation, Total",-,-,-563222,-526427
"Goodwill, Net",-,772,772,772
"Intangibles, Net",68217,55814,52408,57566
Long Term Investments,985566,787584,692728,610475
Note Receivable - Long Term,-,1358,1312,-
"Other Long Term Assets, Total",-,29494,31711,26250
"Other Assets, Total",431260,317020,208018,-
Total Current Liabilities,471263,384791,325322,206310
