Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2794,2754,1179.92,1073.84
"Cash and Short Term Investments 2224 2356 645.49 584.12  Cash - - - -  Cash & Equivalents 2224 2356 645.49 584.12  Short Term Investments - - - -  Total Receivables, Net 438 365 226.98 294.98  Accounts Receivables - Trade, Net 438 365 226.98 294.98  Total Inventory 5 0.16 0.14 8.89  Prepaid Expenses 37 33 307.11 185.45  Other Current Assets, Total 90 - 0.2 0.41","Cash and Short Term Investments 2224 2356 645.49 584.12  Cash - - - -  Cash & Equivalents 2224 2356 645.49 584.12  Short Term Investments - - - -  Total Receivables, Net 438 365 226.98 294.98  Accounts Receivables - Trade, Net 438 365 226.98 294.98  Total Inventory 5 0.16 0.14 8.89  Prepaid Expenses 37 33 307.11 185.45  Other Current Assets, Total 90 - 0.2 0.41","Cash and Short Term Investments 2224 2356 645.49 584.12  Cash - - - -  Cash & Equivalents 2224 2356 645.49 584.12  Short Term Investments - - - -  Total Receivables, Net 438 365 226.98 294.98  Accounts Receivables - Trade, Net 438 365 226.98 294.98  Total Inventory 5 0.16 0.14 8.89  Prepaid Expenses 37 33 307.11 185.45  Other Current Assets, Total 90 - 0.2 0.41","Cash and Short Term Investments 2224 2356 645.49 584.12  Cash - - - -  Cash & Equivalents 2224 2356 645.49 584.12  Short Term Investments - - - -  Total Receivables, Net 438 365 226.98 294.98  Accounts Receivables - Trade, Net 438 365 226.98 294.98  Total Inventory 5 0.16 0.14 8.89  Prepaid Expenses 37 33 307.11 185.45  Other Current Assets, Total 90 - 0.2 0.41","Cash and Short Term Investments 2224 2356 645.49 584.12  Cash - - - -  Cash & Equivalents 2224 2356 645.49 584.12  Short Term Investments - - - -  Total Receivables, Net 438 365 226.98 294.98  Accounts Receivables - Trade, Net 438 365 226.98 294.98  Total Inventory 5 0.16 0.14 8.89  Prepaid Expenses 37 33 307.11 185.45  Other Current Assets, Total 90 - 0.2 0.41"
Cash and Short Term Investments,2224,2356,645.49,584.12
Cash,-,-,-,-
Cash & Equivalents,2224,2356,645.49,584.12
Short Term Investments,-,-,-,-
"Total Receivables, Net",438,365,226.98,294.98
"Accounts Receivables - Trade, Net",438,365,226.98,294.98
Total Inventory,5,0.16,0.14,8.89
Prepaid Expenses,37,33,307.11,185.45
"Other Current Assets, Total",90,-,0.2,0.41
Total Assets,3016,2956,1386.19,1272.87
