Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,31472,28755,27679.55,24872.59
"Cash and Short Term Investments 8495 7203 8908.27 5305.06  Cash - - - -  Cash & Equivalents 8495 7203 8908.27 5305.06  Short Term Investments - - - -  Total Receivables, Net 31 29 - -  Accounts Receivables - Trade, Net 31 29 - -  Total Inventory 22714 20911 18452.07 19262.07  Prepaid Expenses 33 27 52.36 196.21  Other Current Assets, Total 199 585 266.85 109.26","Cash and Short Term Investments 8495 7203 8908.27 5305.06  Cash - - - -  Cash & Equivalents 8495 7203 8908.27 5305.06  Short Term Investments - - - -  Total Receivables, Net 31 29 - -  Accounts Receivables - Trade, Net 31 29 - -  Total Inventory 22714 20911 18452.07 19262.07  Prepaid Expenses 33 27 52.36 196.21  Other Current Assets, Total 199 585 266.85 109.26","Cash and Short Term Investments 8495 7203 8908.27 5305.06  Cash - - - -  Cash & Equivalents 8495 7203 8908.27 5305.06  Short Term Investments - - - -  Total Receivables, Net 31 29 - -  Accounts Receivables - Trade, Net 31 29 - -  Total Inventory 22714 20911 18452.07 19262.07  Prepaid Expenses 33 27 52.36 196.21  Other Current Assets, Total 199 585 266.85 109.26","Cash and Short Term Investments 8495 7203 8908.27 5305.06  Cash - - - -  Cash & Equivalents 8495 7203 8908.27 5305.06  Short Term Investments - - - -  Total Receivables, Net 31 29 - -  Accounts Receivables - Trade, Net 31 29 - -  Total Inventory 22714 20911 18452.07 19262.07  Prepaid Expenses 33 27 52.36 196.21  Other Current Assets, Total 199 585 266.85 109.26","Cash and Short Term Investments 8495 7203 8908.27 5305.06  Cash - - - -  Cash & Equivalents 8495 7203 8908.27 5305.06  Short Term Investments - - - -  Total Receivables, Net 31 29 - -  Accounts Receivables - Trade, Net 31 29 - -  Total Inventory 22714 20911 18452.07 19262.07  Prepaid Expenses 33 27 52.36 196.21  Other Current Assets, Total 199 585 266.85 109.26"
Cash and Short Term Investments,8495,7203,8908.27,5305.06
Cash,-,-,-,-
Cash & Equivalents,8495,7203,8908.27,5305.06
Short Term Investments,-,-,-,-
"Total Receivables, Net",31,29,-,-
"Accounts Receivables - Trade, Net",31,29,-,-
Total Inventory,22714,20911,18452.07,19262.07
Prepaid Expenses,33,27,52.36,196.21
"Other Current Assets, Total",199,585,266.85,109.26
Total Assets,38090,35175,33999.61,30467.21
"Property/Plant/Equipment, Total - Net 5996 5858 5725.18 4996.02  Property/Plant/Equipment, Total - Gross - 6493.64 6230.78 5428.62  Accumulated Depreciation, Total - -635.57 -505.6 -432.6  Goodwill, Net - - - -  Intangibles, Net 3 4 1.08 3.17  Long Term Investments 535 529 0.96 0.96  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 592.84 594.47  Other Assets, Total 22965 21495 - -","Property/Plant/Equipment, Total - Net 5996 5858 5725.18 4996.02  Property/Plant/Equipment, Total - Gross - 6493.64 6230.78 5428.62  Accumulated Depreciation, Total - -635.57 -505.6 -432.6  Goodwill, Net - - - -  Intangibles, Net 3 4 1.08 3.17  Long Term Investments 535 529 0.96 0.96  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 592.84 594.47  Other Assets, Total 22965 21495 - -","Property/Plant/Equipment, Total - Net 5996 5858 5725.18 4996.02  Property/Plant/Equipment, Total - Gross - 6493.64 6230.78 5428.62  Accumulated Depreciation, Total - -635.57 -505.6 -432.6  Goodwill, Net - - - -  Intangibles, Net 3 4 1.08 3.17  Long Term Investments 535 529 0.96 0.96  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 592.84 594.47  Other Assets, Total 22965 21495 - -","Property/Plant/Equipment, Total - Net 5996 5858 5725.18 4996.02  Property/Plant/Equipment, Total - Gross - 6493.64 6230.78 5428.62  Accumulated Depreciation, Total - -635.57 -505.6 -432.6  Goodwill, Net - - - -  Intangibles, Net 3 4 1.08 3.17  Long Term Investments 535 529 0.96 0.96  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 592.84 594.47  Other Assets, Total 22965 21495 - -","Property/Plant/Equipment, Total - Net 5996 5858 5725.18 4996.02  Property/Plant/Equipment, Total - Gross - 6493.64 6230.78 5428.62  Accumulated Depreciation, Total - -635.57 -505.6 -432.6  Goodwill, Net - - - -  Intangibles, Net 3 4 1.08 3.17  Long Term Investments 535 529 0.96 0.96  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 592.84 594.47  Other Assets, Total 22965 21495 - -"
"Property/Plant/Equipment, Total - Net",5996,5858,5725.18,4996.02
"Property/Plant/Equipment, Total - Gross",-,6493.64,6230.78,5428.62
"Accumulated Depreciation, Total",-,-635.57,-505.6,-432.6
"Goodwill, Net",-,-,-,-
"Intangibles, Net",3,4,1.08,3.17
Long Term Investments,535,529,0.96,0.96
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,1,592.84,594.47
"Other Assets, Total",22965,21495,-,-
Total Current Liabilities,10122,9378,12479.51,13508.82
"Accounts Payable 1556 1401 1190.81 2046.49  Payable/Accrued - - - -  Accrued Expenses 13 16 24.08 24.88  Notes Payable/Short Term Debt 278 400 655.02 723.53  Current Port. of LT Debt/Capital Leases 7218 6689 9244.8 8899.55  Other Current liabilities, Total 1057 872 1364.81 1814.37","Accounts Payable 1556 1401 1190.81 2046.49  Payable/Accrued - - - -  Accrued Expenses 13 16 24.08 24.88  Notes Payable/Short Term Debt 278 400 655.02 723.53  Current Port. of LT Debt/Capital Leases 7218 6689 9244.8 8899.55  Other Current liabilities, Total 1057 872 1364.81 1814.37","Accounts Payable 1556 1401 1190.81 2046.49  Payable/Accrued - - - -  Accrued Expenses 13 16 24.08 24.88  Notes Payable/Short Term Debt 278 400 655.02 723.53  Current Port. of LT Debt/Capital Leases 7218 6689 9244.8 8899.55  Other Current liabilities, Total 1057 872 1364.81 1814.37","Accounts Payable 1556 1401 1190.81 2046.49  Payable/Accrued - - - -  Accrued Expenses 13 16 24.08 24.88  Notes Payable/Short Term Debt 278 400 655.02 723.53  Current Port. of LT Debt/Capital Leases 7218 6689 9244.8 8899.55  Other Current liabilities, Total 1057 872 1364.81 1814.37","Accounts Payable 1556 1401 1190.81 2046.49  Payable/Accrued - - - -  Accrued Expenses 13 16 24.08 24.88  Notes Payable/Short Term Debt 278 400 655.02 723.53  Current Port. of LT Debt/Capital Leases 7218 6689 9244.8 8899.55  Other Current liabilities, Total 1057 872 1364.81 1814.37"
Accounts Payable,1556,1401,1190.81,2046.49
Payable/Accrued,-,-,-,-
Accrued Expenses,13,16,24.08,24.88
Notes Payable/Short Term Debt,278,400,655.02,723.53
Current Port. of LT Debt/Capital Leases,7218,6689,9244.8,8899.55
"Other Current liabilities, Total",1057,872,1364.81,1814.37
Total Liabilities,23698,21585,22703.17,22103.27
"Total Long Term Debt 13475 12110 8630.11 8509.98  Long Term Debt 13463 12089 8607.34 8473.82  Capital Lease Obligations 12 21 22.76 36.16  Deferred Income Tax - - - -  Minority Interest 1597 1554 1510.96 -  Other Liabilities, Total -20946506 -21021.02 82.59 84.46","Total Long Term Debt 13475 12110 8630.11 8509.98  Long Term Debt 13463 12089 8607.34 8473.82  Capital Lease Obligations 12 21 22.76 36.16  Deferred Income Tax - - - -  Minority Interest 1597 1554 1510.96 -  Other Liabilities, Total -20946506 -21021.02 82.59 84.46","Total Long Term Debt 13475 12110 8630.11 8509.98  Long Term Debt 13463 12089 8607.34 8473.82  Capital Lease Obligations 12 21 22.76 36.16  Deferred Income Tax - - - -  Minority Interest 1597 1554 1510.96 -  Other Liabilities, Total -20946506 -21021.02 82.59 84.46","Total Long Term Debt 13475 12110 8630.11 8509.98  Long Term Debt 13463 12089 8607.34 8473.82  Capital Lease Obligations 12 21 22.76 36.16  Deferred Income Tax - - - -  Minority Interest 1597 1554 1510.96 -  Other Liabilities, Total -20946506 -21021.02 82.59 84.46","Total Long Term Debt 13475 12110 8630.11 8509.98  Long Term Debt 13463 12089 8607.34 8473.82  Capital Lease Obligations 12 21 22.76 36.16  Deferred Income Tax - - - -  Minority Interest 1597 1554 1510.96 -  Other Liabilities, Total -20946506 -21021.02 82.59 84.46"
Total Long Term Debt,13475,12110,8630.11,8509.98
Long Term Debt,13463,12089,8607.34,8473.82
Capital Lease Obligations,12,21,22.76,36.16
Deferred Income Tax,-,-,-,-
Minority Interest,1597,1554,1510.96,-
"Other Liabilities, Total",-20946506,-21021.02,82.59,84.46
Total Equity,14392,13590,11296.44,8363.94
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2693 2693 2693.7 1685.25  Additional Paid-In Capital 2191 2191 2191.83 1183.38  Retained Earnings (Accumulated Deficit) 7909 7151 6410.92 5495.33  Treasury Stock - Common - -0.02 -0.02 -0.02  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1599 1555 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2693 2693 2693.7 1685.25  Additional Paid-In Capital 2191 2191 2191.83 1183.38  Retained Earnings (Accumulated Deficit) 7909 7151 6410.92 5495.33  Treasury Stock - Common - -0.02 -0.02 -0.02  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1599 1555 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2693 2693 2693.7 1685.25  Additional Paid-In Capital 2191 2191 2191.83 1183.38  Retained Earnings (Accumulated Deficit) 7909 7151 6410.92 5495.33  Treasury Stock - Common - -0.02 -0.02 -0.02  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1599 1555 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2693 2693 2693.7 1685.25  Additional Paid-In Capital 2191 2191 2191.83 1183.38  Retained Earnings (Accumulated Deficit) 7909 7151 6410.92 5495.33  Treasury Stock - Common - -0.02 -0.02 -0.02  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1599 1555 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2693 2693 2693.7 1685.25  Additional Paid-In Capital 2191 2191 2191.83 1183.38  Retained Earnings (Accumulated Deficit) 7909 7151 6410.92 5495.33  Treasury Stock - Common - -0.02 -0.02 -0.02  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1599 1555 - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",2693,2693,2693.7,1685.25
Additional Paid-In Capital,2191,2191,2191.83,1183.38
Retained Earnings (Accumulated Deficit),7909,7151,6410.92,5495.33
Treasury Stock - Common,-,-0.02,-0.02,-0.02
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",1599,1555,-,-
Total Liabilities & Shareholders' Equity,38090,35175,33999.61,30467.21
Total Common Shares Outstanding,31.37,31.37,31.37,25.16
Total Preferred Shares Outstanding,-,-,-,-
