Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,48324,44606,43144,53412
"Cash and Short Term Investments 11657 11835 12153 11762  Cash - - - -  Cash & Equivalents 11657 11835 12153 11762  Short Term Investments - - - -  Total Receivables, Net 33229 26606 26784 38386  Accounts Receivables - Trade, Net 27619 26493 23775 32305  Total Inventory 3135 5873 3902 1384  Prepaid Expenses 125 103 91 86  Other Current Assets, Total 178 189 214 1794","Cash and Short Term Investments 11657 11835 12153 11762  Cash - - - -  Cash & Equivalents 11657 11835 12153 11762  Short Term Investments - - - -  Total Receivables, Net 33229 26606 26784 38386  Accounts Receivables - Trade, Net 27619 26493 23775 32305  Total Inventory 3135 5873 3902 1384  Prepaid Expenses 125 103 91 86  Other Current Assets, Total 178 189 214 1794","Cash and Short Term Investments 11657 11835 12153 11762  Cash - - - -  Cash & Equivalents 11657 11835 12153 11762  Short Term Investments - - - -  Total Receivables, Net 33229 26606 26784 38386  Accounts Receivables - Trade, Net 27619 26493 23775 32305  Total Inventory 3135 5873 3902 1384  Prepaid Expenses 125 103 91 86  Other Current Assets, Total 178 189 214 1794","Cash and Short Term Investments 11657 11835 12153 11762  Cash - - - -  Cash & Equivalents 11657 11835 12153 11762  Short Term Investments - - - -  Total Receivables, Net 33229 26606 26784 38386  Accounts Receivables - Trade, Net 27619 26493 23775 32305  Total Inventory 3135 5873 3902 1384  Prepaid Expenses 125 103 91 86  Other Current Assets, Total 178 189 214 1794","Cash and Short Term Investments 11657 11835 12153 11762  Cash - - - -  Cash & Equivalents 11657 11835 12153 11762  Short Term Investments - - - -  Total Receivables, Net 33229 26606 26784 38386  Accounts Receivables - Trade, Net 27619 26493 23775 32305  Total Inventory 3135 5873 3902 1384  Prepaid Expenses 125 103 91 86  Other Current Assets, Total 178 189 214 1794"
Cash and Short Term Investments,11657,11835,12153,11762
Cash,-,-,-,-
Cash & Equivalents,11657,11835,12153,11762
Short Term Investments,-,-,-,-
"Total Receivables, Net",33229,26606,26784,38386
"Accounts Receivables - Trade, Net",27619,26493,23775,32305
Total Inventory,3135,5873,3902,1384
Prepaid Expenses,125,103,91,86
"Other Current Assets, Total",178,189,214,1794
Total Assets,57617,54028,52717,58669
"Property/Plant/Equipment, Total - Net 5894 6572 6695 2096  Property/Plant/Equipment, Total - Gross 8393 8925 8975 4292  Accumulated Depreciation, Total -2499 -2355 -2281 -2198  Goodwill, Net - - - -  Intangibles, Net 127 92 156 214  Long Term Investments 1468 1544 1232 1581  Note Receivable - Long Term - 3 133 132  Other Long Term Assets, Total 1804 1211 1357 1234  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 5894 6572 6695 2096  Property/Plant/Equipment, Total - Gross 8393 8925 8975 4292  Accumulated Depreciation, Total -2499 -2355 -2281 -2198  Goodwill, Net - - - -  Intangibles, Net 127 92 156 214  Long Term Investments 1468 1544 1232 1581  Note Receivable - Long Term - 3 133 132  Other Long Term Assets, Total 1804 1211 1357 1234  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 5894 6572 6695 2096  Property/Plant/Equipment, Total - Gross 8393 8925 8975 4292  Accumulated Depreciation, Total -2499 -2355 -2281 -2198  Goodwill, Net - - - -  Intangibles, Net 127 92 156 214  Long Term Investments 1468 1544 1232 1581  Note Receivable - Long Term - 3 133 132  Other Long Term Assets, Total 1804 1211 1357 1234  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 5894 6572 6695 2096  Property/Plant/Equipment, Total - Gross 8393 8925 8975 4292  Accumulated Depreciation, Total -2499 -2355 -2281 -2198  Goodwill, Net - - - -  Intangibles, Net 127 92 156 214  Long Term Investments 1468 1544 1232 1581  Note Receivable - Long Term - 3 133 132  Other Long Term Assets, Total 1804 1211 1357 1234  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 5894 6572 6695 2096  Property/Plant/Equipment, Total - Gross 8393 8925 8975 4292  Accumulated Depreciation, Total -2499 -2355 -2281 -2198  Goodwill, Net - - - -  Intangibles, Net 127 92 156 214  Long Term Investments 1468 1544 1232 1581  Note Receivable - Long Term - 3 133 132  Other Long Term Assets, Total 1804 1211 1357 1234  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",5894,6572,6695,2096
"Property/Plant/Equipment, Total - Gross",8393,8925,8975,4292
"Accumulated Depreciation, Total",-2499,-2355,-2281,-2198
"Goodwill, Net",-,-,-,-
"Intangibles, Net",127,92,156,214
Long Term Investments,1468,1544,1232,1581
Note Receivable - Long Term,-,3,133,132
"Other Long Term Assets, Total",1804,1211,1357,1234
"Other Assets, Total",-,-,-,-
Total Current Liabilities,24613,23170,25206,35213
"Accounts Payable 18069 15138 19055 29476  Payable/Accrued - - - -  Accrued Expenses 1213 1285 534 543  Notes Payable/Short Term Debt - 421 1253 470  Current Port. of LT Debt/Capital Leases 1539 1096 1064 996  Other Current liabilities, Total 3792 5230 3300 3728","Accounts Payable 18069 15138 19055 29476  Payable/Accrued - - - -  Accrued Expenses 1213 1285 534 543  Notes Payable/Short Term Debt - 421 1253 470  Current Port. of LT Debt/Capital Leases 1539 1096 1064 996  Other Current liabilities, Total 3792 5230 3300 3728","Accounts Payable 18069 15138 19055 29476  Payable/Accrued - - - -  Accrued Expenses 1213 1285 534 543  Notes Payable/Short Term Debt - 421 1253 470  Current Port. of LT Debt/Capital Leases 1539 1096 1064 996  Other Current liabilities, Total 3792 5230 3300 3728","Accounts Payable 18069 15138 19055 29476  Payable/Accrued - - - -  Accrued Expenses 1213 1285 534 543  Notes Payable/Short Term Debt - 421 1253 470  Current Port. of LT Debt/Capital Leases 1539 1096 1064 996  Other Current liabilities, Total 3792 5230 3300 3728","Accounts Payable 18069 15138 19055 29476  Payable/Accrued - - - -  Accrued Expenses 1213 1285 534 543  Notes Payable/Short Term Debt - 421 1253 470  Current Port. of LT Debt/Capital Leases 1539 1096 1064 996  Other Current liabilities, Total 3792 5230 3300 3728"
Accounts Payable,18069,15138,19055,29476
Payable/Accrued,-,-,-,-
Accrued Expenses,1213,1285,534,543
Notes Payable/Short Term Debt,-,421,1253,470
Current Port. of LT Debt/Capital Leases,1539,1096,1064,996
"Other Current liabilities, Total",3792,5230,3300,3728
Total Liabilities,30819,29409,30837,38872
