Period Ending:,202131/07,202031/07,201931/07,201831/07
Total Current Assets,1090.82,423.12,284.31,220.29
"Cash and Short Term Investments 964.94 314.99 175.59 136.48  Cash - - - -  Cash & Equivalents 964.94 314.99 175.59 136.48  Short Term Investments - - - -  Total Receivables, Net 108.07 73.44 72.24 55.23  Accounts Receivables - Trade, Net 108.07 73.44 72.24 55.23  Total Inventory 11.54 19.27 22.36 21.34  Prepaid Expenses 6.27 6.57 13.92 7.04  Other Current Assets, Total - 8.85 0.2 0.19","Cash and Short Term Investments 964.94 314.99 175.59 136.48  Cash - - - -  Cash & Equivalents 964.94 314.99 175.59 136.48  Short Term Investments - - - -  Total Receivables, Net 108.07 73.44 72.24 55.23  Accounts Receivables - Trade, Net 108.07 73.44 72.24 55.23  Total Inventory 11.54 19.27 22.36 21.34  Prepaid Expenses 6.27 6.57 13.92 7.04  Other Current Assets, Total - 8.85 0.2 0.19","Cash and Short Term Investments 964.94 314.99 175.59 136.48  Cash - - - -  Cash & Equivalents 964.94 314.99 175.59 136.48  Short Term Investments - - - -  Total Receivables, Net 108.07 73.44 72.24 55.23  Accounts Receivables - Trade, Net 108.07 73.44 72.24 55.23  Total Inventory 11.54 19.27 22.36 21.34  Prepaid Expenses 6.27 6.57 13.92 7.04  Other Current Assets, Total - 8.85 0.2 0.19","Cash and Short Term Investments 964.94 314.99 175.59 136.48  Cash - - - -  Cash & Equivalents 964.94 314.99 175.59 136.48  Short Term Investments - - - -  Total Receivables, Net 108.07 73.44 72.24 55.23  Accounts Receivables - Trade, Net 108.07 73.44 72.24 55.23  Total Inventory 11.54 19.27 22.36 21.34  Prepaid Expenses 6.27 6.57 13.92 7.04  Other Current Assets, Total - 8.85 0.2 0.19","Cash and Short Term Investments 964.94 314.99 175.59 136.48  Cash - - - -  Cash & Equivalents 964.94 314.99 175.59 136.48  Short Term Investments - - - -  Total Receivables, Net 108.07 73.44 72.24 55.23  Accounts Receivables - Trade, Net 108.07 73.44 72.24 55.23  Total Inventory 11.54 19.27 22.36 21.34  Prepaid Expenses 6.27 6.57 13.92 7.04  Other Current Assets, Total - 8.85 0.2 0.19"
Cash and Short Term Investments,964.94,314.99,175.59,136.48
Cash,-,-,-,-
Cash & Equivalents,964.94,314.99,175.59,136.48
Short Term Investments,-,-,-,-
"Total Receivables, Net",108.07,73.44,72.24,55.23
"Accounts Receivables - Trade, Net",108.07,73.44,72.24,55.23
Total Inventory,11.54,19.27,22.36,21.34
Prepaid Expenses,6.27,6.57,13.92,7.04
"Other Current Assets, Total",-,8.85,0.2,0.19
Total Assets,1137.82,438.44,307.41,234.44
"Property/Plant/Equipment, Total - Net 15.82 3.16 2.98 4.13  Property/Plant/Equipment, Total - Gross 24.56 7.58 5.76 5.76  Accumulated Depreciation, Total -8.73 -4.42 -2.78 -1.63  Goodwill, Net - - - -  Intangibles, Net 7.22 0.11 10.13 0.52  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 23.95 12.05 9.99 9.5  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 15.82 3.16 2.98 4.13  Property/Plant/Equipment, Total - Gross 24.56 7.58 5.76 5.76  Accumulated Depreciation, Total -8.73 -4.42 -2.78 -1.63  Goodwill, Net - - - -  Intangibles, Net 7.22 0.11 10.13 0.52  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 23.95 12.05 9.99 9.5  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 15.82 3.16 2.98 4.13  Property/Plant/Equipment, Total - Gross 24.56 7.58 5.76 5.76  Accumulated Depreciation, Total -8.73 -4.42 -2.78 -1.63  Goodwill, Net - - - -  Intangibles, Net 7.22 0.11 10.13 0.52  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 23.95 12.05 9.99 9.5  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 15.82 3.16 2.98 4.13  Property/Plant/Equipment, Total - Gross 24.56 7.58 5.76 5.76  Accumulated Depreciation, Total -8.73 -4.42 -2.78 -1.63  Goodwill, Net - - - -  Intangibles, Net 7.22 0.11 10.13 0.52  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 23.95 12.05 9.99 9.5  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 15.82 3.16 2.98 4.13  Property/Plant/Equipment, Total - Gross 24.56 7.58 5.76 5.76  Accumulated Depreciation, Total -8.73 -4.42 -2.78 -1.63  Goodwill, Net - - - -  Intangibles, Net 7.22 0.11 10.13 0.52  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 23.95 12.05 9.99 9.5  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",15.82,3.16,2.98,4.13
"Property/Plant/Equipment, Total - Gross",24.56,7.58,5.76,5.76
"Accumulated Depreciation, Total",-8.73,-4.42,-2.78,-1.63
"Goodwill, Net",-,-,-,-
"Intangibles, Net",7.22,0.11,10.13,0.52
Long Term Investments,-,-,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",23.95,12.05,9.99,9.5
"Other Assets, Total",-,-,-,-
Total Current Liabilities,166.09,121.69,69.6,48.33
"Accounts Payable 29.29 21.58 11.21 6.19  Payable/Accrued - - - -  Accrued Expenses 45.91 27.19 10.56 15.35  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 90.9 72.92 47.83 26.79","Accounts Payable 29.29 21.58 11.21 6.19  Payable/Accrued - - - -  Accrued Expenses 45.91 27.19 10.56 15.35  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 90.9 72.92 47.83 26.79","Accounts Payable 29.29 21.58 11.21 6.19  Payable/Accrued - - - -  Accrued Expenses 45.91 27.19 10.56 15.35  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 90.9 72.92 47.83 26.79","Accounts Payable 29.29 21.58 11.21 6.19  Payable/Accrued - - - -  Accrued Expenses 45.91 27.19 10.56 15.35  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 90.9 72.92 47.83 26.79","Accounts Payable 29.29 21.58 11.21 6.19  Payable/Accrued - - - -  Accrued Expenses 45.91 27.19 10.56 15.35  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 90.9 72.92 47.83 26.79"
Accounts Payable,29.29,21.58,11.21,6.19
Payable/Accrued,-,-,-,-
Accrued Expenses,45.91,27.19,10.56,15.35
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,-,-,-,-
"Other Current liabilities, Total",90.9,72.92,47.83,26.79
Total Liabilities,169.96,121.69,72,62.29
"Total Long Term Debt - - - 11.55  Long Term Debt - - - 11.55  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3.87 - 2.4 2.4","Total Long Term Debt - - - 11.55  Long Term Debt - - - 11.55  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3.87 - 2.4 2.4","Total Long Term Debt - - - 11.55  Long Term Debt - - - 11.55  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3.87 - 2.4 2.4","Total Long Term Debt - - - 11.55  Long Term Debt - - - 11.55  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3.87 - 2.4 2.4","Total Long Term Debt - - - 11.55  Long Term Debt - - - 11.55  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3.87 - 2.4 2.4"
Total Long Term Debt,-,-,-,11.55
