Period Ending:,202131/12,202031/12,201931/12,201831/12
Total Current Assets,5826.23,5592.76,5568.52,6195.97
"Cash and Short Term Investments 3552.48 3376.2 3743.18 4452.54  Cash - - - -  Cash & Equivalents 3552.48 3376.2 3743.18 4452.54  Short Term Investments - - - -  Total Receivables, Net 2172.8 2119.23 1723.96 1653.69  Accounts Receivables - Trade, Net 2172.8 2119.23 1723.96 1653.69  Total Inventory 0.76 0.31 4.72 1.32  Prepaid Expenses 37.1 37.28 36.02 32.62  Other Current Assets, Total 63.09 59.73 60.64 55.8","Cash and Short Term Investments 3552.48 3376.2 3743.18 4452.54  Cash - - - -  Cash & Equivalents 3552.48 3376.2 3743.18 4452.54  Short Term Investments - - - -  Total Receivables, Net 2172.8 2119.23 1723.96 1653.69  Accounts Receivables - Trade, Net 2172.8 2119.23 1723.96 1653.69  Total Inventory 0.76 0.31 4.72 1.32  Prepaid Expenses 37.1 37.28 36.02 32.62  Other Current Assets, Total 63.09 59.73 60.64 55.8","Cash and Short Term Investments 3552.48 3376.2 3743.18 4452.54  Cash - - - -  Cash & Equivalents 3552.48 3376.2 3743.18 4452.54  Short Term Investments - - - -  Total Receivables, Net 2172.8 2119.23 1723.96 1653.69  Accounts Receivables - Trade, Net 2172.8 2119.23 1723.96 1653.69  Total Inventory 0.76 0.31 4.72 1.32  Prepaid Expenses 37.1 37.28 36.02 32.62  Other Current Assets, Total 63.09 59.73 60.64 55.8","Cash and Short Term Investments 3552.48 3376.2 3743.18 4452.54  Cash - - - -  Cash & Equivalents 3552.48 3376.2 3743.18 4452.54  Short Term Investments - - - -  Total Receivables, Net 2172.8 2119.23 1723.96 1653.69  Accounts Receivables - Trade, Net 2172.8 2119.23 1723.96 1653.69  Total Inventory 0.76 0.31 4.72 1.32  Prepaid Expenses 37.1 37.28 36.02 32.62  Other Current Assets, Total 63.09 59.73 60.64 55.8","Cash and Short Term Investments 3552.48 3376.2 3743.18 4452.54  Cash - - - -  Cash & Equivalents 3552.48 3376.2 3743.18 4452.54  Short Term Investments - - - -  Total Receivables, Net 2172.8 2119.23 1723.96 1653.69  Accounts Receivables - Trade, Net 2172.8 2119.23 1723.96 1653.69  Total Inventory 0.76 0.31 4.72 1.32  Prepaid Expenses 37.1 37.28 36.02 32.62  Other Current Assets, Total 63.09 59.73 60.64 55.8"
Cash and Short Term Investments,3552.48,3376.2,3743.18,4452.54
Cash,-,-,-,-
Cash & Equivalents,3552.48,3376.2,3743.18,4452.54
Short Term Investments,-,-,-,-
"Total Receivables, Net",2172.8,2119.23,1723.96,1653.69
"Accounts Receivables - Trade, Net",2172.8,2119.23,1723.96,1653.69
Total Inventory,0.76,0.31,4.72,1.32
Prepaid Expenses,37.1,37.28,36.02,32.62
"Other Current Assets, Total",63.09,59.73,60.64,55.8
Total Assets,7099.73,7022.45,7007.11,7675.6
