Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Current Assets,1320,2345,2771.34,3357.61
"Cash and Short Term Investments 508 740 1017.32 920.04  Cash - - - -  Cash & Equivalents 508 740 1017.32 920.04  Short Term Investments - - - -  Total Receivables, Net 302 427 543 644.45  Accounts Receivables - Trade, Net 296 359 455.84 565.65  Total Inventory 414 967 1020.14 1404.86  Prepaid Expenses - 52.45 43.19 240.15  Other Current Assets, Total 94 211 147.69 148.11","Cash and Short Term Investments 508 740 1017.32 920.04  Cash - - - -  Cash & Equivalents 508 740 1017.32 920.04  Short Term Investments - - - -  Total Receivables, Net 302 427 543 644.45  Accounts Receivables - Trade, Net 296 359 455.84 565.65  Total Inventory 414 967 1020.14 1404.86  Prepaid Expenses - 52.45 43.19 240.15  Other Current Assets, Total 94 211 147.69 148.11","Cash and Short Term Investments 508 740 1017.32 920.04  Cash - - - -  Cash & Equivalents 508 740 1017.32 920.04  Short Term Investments - - - -  Total Receivables, Net 302 427 543 644.45  Accounts Receivables - Trade, Net 296 359 455.84 565.65  Total Inventory 414 967 1020.14 1404.86  Prepaid Expenses - 52.45 43.19 240.15  Other Current Assets, Total 94 211 147.69 148.11","Cash and Short Term Investments 508 740 1017.32 920.04  Cash - - - -  Cash & Equivalents 508 740 1017.32 920.04  Short Term Investments - - - -  Total Receivables, Net 302 427 543 644.45  Accounts Receivables - Trade, Net 296 359 455.84 565.65  Total Inventory 414 967 1020.14 1404.86  Prepaid Expenses - 52.45 43.19 240.15  Other Current Assets, Total 94 211 147.69 148.11","Cash and Short Term Investments 508 740 1017.32 920.04  Cash - - - -  Cash & Equivalents 508 740 1017.32 920.04  Short Term Investments - - - -  Total Receivables, Net 302 427 543 644.45  Accounts Receivables - Trade, Net 296 359 455.84 565.65  Total Inventory 414 967 1020.14 1404.86  Prepaid Expenses - 52.45 43.19 240.15  Other Current Assets, Total 94 211 147.69 148.11"
Cash and Short Term Investments,508,740,1017.32,920.04
Cash,-,-,-,-
Cash & Equivalents,508,740,1017.32,920.04
Short Term Investments,-,-,-,-
"Total Receivables, Net",302,427,543,644.45
"Accounts Receivables - Trade, Net",296,359,455.84,565.65
Total Inventory,414,967,1020.14,1404.86
Prepaid Expenses,-,52.45,43.19,240.15
"Other Current Assets, Total",94,211,147.69,148.11
Total Assets,3534,4537,4780.86,6685.1
