Period Ending:,202131/12,202031/12,201931/12,201831/12
Total Current Assets,6034,7600,7486,12502
"Cash and Short Term Investments 4355 5589 2469 6732  Cash - - - -  Cash & Equivalents 4355 5589 2469 6732  Short Term Investments - - - -  Total Receivables, Net 1207 1516 3883 4628  Accounts Receivables - Trade, Net 739 974 2282 2838  Total Inventory 240 247 582 642  Prepaid Expenses 196 213 - -  Other Current Assets, Total 36 35 552 500","Cash and Short Term Investments 4355 5589 2469 6732  Cash - - - -  Cash & Equivalents 4355 5589 2469 6732  Short Term Investments - - - -  Total Receivables, Net 1207 1516 3883 4628  Accounts Receivables - Trade, Net 739 974 2282 2838  Total Inventory 240 247 582 642  Prepaid Expenses 196 213 - -  Other Current Assets, Total 36 35 552 500","Cash and Short Term Investments 4355 5589 2469 6732  Cash - - - -  Cash & Equivalents 4355 5589 2469 6732  Short Term Investments - - - -  Total Receivables, Net 1207 1516 3883 4628  Accounts Receivables - Trade, Net 739 974 2282 2838  Total Inventory 240 247 582 642  Prepaid Expenses 196 213 - -  Other Current Assets, Total 36 35 552 500","Cash and Short Term Investments 4355 5589 2469 6732  Cash - - - -  Cash & Equivalents 4355 5589 2469 6732  Short Term Investments - - - -  Total Receivables, Net 1207 1516 3883 4628  Accounts Receivables - Trade, Net 739 974 2282 2838  Total Inventory 240 247 582 642  Prepaid Expenses 196 213 - -  Other Current Assets, Total 36 35 552 500","Cash and Short Term Investments 4355 5589 2469 6732  Cash - - - -  Cash & Equivalents 4355 5589 2469 6732  Short Term Investments - - - -  Total Receivables, Net 1207 1516 3883 4628  Accounts Receivables - Trade, Net 739 974 2282 2838  Total Inventory 240 247 582 642  Prepaid Expenses 196 213 - -  Other Current Assets, Total 36 35 552 500"
Cash and Short Term Investments,4355,5589,2469,6732
Cash,-,-,-,-
Cash & Equivalents,4355,5589,2469,6732
Short Term Investments,-,-,-,-
"Total Receivables, Net",1207,1516,3883,4628
"Accounts Receivables - Trade, Net",739,974,2282,2838
Total Inventory,240,247,582,642
Prepaid Expenses,196,213,-,-
"Other Current Assets, Total",36,35,552,500
Total Assets,10896,14446,23459,25993
"Property/Plant/Equipment, Total - Net 2992 4380 10455 9403  Property/Plant/Equipment, Total - Gross 6288 7532 14467 12193  Accumulated Depreciation, Total -3295 -3153 -4014 -2790  Goodwill, Net - - - -  Intangibles, Net 81 96 110 72  Long Term Investments 16 16 18 15  Note Receivable - Long Term 2845 2578 49 15  Other Long Term Assets, Total -1072 -224 5341 3986  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2992 4380 10455 9403  Property/Plant/Equipment, Total - Gross 6288 7532 14467 12193  Accumulated Depreciation, Total -3295 -3153 -4014 -2790  Goodwill, Net - - - -  Intangibles, Net 81 96 110 72  Long Term Investments 16 16 18 15  Note Receivable - Long Term 2845 2578 49 15  Other Long Term Assets, Total -1072 -224 5341 3986  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2992 4380 10455 9403  Property/Plant/Equipment, Total - Gross 6288 7532 14467 12193  Accumulated Depreciation, Total -3295 -3153 -4014 -2790  Goodwill, Net - - - -  Intangibles, Net 81 96 110 72  Long Term Investments 16 16 18 15  Note Receivable - Long Term 2845 2578 49 15  Other Long Term Assets, Total -1072 -224 5341 3986  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2992 4380 10455 9403  Property/Plant/Equipment, Total - Gross 6288 7532 14467 12193  Accumulated Depreciation, Total -3295 -3153 -4014 -2790  Goodwill, Net - - - -  Intangibles, Net 81 96 110 72  Long Term Investments 16 16 18 15  Note Receivable - Long Term 2845 2578 49 15  Other Long Term Assets, Total -1072 -224 5341 3986  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2992 4380 10455 9403  Property/Plant/Equipment, Total - Gross 6288 7532 14467 12193  Accumulated Depreciation, Total -3295 -3153 -4014 -2790  Goodwill, Net - - - -  Intangibles, Net 81 96 110 72  Long Term Investments 16 16 18 15  Note Receivable - Long Term 2845 2578 49 15  Other Long Term Assets, Total -1072 -224 5341 3986  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",2992,4380,10455,9403
"Property/Plant/Equipment, Total - Gross",6288,7532,14467,12193
"Accumulated Depreciation, Total",-3295,-3153,-4014,-2790
"Goodwill, Net",-,-,-,-
"Intangibles, Net",81,96,110,72
Long Term Investments,16,16,18,15
Note Receivable - Long Term,2845,2578,49,15
"Other Long Term Assets, Total",-1072,-224,5341,3986
"Other Assets, Total",-,-,-,-
Total Current Liabilities,4824,9863,14910,16104
"Accounts Payable 1081 1524 6562 7097  Payable/Accrued - - - -  Accrued Expenses 332 987 - -  Notes Payable/Short Term Debt 1576 2330 - -  Current Port. of LT Debt/Capital Leases 1087 2011 3281 2270  Other Current liabilities, Total 748 3011 5067 6737","Accounts Payable 1081 1524 6562 7097  Payable/Accrued - - - -  Accrued Expenses 332 987 - -  Notes Payable/Short Term Debt 1576 2330 - -  Current Port. of LT Debt/Capital Leases 1087 2011 3281 2270  Other Current liabilities, Total 748 3011 5067 6737","Accounts Payable 1081 1524 6562 7097  Payable/Accrued - - - -  Accrued Expenses 332 987 - -  Notes Payable/Short Term Debt 1576 2330 - -  Current Port. of LT Debt/Capital Leases 1087 2011 3281 2270  Other Current liabilities, Total 748 3011 5067 6737","Accounts Payable 1081 1524 6562 7097  Payable/Accrued - - - -  Accrued Expenses 332 987 - -  Notes Payable/Short Term Debt 1576 2330 - -  Current Port. of LT Debt/Capital Leases 1087 2011 3281 2270  Other Current liabilities, Total 748 3011 5067 6737","Accounts Payable 1081 1524 6562 7097  Payable/Accrued - - - -  Accrued Expenses 332 987 - -  Notes Payable/Short Term Debt 1576 2330 - -  Current Port. of LT Debt/Capital Leases 1087 2011 3281 2270  Other Current liabilities, Total 748 3011 5067 6737"
Accounts Payable,1081,1524,6562,7097
Payable/Accrued,-,-,-,-
Accrued Expenses,332,987,-,-
Notes Payable/Short Term Debt,1576,2330,-,-
Current Port. of LT Debt/Capital Leases,1087,2011,3281,2270
"Other Current liabilities, Total",748,3011,5067,6737
Total Liabilities,7609,13991,22863,22248
"Total Long Term Debt 1419 2352 4976 2931  Long Term Debt 1409 2346 4976 2931  Capital Lease Obligations 10 6 - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1366 1776 2977 3213","Total Long Term Debt 1419 2352 4976 2931  Long Term Debt 1409 2346 4976 2931  Capital Lease Obligations 10 6 - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1366 1776 2977 3213","Total Long Term Debt 1419 2352 4976 2931  Long Term Debt 1409 2346 4976 2931  Capital Lease Obligations 10 6 - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1366 1776 2977 3213","Total Long Term Debt 1419 2352 4976 2931  Long Term Debt 1409 2346 4976 2931  Capital Lease Obligations 10 6 - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1366 1776 2977 3213","Total Long Term Debt 1419 2352 4976 2931  Long Term Debt 1409 2346 4976 2931  Capital Lease Obligations 10 6 - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1366 1776 2977 3213"
Total Long Term Debt,1419,2352,4976,2931
Long Term Debt,1409,2346,4976,2931
Capital Lease Obligations,10,6,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",1366,1776,2977,3213
Total Equity,3287,455,596,3745
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4777 3538 1644 1532  Additional Paid-In Capital 4057 2818 924 813  Retained Earnings (Accumulated Deficit) -5536 -5881 -1989 1413  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) -3 -2 - -1  Other Equity, Total -8 -18 17 -12","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4777 3538 1644 1532  Additional Paid-In Capital 4057 2818 924 813  Retained Earnings (Accumulated Deficit) -5536 -5881 -1989 1413  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) -3 -2 - -1  Other Equity, Total -8 -18 17 -12","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4777 3538 1644 1532  Additional Paid-In Capital 4057 2818 924 813  Retained Earnings (Accumulated Deficit) -5536 -5881 -1989 1413  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) -3 -2 - -1  Other Equity, Total -8 -18 17 -12","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4777 3538 1644 1532  Additional Paid-In Capital 4057 2818 924 813  Retained Earnings (Accumulated Deficit) -5536 -5881 -1989 1413  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) -3 -2 - -1  Other Equity, Total -8 -18 17 -12","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4777 3538 1644 1532  Additional Paid-In Capital 4057 2818 924 813  Retained Earnings (Accumulated Deficit) -5536 -5881 -1989 1413  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) -3 -2 - -1  Other Equity, Total -8 -18 17 -12"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",4777,3538,1644,1532
Additional Paid-In Capital,4057,2818,924,813
Retained Earnings (Accumulated Deficit),-5536,-5881,-1989,1413
Treasury Stock - Common,-,-,-,-
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-3,-2,-,-1
"Other Equity, Total",-8,-18,17,-12
Total Liabilities & Shareholders' Equity,10896,14446,23459,25993
Total Common Shares Outstanding,39.41,30.07,21.09,20.82
Total Preferred Shares Outstanding,-,-,-,-
