Period Ending:,202228/02,202128/02,202029/02,201928/02
Total Current Assets,5108.69,9943.71,8316.2,5886.19
"Cash and Short Term Investments 877.09 5195.6 3482.15 1148.95  Cash - - - -  Cash & Equivalents 877.09 5195.6 3482.15 1148.95  Short Term Investments - - - -  Total Receivables, Net 861.99 911.9 964.79 649.91  Accounts Receivables - Trade, Net 650.36 619.54 695.09 445.08  Total Inventory 3026.84 3500.71 3506.93 3722.64  Prepaid Expenses 227.05 202 229.5 212.12  Other Current Assets, Total 115.72 133.51 132.82 152.56","Cash and Short Term Investments 877.09 5195.6 3482.15 1148.95  Cash - - - -  Cash & Equivalents 877.09 5195.6 3482.15 1148.95  Short Term Investments - - - -  Total Receivables, Net 861.99 911.9 964.79 649.91  Accounts Receivables - Trade, Net 650.36 619.54 695.09 445.08  Total Inventory 3026.84 3500.71 3506.93 3722.64  Prepaid Expenses 227.05 202 229.5 212.12  Other Current Assets, Total 115.72 133.51 132.82 152.56","Cash and Short Term Investments 877.09 5195.6 3482.15 1148.95  Cash - - - -  Cash & Equivalents 877.09 5195.6 3482.15 1148.95  Short Term Investments - - - -  Total Receivables, Net 861.99 911.9 964.79 649.91  Accounts Receivables - Trade, Net 650.36 619.54 695.09 445.08  Total Inventory 3026.84 3500.71 3506.93 3722.64  Prepaid Expenses 227.05 202 229.5 212.12  Other Current Assets, Total 115.72 133.51 132.82 152.56","Cash and Short Term Investments 877.09 5195.6 3482.15 1148.95  Cash - - - -  Cash & Equivalents 877.09 5195.6 3482.15 1148.95  Short Term Investments - - - -  Total Receivables, Net 861.99 911.9 964.79 649.91  Accounts Receivables - Trade, Net 650.36 619.54 695.09 445.08  Total Inventory 3026.84 3500.71 3506.93 3722.64  Prepaid Expenses 227.05 202 229.5 212.12  Other Current Assets, Total 115.72 133.51 132.82 152.56","Cash and Short Term Investments 877.09 5195.6 3482.15 1148.95  Cash - - - -  Cash & Equivalents 877.09 5195.6 3482.15 1148.95  Short Term Investments - - - -  Total Receivables, Net 861.99 911.9 964.79 649.91  Accounts Receivables - Trade, Net 650.36 619.54 695.09 445.08  Total Inventory 3026.84 3500.71 3506.93 3722.64  Prepaid Expenses 227.05 202 229.5 212.12  Other Current Assets, Total 115.72 133.51 132.82 152.56"
Cash and Short Term Investments,877.09,5195.6,3482.15,1148.95
Cash,-,-,-,-
Cash & Equivalents,877.09,5195.6,3482.15,1148.95
Short Term Investments,-,-,-,-
"Total Receivables, Net",861.99,911.9,964.79,649.91
"Accounts Receivables - Trade, Net",650.36,619.54,695.09,445.08
Total Inventory,3026.84,3500.71,3506.93,3722.64
Prepaid Expenses,227.05,202,229.5,212.12
"Other Current Assets, Total",115.72,133.51,132.82,152.56
