Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,6347.43,5137.24,4335.19,4774.71
"Cash and Short Term Investments 1973.59 1962.97 1476.41 3072.31  Cash - - - -  Cash & Equivalents 1973.59 1962.97 1476.41 3072.31  Short Term Investments - - - -  Total Receivables, Net 2518.42 1141.77 1527.41 504.93  Accounts Receivables - Trade, Net 2518.42 1141.77 1527.41 504.93  Total Inventory 1771.94 1742.86 1285.66 1097.15  Prepaid Expenses 33.46 39.26 29.02 23.77  Other Current Assets, Total 50.02 250.37 16.69 76.55","Cash and Short Term Investments 1973.59 1962.97 1476.41 3072.31  Cash - - - -  Cash & Equivalents 1973.59 1962.97 1476.41 3072.31  Short Term Investments - - - -  Total Receivables, Net 2518.42 1141.77 1527.41 504.93  Accounts Receivables - Trade, Net 2518.42 1141.77 1527.41 504.93  Total Inventory 1771.94 1742.86 1285.66 1097.15  Prepaid Expenses 33.46 39.26 29.02 23.77  Other Current Assets, Total 50.02 250.37 16.69 76.55","Cash and Short Term Investments 1973.59 1962.97 1476.41 3072.31  Cash - - - -  Cash & Equivalents 1973.59 1962.97 1476.41 3072.31  Short Term Investments - - - -  Total Receivables, Net 2518.42 1141.77 1527.41 504.93  Accounts Receivables - Trade, Net 2518.42 1141.77 1527.41 504.93  Total Inventory 1771.94 1742.86 1285.66 1097.15  Prepaid Expenses 33.46 39.26 29.02 23.77  Other Current Assets, Total 50.02 250.37 16.69 76.55","Cash and Short Term Investments 1973.59 1962.97 1476.41 3072.31  Cash - - - -  Cash & Equivalents 1973.59 1962.97 1476.41 3072.31  Short Term Investments - - - -  Total Receivables, Net 2518.42 1141.77 1527.41 504.93  Accounts Receivables - Trade, Net 2518.42 1141.77 1527.41 504.93  Total Inventory 1771.94 1742.86 1285.66 1097.15  Prepaid Expenses 33.46 39.26 29.02 23.77  Other Current Assets, Total 50.02 250.37 16.69 76.55","Cash and Short Term Investments 1973.59 1962.97 1476.41 3072.31  Cash - - - -  Cash & Equivalents 1973.59 1962.97 1476.41 3072.31  Short Term Investments - - - -  Total Receivables, Net 2518.42 1141.77 1527.41 504.93  Accounts Receivables - Trade, Net 2518.42 1141.77 1527.41 504.93  Total Inventory 1771.94 1742.86 1285.66 1097.15  Prepaid Expenses 33.46 39.26 29.02 23.77  Other Current Assets, Total 50.02 250.37 16.69 76.55"
Cash and Short Term Investments,1973.59,1962.97,1476.41,3072.31
Cash,-,-,-,-
Cash & Equivalents,1973.59,1962.97,1476.41,3072.31
Short Term Investments,-,-,-,-
"Total Receivables, Net",2518.42,1141.77,1527.41,504.93
"Accounts Receivables - Trade, Net",2518.42,1141.77,1527.41,504.93
Total Inventory,1771.94,1742.86,1285.66,1097.15
Prepaid Expenses,33.46,39.26,29.02,23.77
"Other Current Assets, Total",50.02,250.37,16.69,76.55
Total Assets,13951.59,12780.95,12770.68,12002.39
"Property/Plant/Equipment, Total - Net 6908.74 6961.24 7695.85 6627.72  Property/Plant/Equipment, Total - Gross - 16187.97 15298.8 16358.3  Accumulated Depreciation, Total - -11157.57 -10387 -9730.58  Goodwill, Net - - - -  Intangibles, Net 45.67 60.69 83.54 78.53  Long Term Investments 254.26 280.89 336.8 294.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 395.48 340.89 319.29 226.96  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 6908.74 6961.24 7695.85 6627.72  Property/Plant/Equipment, Total - Gross - 16187.97 15298.8 16358.3  Accumulated Depreciation, Total - -11157.57 -10387 -9730.58  Goodwill, Net - - - -  Intangibles, Net 45.67 60.69 83.54 78.53  Long Term Investments 254.26 280.89 336.8 294.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 395.48 340.89 319.29 226.96  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 6908.74 6961.24 7695.85 6627.72  Property/Plant/Equipment, Total - Gross - 16187.97 15298.8 16358.3  Accumulated Depreciation, Total - -11157.57 -10387 -9730.58  Goodwill, Net - - - -  Intangibles, Net 45.67 60.69 83.54 78.53  Long Term Investments 254.26 280.89 336.8 294.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 395.48 340.89 319.29 226.96  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 6908.74 6961.24 7695.85 6627.72  Property/Plant/Equipment, Total - Gross - 16187.97 15298.8 16358.3  Accumulated Depreciation, Total - -11157.57 -10387 -9730.58  Goodwill, Net - - - -  Intangibles, Net 45.67 60.69 83.54 78.53  Long Term Investments 254.26 280.89 336.8 294.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 395.48 340.89 319.29 226.96  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 6908.74 6961.24 7695.85 6627.72  Property/Plant/Equipment, Total - Gross - 16187.97 15298.8 16358.3  Accumulated Depreciation, Total - -11157.57 -10387 -9730.58  Goodwill, Net - - - -  Intangibles, Net 45.67 60.69 83.54 78.53  Long Term Investments 254.26 280.89 336.8 294.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 395.48 340.89 319.29 226.96  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",6908.74,6961.24,7695.85,6627.72
"Property/Plant/Equipment, Total - Gross",-,16187.97,15298.8,16358.3
"Accumulated Depreciation, Total",-,-11157.57,-10387,-9730.58
"Goodwill, Net",-,-,-,-
"Intangibles, Net",45.67,60.69,83.54,78.53
Long Term Investments,254.26,280.89,336.8,294.48
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",395.48,340.89,319.29,226.96
"Other Assets, Total",-,-,-,-
Total Current Liabilities,2046.81,1286.9,1715.78,2332.7
"Accounts Payable 277.7 255.85 232.73 256.6  Payable/Accrued - - - -  Accrued Expenses 534.68 360.02 373.37 339.88  Notes Payable/Short Term Debt 200 - - -  Current Port. of LT Debt/Capital Leases 439.98 359.99 459.99 778  Other Current liabilities, Total 594.45 311.04 649.7 958.21","Accounts Payable 277.7 255.85 232.73 256.6  Payable/Accrued - - - -  Accrued Expenses 534.68 360.02 373.37 339.88  Notes Payable/Short Term Debt 200 - - -  Current Port. of LT Debt/Capital Leases 439.98 359.99 459.99 778  Other Current liabilities, Total 594.45 311.04 649.7 958.21","Accounts Payable 277.7 255.85 232.73 256.6  Payable/Accrued - - - -  Accrued Expenses 534.68 360.02 373.37 339.88  Notes Payable/Short Term Debt 200 - - -  Current Port. of LT Debt/Capital Leases 439.98 359.99 459.99 778  Other Current liabilities, Total 594.45 311.04 649.7 958.21","Accounts Payable 277.7 255.85 232.73 256.6  Payable/Accrued - - - -  Accrued Expenses 534.68 360.02 373.37 339.88  Notes Payable/Short Term Debt 200 - - -  Current Port. of LT Debt/Capital Leases 439.98 359.99 459.99 778  Other Current liabilities, Total 594.45 311.04 649.7 958.21","Accounts Payable 277.7 255.85 232.73 256.6  Payable/Accrued - - - -  Accrued Expenses 534.68 360.02 373.37 339.88  Notes Payable/Short Term Debt 200 - - -  Current Port. of LT Debt/Capital Leases 439.98 359.99 459.99 778  Other Current liabilities, Total 594.45 311.04 649.7 958.21"
Accounts Payable,277.7,255.85,232.73,256.6
Payable/Accrued,-,-,-,-
Accrued Expenses,534.68,360.02,373.37,339.88
Notes Payable/Short Term Debt,200,-,-,-
Current Port. of LT Debt/Capital Leases,439.98,359.99,459.99,778
"Other Current liabilities, Total",594.45,311.04,649.7,958.21
Total Liabilities,3376.58,2660.18,2943.57,2547.4
"Total Long Term Debt 1036.71 1083.36 968.34 200  Long Term Debt 1036.71 1083.36 968.34 200  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 293.06 289.92 259.45 14.7","Total Long Term Debt 1036.71 1083.36 968.34 200  Long Term Debt 1036.71 1083.36 968.34 200  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 293.06 289.92 259.45 14.7","Total Long Term Debt 1036.71 1083.36 968.34 200  Long Term Debt 1036.71 1083.36 968.34 200  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 293.06 289.92 259.45 14.7","Total Long Term Debt 1036.71 1083.36 968.34 200  Long Term Debt 1036.71 1083.36 968.34 200  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 293.06 289.92 259.45 14.7","Total Long Term Debt 1036.71 1083.36 968.34 200  Long Term Debt 1036.71 1083.36 968.34 200  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 293.06 289.92 259.45 14.7"
Total Long Term Debt,1036.71,1083.36,968.34,200
Long Term Debt,1036.71,1083.36,968.34,200
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",293.06,289.92,259.45,14.7
Total Equity,10575,10120.77,9827.11,9454.99
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1995.11 1982.63 1969.39 1951.62  Additional Paid-In Capital 1895.11 1882.63 1869.39 1851.62  Retained Earnings (Accumulated Deficit) 6568.43 6118.97 5912.91 5587.44  Treasury Stock - Common -0.05 -0.05 -0.05 -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 116.41 136.59 75.45 64.31  Other Equity, Total - - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1995.11 1982.63 1969.39 1951.62  Additional Paid-In Capital 1895.11 1882.63 1869.39 1851.62  Retained Earnings (Accumulated Deficit) 6568.43 6118.97 5912.91 5587.44  Treasury Stock - Common -0.05 -0.05 -0.05 -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 116.41 136.59 75.45 64.31  Other Equity, Total - - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1995.11 1982.63 1969.39 1951.62  Additional Paid-In Capital 1895.11 1882.63 1869.39 1851.62  Retained Earnings (Accumulated Deficit) 6568.43 6118.97 5912.91 5587.44  Treasury Stock - Common -0.05 -0.05 -0.05 -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 116.41 136.59 75.45 64.31  Other Equity, Total - - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1995.11 1982.63 1969.39 1951.62  Additional Paid-In Capital 1895.11 1882.63 1869.39 1851.62  Retained Earnings (Accumulated Deficit) 6568.43 6118.97 5912.91 5587.44  Treasury Stock - Common -0.05 -0.05 -0.05 -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 116.41 136.59 75.45 64.31  Other Equity, Total - - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1995.11 1982.63 1969.39 1951.62  Additional Paid-In Capital 1895.11 1882.63 1869.39 1851.62  Retained Earnings (Accumulated Deficit) 6568.43 6118.97 5912.91 5587.44  Treasury Stock - Common -0.05 -0.05 -0.05 -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 116.41 136.59 75.45 64.31  Other Equity, Total - - - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1995.11,1982.63,1969.39,1951.62
Additional Paid-In Capital,1895.11,1882.63,1869.39,1851.62
Retained Earnings (Accumulated Deficit),6568.43,6118.97,5912.91,5587.44
Treasury Stock - Common,-0.05,-0.05,-0.05,-
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),116.41,136.59,75.45,64.31
"Other Equity, Total",-,-,-,-
Total Liabilities & Shareholders' Equity,13951.59,12780.95,12770.68,12002.39
Total Common Shares Outstanding,7.78,7.76,7.74,7.72
Total Preferred Shares Outstanding,-,-,-,-
