Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,2067,2877.74,3339.98,2017.3
"Cash and Short Term Investments 1405 2257.94 2794.16 1272.61  Cash - - - -  Cash & Equivalents 1405 2257.94 2794.16 1272.61  Short Term Investments - - - -  Total Receivables, Net 501 470.04 384.32 576.38  Accounts Receivables - Trade, Net 501 470.04 384.32 576.38  Total Inventory 87 40.01 36.17 58.63  Prepaid Expenses 51 - - -  Other Current Assets, Total 23 109.75 125.33 109.68","Cash and Short Term Investments 1405 2257.94 2794.16 1272.61  Cash - - - -  Cash & Equivalents 1405 2257.94 2794.16 1272.61  Short Term Investments - - - -  Total Receivables, Net 501 470.04 384.32 576.38  Accounts Receivables - Trade, Net 501 470.04 384.32 576.38  Total Inventory 87 40.01 36.17 58.63  Prepaid Expenses 51 - - -  Other Current Assets, Total 23 109.75 125.33 109.68","Cash and Short Term Investments 1405 2257.94 2794.16 1272.61  Cash - - - -  Cash & Equivalents 1405 2257.94 2794.16 1272.61  Short Term Investments - - - -  Total Receivables, Net 501 470.04 384.32 576.38  Accounts Receivables - Trade, Net 501 470.04 384.32 576.38  Total Inventory 87 40.01 36.17 58.63  Prepaid Expenses 51 - - -  Other Current Assets, Total 23 109.75 125.33 109.68","Cash and Short Term Investments 1405 2257.94 2794.16 1272.61  Cash - - - -  Cash & Equivalents 1405 2257.94 2794.16 1272.61  Short Term Investments - - - -  Total Receivables, Net 501 470.04 384.32 576.38  Accounts Receivables - Trade, Net 501 470.04 384.32 576.38  Total Inventory 87 40.01 36.17 58.63  Prepaid Expenses 51 - - -  Other Current Assets, Total 23 109.75 125.33 109.68","Cash and Short Term Investments 1405 2257.94 2794.16 1272.61  Cash - - - -  Cash & Equivalents 1405 2257.94 2794.16 1272.61  Short Term Investments - - - -  Total Receivables, Net 501 470.04 384.32 576.38  Accounts Receivables - Trade, Net 501 470.04 384.32 576.38  Total Inventory 87 40.01 36.17 58.63  Prepaid Expenses 51 - - -  Other Current Assets, Total 23 109.75 125.33 109.68"
Cash and Short Term Investments,1405,2257.94,2794.16,1272.61
Cash,-,-,-,-
Cash & Equivalents,1405,2257.94,2794.16,1272.61
Short Term Investments,-,-,-,-
"Total Receivables, Net",501,470.04,384.32,576.38
"Accounts Receivables - Trade, Net",501,470.04,384.32,576.38
Total Inventory,87,40.01,36.17,58.63
Prepaid Expenses,51,-,-,-
"Other Current Assets, Total",23,109.75,125.33,109.68
Total Assets,2342,3128.18,3922.15,2641.12
