Period Ending:,202331/01,202231/07,202231/01,202131/07
Total Current Assets,25348,24390,25401.4,25159.12
"Cash and Short Term Investments 14716 13775 15034.06 14730.4  Cash - - - -  Cash & Equivalents 14716 13775 15034.06 14730.4  Short Term Investments - - - -  Total Receivables, Net 146 135 123.65 156.42  Accounts Receivables - Trade, Net 146 135 123.65 156.42  Total Inventory - - - -  Prepaid Expenses - - - 359.02  Other Current Assets, Total 10486 10480 10243.68 9913.29","Cash and Short Term Investments 14716 13775 15034.06 14730.4  Cash - - - -  Cash & Equivalents 14716 13775 15034.06 14730.4  Short Term Investments - - - -  Total Receivables, Net 146 135 123.65 156.42  Accounts Receivables - Trade, Net 146 135 123.65 156.42  Total Inventory - - - -  Prepaid Expenses - - - 359.02  Other Current Assets, Total 10486 10480 10243.68 9913.29","Cash and Short Term Investments 14716 13775 15034.06 14730.4  Cash - - - -  Cash & Equivalents 14716 13775 15034.06 14730.4  Short Term Investments - - - -  Total Receivables, Net 146 135 123.65 156.42  Accounts Receivables - Trade, Net 146 135 123.65 156.42  Total Inventory - - - -  Prepaid Expenses - - - 359.02  Other Current Assets, Total 10486 10480 10243.68 9913.29","Cash and Short Term Investments 14716 13775 15034.06 14730.4  Cash - - - -  Cash & Equivalents 14716 13775 15034.06 14730.4  Short Term Investments - - - -  Total Receivables, Net 146 135 123.65 156.42  Accounts Receivables - Trade, Net 146 135 123.65 156.42  Total Inventory - - - -  Prepaid Expenses - - - 359.02  Other Current Assets, Total 10486 10480 10243.68 9913.29","Cash and Short Term Investments 14716 13775 15034.06 14730.4  Cash - - - -  Cash & Equivalents 14716 13775 15034.06 14730.4  Short Term Investments - - - -  Total Receivables, Net 146 135 123.65 156.42  Accounts Receivables - Trade, Net 146 135 123.65 156.42  Total Inventory - - - -  Prepaid Expenses - - - 359.02  Other Current Assets, Total 10486 10480 10243.68 9913.29"
Cash and Short Term Investments,14716,13775,15034.06,14730.4
Cash,-,-,-,-
Cash & Equivalents,14716,13775,15034.06,14730.4
Short Term Investments,-,-,-,-
"Total Receivables, Net",146,135,123.65,156.42
"Accounts Receivables - Trade, Net",146,135,123.65,156.42
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,-,359.02
"Other Current Assets, Total",10486,10480,10243.68,9913.29
Total Assets,469629,464898,459988.21,457829.38
