Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,63430,53280,43578,38215
"Cash and Short Term Investments 29646 22916 19334 16126  Cash - - - -  Cash & Equivalents 28638 22916 19334 16126  Short Term Investments 1008 - - -  Total Receivables, Net 18460 18230 15499 13871  Accounts Receivables - Trade, Net 18376 18220 15492 13551  Total Inventory 13905 10813 7829 7307  Prepaid Expenses 287 267 190 195  Other Current Assets, Total 1132 1054 726 716","Cash and Short Term Investments 29646 22916 19334 16126  Cash - - - -  Cash & Equivalents 28638 22916 19334 16126  Short Term Investments 1008 - - -  Total Receivables, Net 18460 18230 15499 13871  Accounts Receivables - Trade, Net 18376 18220 15492 13551  Total Inventory 13905 10813 7829 7307  Prepaid Expenses 287 267 190 195  Other Current Assets, Total 1132 1054 726 716","Cash and Short Term Investments 29646 22916 19334 16126  Cash - - - -  Cash & Equivalents 28638 22916 19334 16126  Short Term Investments 1008 - - -  Total Receivables, Net 18460 18230 15499 13871  Accounts Receivables - Trade, Net 18376 18220 15492 13551  Total Inventory 13905 10813 7829 7307  Prepaid Expenses 287 267 190 195  Other Current Assets, Total 1132 1054 726 716","Cash and Short Term Investments 29646 22916 19334 16126  Cash - - - -  Cash & Equivalents 28638 22916 19334 16126  Short Term Investments 1008 - - -  Total Receivables, Net 18460 18230 15499 13871  Accounts Receivables - Trade, Net 18376 18220 15492 13551  Total Inventory 13905 10813 7829 7307  Prepaid Expenses 287 267 190 195  Other Current Assets, Total 1132 1054 726 716","Cash and Short Term Investments 29646 22916 19334 16126  Cash - - - -  Cash & Equivalents 28638 22916 19334 16126  Short Term Investments 1008 - - -  Total Receivables, Net 18460 18230 15499 13871  Accounts Receivables - Trade, Net 18376 18220 15492 13551  Total Inventory 13905 10813 7829 7307  Prepaid Expenses 287 267 190 195  Other Current Assets, Total 1132 1054 726 716"
Cash and Short Term Investments,29646,22916,19334,16126
Cash,-,-,-,-
Cash & Equivalents,28638,22916,19334,16126
Short Term Investments,1008,-,-,-
"Total Receivables, Net",18460,18230,15499,13871
"Accounts Receivables - Trade, Net",18376,18220,15492,13551
Total Inventory,13905,10813,7829,7307
Prepaid Expenses,287,267,190,195
"Other Current Assets, Total",1132,1054,726,716
Total Assets,112768,94989,81340,75858
"Property/Plant/Equipment, Total - Net 40100 32124 28243 29570  Property/Plant/Equipment, Total - Gross - 86530 79479 77816  Accumulated Depreciation, Total - -54405 -51236 -48247  Goodwill, Net - - - -  Intangibles, Net 737 763 745 612  Long Term Investments 7267 7803 5263 4174  Note Receivable - Long Term 84 10 - -  Other Long Term Assets, Total 2 2 3511 3287  Other Assets, Total -1183 -5346 - -","Property/Plant/Equipment, Total - Net 40100 32124 28243 29570  Property/Plant/Equipment, Total - Gross - 86530 79479 77816  Accumulated Depreciation, Total - -54405 -51236 -48247  Goodwill, Net - - - -  Intangibles, Net 737 763 745 612  Long Term Investments 7267 7803 5263 4174  Note Receivable - Long Term 84 10 - -  Other Long Term Assets, Total 2 2 3511 3287  Other Assets, Total -1183 -5346 - -","Property/Plant/Equipment, Total - Net 40100 32124 28243 29570  Property/Plant/Equipment, Total - Gross - 86530 79479 77816  Accumulated Depreciation, Total - -54405 -51236 -48247  Goodwill, Net - - - -  Intangibles, Net 737 763 745 612  Long Term Investments 7267 7803 5263 4174  Note Receivable - Long Term 84 10 - -  Other Long Term Assets, Total 2 2 3511 3287  Other Assets, Total -1183 -5346 - -","Property/Plant/Equipment, Total - Net 40100 32124 28243 29570  Property/Plant/Equipment, Total - Gross - 86530 79479 77816  Accumulated Depreciation, Total - -54405 -51236 -48247  Goodwill, Net - - - -  Intangibles, Net 737 763 745 612  Long Term Investments 7267 7803 5263 4174  Note Receivable - Long Term 84 10 - -  Other Long Term Assets, Total 2 2 3511 3287  Other Assets, Total -1183 -5346 - -","Property/Plant/Equipment, Total - Net 40100 32124 28243 29570  Property/Plant/Equipment, Total - Gross - 86530 79479 77816  Accumulated Depreciation, Total - -54405 -51236 -48247  Goodwill, Net - - - -  Intangibles, Net 737 763 745 612  Long Term Investments 7267 7803 5263 4174  Note Receivable - Long Term 84 10 - -  Other Long Term Assets, Total 2 2 3511 3287  Other Assets, Total -1183 -5346 - -"
"Property/Plant/Equipment, Total - Net",40100,32124,28243,29570
"Property/Plant/Equipment, Total - Gross",-,86530,79479,77816
"Accumulated Depreciation, Total",-,-54405,-51236,-48247
"Goodwill, Net",-,-,-,-
"Intangibles, Net",737,763,745,612
Long Term Investments,7267,7803,5263,4174
Note Receivable - Long Term,84,10,-,-
"Other Long Term Assets, Total",2,2,3511,3287
"Other Assets, Total",-1183,-5346,-,-
Total Current Liabilities,17480,20454,12421,10623
