Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Current Assets,2389,2356.15,2161.6,1970.76
"Cash and Short Term Investments 2058 2046.55 1794.86 1628.92  Cash - - - -  Cash & Equivalents 2058 2046.55 1794.86 1628.92  Short Term Investments - - - -  Total Receivables, Net 202 166.56 197.13 147.88  Accounts Receivables - Trade, Net 202 166.56 197.13 147.88  Total Inventory 78 103.12 134.21 147.17  Prepaid Expenses 42 36.63 32.12 28.85  Other Current Assets, Total 9 3.29 3.28 17.94","Cash and Short Term Investments 2058 2046.55 1794.86 1628.92  Cash - - - -  Cash & Equivalents 2058 2046.55 1794.86 1628.92  Short Term Investments - - - -  Total Receivables, Net 202 166.56 197.13 147.88  Accounts Receivables - Trade, Net 202 166.56 197.13 147.88  Total Inventory 78 103.12 134.21 147.17  Prepaid Expenses 42 36.63 32.12 28.85  Other Current Assets, Total 9 3.29 3.28 17.94","Cash and Short Term Investments 2058 2046.55 1794.86 1628.92  Cash - - - -  Cash & Equivalents 2058 2046.55 1794.86 1628.92  Short Term Investments - - - -  Total Receivables, Net 202 166.56 197.13 147.88  Accounts Receivables - Trade, Net 202 166.56 197.13 147.88  Total Inventory 78 103.12 134.21 147.17  Prepaid Expenses 42 36.63 32.12 28.85  Other Current Assets, Total 9 3.29 3.28 17.94","Cash and Short Term Investments 2058 2046.55 1794.86 1628.92  Cash - - - -  Cash & Equivalents 2058 2046.55 1794.86 1628.92  Short Term Investments - - - -  Total Receivables, Net 202 166.56 197.13 147.88  Accounts Receivables - Trade, Net 202 166.56 197.13 147.88  Total Inventory 78 103.12 134.21 147.17  Prepaid Expenses 42 36.63 32.12 28.85  Other Current Assets, Total 9 3.29 3.28 17.94","Cash and Short Term Investments 2058 2046.55 1794.86 1628.92  Cash - - - -  Cash & Equivalents 2058 2046.55 1794.86 1628.92  Short Term Investments - - - -  Total Receivables, Net 202 166.56 197.13 147.88  Accounts Receivables - Trade, Net 202 166.56 197.13 147.88  Total Inventory 78 103.12 134.21 147.17  Prepaid Expenses 42 36.63 32.12 28.85  Other Current Assets, Total 9 3.29 3.28 17.94"
Cash and Short Term Investments,2058,2046.55,1794.86,1628.92
Cash,-,-,-,-
Cash & Equivalents,2058,2046.55,1794.86,1628.92
Short Term Investments,-,-,-,-
"Total Receivables, Net",202,166.56,197.13,147.88
"Accounts Receivables - Trade, Net",202,166.56,197.13,147.88
Total Inventory,78,103.12,134.21,147.17
Prepaid Expenses,42,36.63,32.12,28.85
"Other Current Assets, Total",9,3.29,3.28,17.94
Total Assets,2855,2651.28,2439.16,2233.02
"Property/Plant/Equipment, Total - Net 41 26.92 29.8 23.54  Property/Plant/Equipment, Total - Gross - 81.33 95.91 82.03  Accumulated Depreciation, Total - -54.41 -66.11 -58.49  Goodwill, Net 96 - - -  Intangibles, Net 27 8.32 10.28 13.97  Long Term Investments 200 5.55 5.55 12.08  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 254.33 231.94 212.66  Other Assets, Total -15 - - -","Property/Plant/Equipment, Total - Net 41 26.92 29.8 23.54  Property/Plant/Equipment, Total - Gross - 81.33 95.91 82.03  Accumulated Depreciation, Total - -54.41 -66.11 -58.49  Goodwill, Net 96 - - -  Intangibles, Net 27 8.32 10.28 13.97  Long Term Investments 200 5.55 5.55 12.08  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 254.33 231.94 212.66  Other Assets, Total -15 - - -","Property/Plant/Equipment, Total - Net 41 26.92 29.8 23.54  Property/Plant/Equipment, Total - Gross - 81.33 95.91 82.03  Accumulated Depreciation, Total - -54.41 -66.11 -58.49  Goodwill, Net 96 - - -  Intangibles, Net 27 8.32 10.28 13.97  Long Term Investments 200 5.55 5.55 12.08  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 254.33 231.94 212.66  Other Assets, Total -15 - - -","Property/Plant/Equipment, Total - Net 41 26.92 29.8 23.54  Property/Plant/Equipment, Total - Gross - 81.33 95.91 82.03  Accumulated Depreciation, Total - -54.41 -66.11 -58.49  Goodwill, Net 96 - - -  Intangibles, Net 27 8.32 10.28 13.97  Long Term Investments 200 5.55 5.55 12.08  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 254.33 231.94 212.66  Other Assets, Total -15 - - -","Property/Plant/Equipment, Total - Net 41 26.92 29.8 23.54  Property/Plant/Equipment, Total - Gross - 81.33 95.91 82.03  Accumulated Depreciation, Total - -54.41 -66.11 -58.49  Goodwill, Net 96 - - -  Intangibles, Net 27 8.32 10.28 13.97  Long Term Investments 200 5.55 5.55 12.08  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 254.33 231.94 212.66  Other Assets, Total -15 - - -"
"Property/Plant/Equipment, Total - Net",41,26.92,29.8,23.54
"Property/Plant/Equipment, Total - Gross",-,81.33,95.91,82.03
"Accumulated Depreciation, Total",-,-54.41,-66.11,-58.49
"Goodwill, Net",96,-,-,-
"Intangibles, Net",27,8.32,10.28,13.97
Long Term Investments,200,5.55,5.55,12.08
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,254.33,231.94,212.66
"Other Assets, Total",-15,-,-,-
Total Current Liabilities,315,290.99,325.62,343.02
