Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3385,3692.71,3517.17,3000.8
"Cash and Short Term Investments 658 1173.62 1628.56 948.65  Cash - - - -  Cash & Equivalents - 1173.62 1628.56 948.65  Short Term Investments - - - -  Total Receivables, Net 446 634.08 458.65 367.46  Accounts Receivables - Trade, Net 446 634.08 458.65 367.46  Total Inventory 2125 1714.09 1370.46 1624.21  Prepaid Expenses 145 130.61 45.33 52.2  Other Current Assets, Total 11 40.31 14.17 8.27","Cash and Short Term Investments 658 1173.62 1628.56 948.65  Cash - - - -  Cash & Equivalents - 1173.62 1628.56 948.65  Short Term Investments - - - -  Total Receivables, Net 446 634.08 458.65 367.46  Accounts Receivables - Trade, Net 446 634.08 458.65 367.46  Total Inventory 2125 1714.09 1370.46 1624.21  Prepaid Expenses 145 130.61 45.33 52.2  Other Current Assets, Total 11 40.31 14.17 8.27","Cash and Short Term Investments 658 1173.62 1628.56 948.65  Cash - - - -  Cash & Equivalents - 1173.62 1628.56 948.65  Short Term Investments - - - -  Total Receivables, Net 446 634.08 458.65 367.46  Accounts Receivables - Trade, Net 446 634.08 458.65 367.46  Total Inventory 2125 1714.09 1370.46 1624.21  Prepaid Expenses 145 130.61 45.33 52.2  Other Current Assets, Total 11 40.31 14.17 8.27","Cash and Short Term Investments 658 1173.62 1628.56 948.65  Cash - - - -  Cash & Equivalents - 1173.62 1628.56 948.65  Short Term Investments - - - -  Total Receivables, Net 446 634.08 458.65 367.46  Accounts Receivables - Trade, Net 446 634.08 458.65 367.46  Total Inventory 2125 1714.09 1370.46 1624.21  Prepaid Expenses 145 130.61 45.33 52.2  Other Current Assets, Total 11 40.31 14.17 8.27","Cash and Short Term Investments 658 1173.62 1628.56 948.65  Cash - - - -  Cash & Equivalents - 1173.62 1628.56 948.65  Short Term Investments - - - -  Total Receivables, Net 446 634.08 458.65 367.46  Accounts Receivables - Trade, Net 446 634.08 458.65 367.46  Total Inventory 2125 1714.09 1370.46 1624.21  Prepaid Expenses 145 130.61 45.33 52.2  Other Current Assets, Total 11 40.31 14.17 8.27"
Cash and Short Term Investments,658,1173.62,1628.56,948.65
Cash,-,-,-,-
Cash & Equivalents,-,1173.62,1628.56,948.65
Short Term Investments,-,-,-,-
"Total Receivables, Net",446,634.08,458.65,367.46
"Accounts Receivables - Trade, Net",446,634.08,458.65,367.46
Total Inventory,2125,1714.09,1370.46,1624.21
Prepaid Expenses,145,130.61,45.33,52.2
"Other Current Assets, Total",11,40.31,14.17,8.27
Total Assets,5152,5373.8,5115.41,4636.13
"Property/Plant/Equipment, Total - Net 1179 1059.3 1055.97 1060.39  Property/Plant/Equipment, Total - Gross - 2184.29 2176.18 2133.16  Accumulated Depreciation, Total - -1124.99 -1120.21 -1072.77  Goodwill, Net - - - -  Intangibles, Net 18 17.02 1.47 12.14  Long Term Investments 396 55.77 6.29 6.32  Note Receivable - Long Term - 109.91 114.74 124.9  Other Long Term Assets, Total 3 439.11 419.76 431.59  Other Assets, Total 1861 - - -","Property/Plant/Equipment, Total - Net 1179 1059.3 1055.97 1060.39  Property/Plant/Equipment, Total - Gross - 2184.29 2176.18 2133.16  Accumulated Depreciation, Total - -1124.99 -1120.21 -1072.77  Goodwill, Net - - - -  Intangibles, Net 18 17.02 1.47 12.14  Long Term Investments 396 55.77 6.29 6.32  Note Receivable - Long Term - 109.91 114.74 124.9  Other Long Term Assets, Total 3 439.11 419.76 431.59  Other Assets, Total 1861 - - -","Property/Plant/Equipment, Total - Net 1179 1059.3 1055.97 1060.39  Property/Plant/Equipment, Total - Gross - 2184.29 2176.18 2133.16  Accumulated Depreciation, Total - -1124.99 -1120.21 -1072.77  Goodwill, Net - - - -  Intangibles, Net 18 17.02 1.47 12.14  Long Term Investments 396 55.77 6.29 6.32  Note Receivable - Long Term - 109.91 114.74 124.9  Other Long Term Assets, Total 3 439.11 419.76 431.59  Other Assets, Total 1861 - - -","Property/Plant/Equipment, Total - Net 1179 1059.3 1055.97 1060.39  Property/Plant/Equipment, Total - Gross - 2184.29 2176.18 2133.16  Accumulated Depreciation, Total - -1124.99 -1120.21 -1072.77  Goodwill, Net - - - -  Intangibles, Net 18 17.02 1.47 12.14  Long Term Investments 396 55.77 6.29 6.32  Note Receivable - Long Term - 109.91 114.74 124.9  Other Long Term Assets, Total 3 439.11 419.76 431.59  Other Assets, Total 1861 - - -","Property/Plant/Equipment, Total - Net 1179 1059.3 1055.97 1060.39  Property/Plant/Equipment, Total - Gross - 2184.29 2176.18 2133.16  Accumulated Depreciation, Total - -1124.99 -1120.21 -1072.77  Goodwill, Net - - - -  Intangibles, Net 18 17.02 1.47 12.14  Long Term Investments 396 55.77 6.29 6.32  Note Receivable - Long Term - 109.91 114.74 124.9  Other Long Term Assets, Total 3 439.11 419.76 431.59  Other Assets, Total 1861 - - -"
"Property/Plant/Equipment, Total - Net",1179,1059.3,1055.97,1060.39
"Property/Plant/Equipment, Total - Gross",-,2184.29,2176.18,2133.16
"Accumulated Depreciation, Total",-,-1124.99,-1120.21,-1072.77
"Goodwill, Net",-,-,-,-
"Intangibles, Net",18,17.02,1.47,12.14
Long Term Investments,396,55.77,6.29,6.32
Note Receivable - Long Term,-,109.91,114.74,124.9
"Other Long Term Assets, Total",3,439.11,419.76,431.59
"Other Assets, Total",1861,-,-,-
Total Current Liabilities,1725,2053.78,1820.97,1433.84
"Accounts Payable 631 952.14 802.69 523.04  Payable/Accrued - - - -  Accrued Expenses 48 47.76 101.95 102.04  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 469 571.67 607.83 612.43  Other Current liabilities, Total 577 482.21 308.5 196.32","Accounts Payable 631 952.14 802.69 523.04  Payable/Accrued - - - -  Accrued Expenses 48 47.76 101.95 102.04  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 469 571.67 607.83 612.43  Other Current liabilities, Total 577 482.21 308.5 196.32","Accounts Payable 631 952.14 802.69 523.04  Payable/Accrued - - - -  Accrued Expenses 48 47.76 101.95 102.04  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 469 571.67 607.83 612.43  Other Current liabilities, Total 577 482.21 308.5 196.32","Accounts Payable 631 952.14 802.69 523.04  Payable/Accrued - - - -  Accrued Expenses 48 47.76 101.95 102.04  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 469 571.67 607.83 612.43  Other Current liabilities, Total 577 482.21 308.5 196.32","Accounts Payable 631 952.14 802.69 523.04  Payable/Accrued - - - -  Accrued Expenses 48 47.76 101.95 102.04  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 469 571.67 607.83 612.43  Other Current liabilities, Total 577 482.21 308.5 196.32"
Accounts Payable,631,952.14,802.69,523.04
Payable/Accrued,-,-,-,-
Accrued Expenses,48,47.76,101.95,102.04
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,469,571.67,607.83,612.43
"Other Current liabilities, Total",577,482.21,308.5,196.32
Total Liabilities,2679,2944.28,2877.92,2676.55
