Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1768,1708.83,1387.01,1104.82
"Cash and Short Term Investments 1212 1326.93 1056.26 835.13  Cash - - - -  Cash & Equivalents 1212 1326.93 1056.26 835.13  Short Term Investments - - - -  Total Receivables, Net 515 354.48 305.72 231.1  Accounts Receivables - Trade, Net 405 330.59 305.72 231.1  Total Inventory - - 0.06 -  Prepaid Expenses 35 27.04 24.6 38.09  Other Current Assets, Total 6 0.38 0.37 0.5","Cash and Short Term Investments 1212 1326.93 1056.26 835.13  Cash - - - -  Cash & Equivalents 1212 1326.93 1056.26 835.13  Short Term Investments - - - -  Total Receivables, Net 515 354.48 305.72 231.1  Accounts Receivables - Trade, Net 405 330.59 305.72 231.1  Total Inventory - - 0.06 -  Prepaid Expenses 35 27.04 24.6 38.09  Other Current Assets, Total 6 0.38 0.37 0.5","Cash and Short Term Investments 1212 1326.93 1056.26 835.13  Cash - - - -  Cash & Equivalents 1212 1326.93 1056.26 835.13  Short Term Investments - - - -  Total Receivables, Net 515 354.48 305.72 231.1  Accounts Receivables - Trade, Net 405 330.59 305.72 231.1  Total Inventory - - 0.06 -  Prepaid Expenses 35 27.04 24.6 38.09  Other Current Assets, Total 6 0.38 0.37 0.5","Cash and Short Term Investments 1212 1326.93 1056.26 835.13  Cash - - - -  Cash & Equivalents 1212 1326.93 1056.26 835.13  Short Term Investments - - - -  Total Receivables, Net 515 354.48 305.72 231.1  Accounts Receivables - Trade, Net 405 330.59 305.72 231.1  Total Inventory - - 0.06 -  Prepaid Expenses 35 27.04 24.6 38.09  Other Current Assets, Total 6 0.38 0.37 0.5","Cash and Short Term Investments 1212 1326.93 1056.26 835.13  Cash - - - -  Cash & Equivalents 1212 1326.93 1056.26 835.13  Short Term Investments - - - -  Total Receivables, Net 515 354.48 305.72 231.1  Accounts Receivables - Trade, Net 405 330.59 305.72 231.1  Total Inventory - - 0.06 -  Prepaid Expenses 35 27.04 24.6 38.09  Other Current Assets, Total 6 0.38 0.37 0.5"
Cash and Short Term Investments,1212,1326.93,1056.26,835.13
Cash,-,-,-,-
Cash & Equivalents,1212,1326.93,1056.26,835.13
Short Term Investments,-,-,-,-
"Total Receivables, Net",515,354.48,305.72,231.1
"Accounts Receivables - Trade, Net",405,330.59,305.72,231.1
Total Inventory,-,-,0.06,-
Prepaid Expenses,35,27.04,24.6,38.09
"Other Current Assets, Total",6,0.38,0.37,0.5
Total Assets,2037,1975.61,1507.72,1267.66
