Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2075,1769,1750.73,812.38
"Cash and Short Term Investments 1415 1343 1529.6 622.91  Cash - - - -  Cash & Equivalents 1415 1343 1529.6 622.91  Short Term Investments - - - -  Total Receivables, Net 284 288 141.13 114.34  Accounts Receivables - Trade, Net 284 288 117.19 95.28  Total Inventory 54 42 25.23 27.07  Prepaid Expenses 318 91 46.46 40.77  Other Current Assets, Total 4 5 8.31 7.29","Cash and Short Term Investments 1415 1343 1529.6 622.91  Cash - - - -  Cash & Equivalents 1415 1343 1529.6 622.91  Short Term Investments - - - -  Total Receivables, Net 284 288 141.13 114.34  Accounts Receivables - Trade, Net 284 288 117.19 95.28  Total Inventory 54 42 25.23 27.07  Prepaid Expenses 318 91 46.46 40.77  Other Current Assets, Total 4 5 8.31 7.29","Cash and Short Term Investments 1415 1343 1529.6 622.91  Cash - - - -  Cash & Equivalents 1415 1343 1529.6 622.91  Short Term Investments - - - -  Total Receivables, Net 284 288 141.13 114.34  Accounts Receivables - Trade, Net 284 288 117.19 95.28  Total Inventory 54 42 25.23 27.07  Prepaid Expenses 318 91 46.46 40.77  Other Current Assets, Total 4 5 8.31 7.29","Cash and Short Term Investments 1415 1343 1529.6 622.91  Cash - - - -  Cash & Equivalents 1415 1343 1529.6 622.91  Short Term Investments - - - -  Total Receivables, Net 284 288 141.13 114.34  Accounts Receivables - Trade, Net 284 288 117.19 95.28  Total Inventory 54 42 25.23 27.07  Prepaid Expenses 318 91 46.46 40.77  Other Current Assets, Total 4 5 8.31 7.29","Cash and Short Term Investments 1415 1343 1529.6 622.91  Cash - - - -  Cash & Equivalents 1415 1343 1529.6 622.91  Short Term Investments - - - -  Total Receivables, Net 284 288 141.13 114.34  Accounts Receivables - Trade, Net 284 288 117.19 95.28  Total Inventory 54 42 25.23 27.07  Prepaid Expenses 318 91 46.46 40.77  Other Current Assets, Total 4 5 8.31 7.29"
Cash and Short Term Investments,1415,1343,1529.6,622.91
Cash,-,-,-,-
Cash & Equivalents,1415,1343,1529.6,622.91
Short Term Investments,-,-,-,-
"Total Receivables, Net",284,288,141.13,114.34
"Accounts Receivables - Trade, Net",284,288,117.19,95.28
Total Inventory,54,42,25.23,27.07
Prepaid Expenses,318,91,46.46,40.77
"Other Current Assets, Total",4,5,8.31,7.29
Total Assets,3226,2232,2032.63,1164.68
"Property/Plant/Equipment, Total - Net 23 5 - 84.44  Property/Plant/Equipment, Total - Gross - 66.69 60.4 126.75  Accumulated Depreciation, Total - -61.66 -60.4 -42.31  Goodwill, Net 221 187 - -  Intangibles, Net 20 15 - 0.81  Long Term Investments 875 251 144.03 120  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 137.87 147.05  Other Assets, Total -215 -237 - -","Property/Plant/Equipment, Total - Net 23 5 - 84.44  Property/Plant/Equipment, Total - Gross - 66.69 60.4 126.75  Accumulated Depreciation, Total - -61.66 -60.4 -42.31  Goodwill, Net 221 187 - -  Intangibles, Net 20 15 - 0.81  Long Term Investments 875 251 144.03 120  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 137.87 147.05  Other Assets, Total -215 -237 - -","Property/Plant/Equipment, Total - Net 23 5 - 84.44  Property/Plant/Equipment, Total - Gross - 66.69 60.4 126.75  Accumulated Depreciation, Total - -61.66 -60.4 -42.31  Goodwill, Net 221 187 - -  Intangibles, Net 20 15 - 0.81  Long Term Investments 875 251 144.03 120  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 137.87 147.05  Other Assets, Total -215 -237 - -","Property/Plant/Equipment, Total - Net 23 5 - 84.44  Property/Plant/Equipment, Total - Gross - 66.69 60.4 126.75  Accumulated Depreciation, Total - -61.66 -60.4 -42.31  Goodwill, Net 221 187 - -  Intangibles, Net 20 15 - 0.81  Long Term Investments 875 251 144.03 120  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 137.87 147.05  Other Assets, Total -215 -237 - -","Property/Plant/Equipment, Total - Net 23 5 - 84.44  Property/Plant/Equipment, Total - Gross - 66.69 60.4 126.75  Accumulated Depreciation, Total - -61.66 -60.4 -42.31  Goodwill, Net 221 187 - -  Intangibles, Net 20 15 - 0.81  Long Term Investments 875 251 144.03 120  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 137.87 147.05  Other Assets, Total -215 -237 - -"
"Property/Plant/Equipment, Total - Net",23,5,-,84.44
"Property/Plant/Equipment, Total - Gross",-,66.69,60.4,126.75
"Accumulated Depreciation, Total",-,-61.66,-60.4,-42.31
"Goodwill, Net",221,187,-,-
"Intangibles, Net",20,15,-,0.81
Long Term Investments,875,251,144.03,120
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,1,137.87,147.05
"Other Assets, Total",-215,-237,-,-
Total Current Liabilities,751,478,364.09,348.33
"Accounts Payable 87 96 50.63 53.98  Payable/Accrued - - - -  Accrued Expenses 12 - 18.28 17.24  Notes Payable/Short Term Debt - - 50 50  Current Port. of LT Debt/Capital Leases 18 - - -  Other Current liabilities, Total 634 382 245.18 227.11","Accounts Payable 87 96 50.63 53.98  Payable/Accrued - - - -  Accrued Expenses 12 - 18.28 17.24  Notes Payable/Short Term Debt - - 50 50  Current Port. of LT Debt/Capital Leases 18 - - -  Other Current liabilities, Total 634 382 245.18 227.11","Accounts Payable 87 96 50.63 53.98  Payable/Accrued - - - -  Accrued Expenses 12 - 18.28 17.24  Notes Payable/Short Term Debt - - 50 50  Current Port. of LT Debt/Capital Leases 18 - - -  Other Current liabilities, Total 634 382 245.18 227.11","Accounts Payable 87 96 50.63 53.98  Payable/Accrued - - - -  Accrued Expenses 12 - 18.28 17.24  Notes Payable/Short Term Debt - - 50 50  Current Port. of LT Debt/Capital Leases 18 - - -  Other Current liabilities, Total 634 382 245.18 227.11","Accounts Payable 87 96 50.63 53.98  Payable/Accrued - - - -  Accrued Expenses 12 - 18.28 17.24  Notes Payable/Short Term Debt - - 50 50  Current Port. of LT Debt/Capital Leases 18 - - -  Other Current liabilities, Total 634 382 245.18 227.11"
Accounts Payable,87,96,50.63,53.98
Payable/Accrued,-,-,-,-
Accrued Expenses,12,-,18.28,17.24
Notes Payable/Short Term Debt,-,-,50,50
Current Port. of LT Debt/Capital Leases,18,-,-,-
"Other Current liabilities, Total",634,382,245.18,227.11
Total Liabilities,1797,841,799.52,770.38
"Total Long Term Debt 66 - - -  Long Term Debt 66 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 2 3 - 2.14  Minority Interest 24 15 - -  Other Liabilities, Total 954 345 435.43 419.91","Total Long Term Debt 66 - - -  Long Term Debt 66 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 2 3 - 2.14  Minority Interest 24 15 - -  Other Liabilities, Total 954 345 435.43 419.91","Total Long Term Debt 66 - - -  Long Term Debt 66 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 2 3 - 2.14  Minority Interest 24 15 - -  Other Liabilities, Total 954 345 435.43 419.91","Total Long Term Debt 66 - - -  Long Term Debt 66 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 2 3 - 2.14  Minority Interest 24 15 - -  Other Liabilities, Total 954 345 435.43 419.91","Total Long Term Debt 66 - - -  Long Term Debt 66 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 2 3 - 2.14  Minority Interest 24 15 - -  Other Liabilities, Total 954 345 435.43 419.91"
Total Long Term Debt,66,-,-,-
Long Term Debt,66,-,-,-
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,2,3,-,2.14
Minority Interest,24,15,-,-
"Other Liabilities, Total",954,345,435.43,419.91
Total Equity,1429,1391,1233.1,394.3
