Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,18043,27336.21,33795.6,39646.34
"Cash and Short Term Investments 770 1544.65 1982.83 1054.03  Cash - - - -  Cash & Equivalents 770 1544.65 1982.83 1054.03  Short Term Investments - - - -  Total Receivables, Net 76 79.39 212.16 126.62  Accounts Receivables - Trade, Net 76 79.39 212.16 126.62  Total Inventory 16607 24538.8 30945.56 37997.85  Prepaid Expenses 129 189.56 217.22 461.99  Other Current Assets, Total 461 983.82 437.83 5.85","Cash and Short Term Investments 770 1544.65 1982.83 1054.03  Cash - - - -  Cash & Equivalents 770 1544.65 1982.83 1054.03  Short Term Investments - - - -  Total Receivables, Net 76 79.39 212.16 126.62  Accounts Receivables - Trade, Net 76 79.39 212.16 126.62  Total Inventory 16607 24538.8 30945.56 37997.85  Prepaid Expenses 129 189.56 217.22 461.99  Other Current Assets, Total 461 983.82 437.83 5.85","Cash and Short Term Investments 770 1544.65 1982.83 1054.03  Cash - - - -  Cash & Equivalents 770 1544.65 1982.83 1054.03  Short Term Investments - - - -  Total Receivables, Net 76 79.39 212.16 126.62  Accounts Receivables - Trade, Net 76 79.39 212.16 126.62  Total Inventory 16607 24538.8 30945.56 37997.85  Prepaid Expenses 129 189.56 217.22 461.99  Other Current Assets, Total 461 983.82 437.83 5.85","Cash and Short Term Investments 770 1544.65 1982.83 1054.03  Cash - - - -  Cash & Equivalents 770 1544.65 1982.83 1054.03  Short Term Investments - - - -  Total Receivables, Net 76 79.39 212.16 126.62  Accounts Receivables - Trade, Net 76 79.39 212.16 126.62  Total Inventory 16607 24538.8 30945.56 37997.85  Prepaid Expenses 129 189.56 217.22 461.99  Other Current Assets, Total 461 983.82 437.83 5.85","Cash and Short Term Investments 770 1544.65 1982.83 1054.03  Cash - - - -  Cash & Equivalents 770 1544.65 1982.83 1054.03  Short Term Investments - - - -  Total Receivables, Net 76 79.39 212.16 126.62  Accounts Receivables - Trade, Net 76 79.39 212.16 126.62  Total Inventory 16607 24538.8 30945.56 37997.85  Prepaid Expenses 129 189.56 217.22 461.99  Other Current Assets, Total 461 983.82 437.83 5.85"
Cash and Short Term Investments,770,1544.65,1982.83,1054.03
Cash,-,-,-,-
Cash & Equivalents,770,1544.65,1982.83,1054.03
Short Term Investments,-,-,-,-
"Total Receivables, Net",76,79.39,212.16,126.62
"Accounts Receivables - Trade, Net",76,79.39,212.16,126.62
Total Inventory,16607,24538.8,30945.56,37997.85
Prepaid Expenses,129,189.56,217.22,461.99
"Other Current Assets, Total",461,983.82,437.83,5.85
Total Assets,18823,33564.46,40981.99,48416.79
"Property/Plant/Equipment, Total - Net 256 5240.77 6417.65 8252.52  Property/Plant/Equipment, Total - Gross - 5724.26 6786.93 8733.47  Accumulated Depreciation, Total - -483.49 -369.28 -480.95  Goodwill, Net - - - -  Intangibles, Net 22 27.24 35.38 42.17  Long Term Investments 500 139.43 139.43 39.43  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 820.81 593.93 436.33  Other Assets, Total 16992 - - -","Property/Plant/Equipment, Total - Net 256 5240.77 6417.65 8252.52  Property/Plant/Equipment, Total - Gross - 5724.26 6786.93 8733.47  Accumulated Depreciation, Total - -483.49 -369.28 -480.95  Goodwill, Net - - - -  Intangibles, Net 22 27.24 35.38 42.17  Long Term Investments 500 139.43 139.43 39.43  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 820.81 593.93 436.33  Other Assets, Total 16992 - - -","Property/Plant/Equipment, Total - Net 256 5240.77 6417.65 8252.52  Property/Plant/Equipment, Total - Gross - 5724.26 6786.93 8733.47  Accumulated Depreciation, Total - -483.49 -369.28 -480.95  Goodwill, Net - - - -  Intangibles, Net 22 27.24 35.38 42.17  Long Term Investments 500 139.43 139.43 39.43  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 820.81 593.93 436.33  Other Assets, Total 16992 - - -","Property/Plant/Equipment, Total - Net 256 5240.77 6417.65 8252.52  Property/Plant/Equipment, Total - Gross - 5724.26 6786.93 8733.47  Accumulated Depreciation, Total - -483.49 -369.28 -480.95  Goodwill, Net - - - -  Intangibles, Net 22 27.24 35.38 42.17  Long Term Investments 500 139.43 139.43 39.43  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 820.81 593.93 436.33  Other Assets, Total 16992 - - -","Property/Plant/Equipment, Total - Net 256 5240.77 6417.65 8252.52  Property/Plant/Equipment, Total - Gross - 5724.26 6786.93 8733.47  Accumulated Depreciation, Total - -483.49 -369.28 -480.95  Goodwill, Net - - - -  Intangibles, Net 22 27.24 35.38 42.17  Long Term Investments 500 139.43 139.43 39.43  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 820.81 593.93 436.33  Other Assets, Total 16992 - - -"
"Property/Plant/Equipment, Total - Net",256,5240.77,6417.65,8252.52
"Property/Plant/Equipment, Total - Gross",-,5724.26,6786.93,8733.47
"Accumulated Depreciation, Total",-,-483.49,-369.28,-480.95
"Goodwill, Net",-,-,-,-
"Intangibles, Net",22,27.24,35.38,42.17
Long Term Investments,500,139.43,139.43,39.43
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,820.81,593.93,436.33
"Other Assets, Total",16992,-,-,-
Total Current Liabilities,11822,17420.79,20839.7,12781.25
