Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,4309,3444.29,2710.35,2328.87
"Cash and Short Term Investments 3596 2598.63 2067.08 1700.47  Cash - - - -  Cash & Equivalents 3596 2598.63 2067.08 1700.47  Short Term Investments - - - -  Total Receivables, Net 659 618.61 546.88 579.82  Accounts Receivables - Trade, Net 376 617.38 476.07 476.21  Total Inventory - 139.42 - -  Prepaid Expenses - 62.28 83.05 41.18  Other Current Assets, Total 12 25.34 13.34 7.4","Cash and Short Term Investments 3596 2598.63 2067.08 1700.47  Cash - - - -  Cash & Equivalents 3596 2598.63 2067.08 1700.47  Short Term Investments - - - -  Total Receivables, Net 659 618.61 546.88 579.82  Accounts Receivables - Trade, Net 376 617.38 476.07 476.21  Total Inventory - 139.42 - -  Prepaid Expenses - 62.28 83.05 41.18  Other Current Assets, Total 12 25.34 13.34 7.4","Cash and Short Term Investments 3596 2598.63 2067.08 1700.47  Cash - - - -  Cash & Equivalents 3596 2598.63 2067.08 1700.47  Short Term Investments - - - -  Total Receivables, Net 659 618.61 546.88 579.82  Accounts Receivables - Trade, Net 376 617.38 476.07 476.21  Total Inventory - 139.42 - -  Prepaid Expenses - 62.28 83.05 41.18  Other Current Assets, Total 12 25.34 13.34 7.4","Cash and Short Term Investments 3596 2598.63 2067.08 1700.47  Cash - - - -  Cash & Equivalents 3596 2598.63 2067.08 1700.47  Short Term Investments - - - -  Total Receivables, Net 659 618.61 546.88 579.82  Accounts Receivables - Trade, Net 376 617.38 476.07 476.21  Total Inventory - 139.42 - -  Prepaid Expenses - 62.28 83.05 41.18  Other Current Assets, Total 12 25.34 13.34 7.4","Cash and Short Term Investments 3596 2598.63 2067.08 1700.47  Cash - - - -  Cash & Equivalents 3596 2598.63 2067.08 1700.47  Short Term Investments - - - -  Total Receivables, Net 659 618.61 546.88 579.82  Accounts Receivables - Trade, Net 376 617.38 476.07 476.21  Total Inventory - 139.42 - -  Prepaid Expenses - 62.28 83.05 41.18  Other Current Assets, Total 12 25.34 13.34 7.4"
Cash and Short Term Investments,3596,2598.63,2067.08,1700.47
Cash,-,-,-,-
Cash & Equivalents,3596,2598.63,2067.08,1700.47
Short Term Investments,-,-,-,-
"Total Receivables, Net",659,618.61,546.88,579.82
"Accounts Receivables - Trade, Net",376,617.38,476.07,476.21
Total Inventory,-,139.42,-,-
Prepaid Expenses,-,62.28,83.05,41.18
"Other Current Assets, Total",12,25.34,13.34,7.4
Total Assets,8471,7314.53,5767.77,5385.2
"Property/Plant/Equipment, Total - Net 500 538 722.17 806.46  Property/Plant/Equipment, Total - Gross - 833.23 997.65 1011.33  Accumulated Depreciation, Total - -295.23 -275.48 -204.87  Goodwill, Net 1298 1530.51 1367.94 1072  Intangibles, Net 673 625 613.54 700  Long Term Investments 1689 1176.72 338.6 476.61  Note Receivable - Long Term 283 - - -  Other Long Term Assets, Total 2 0.01 15.18 1.25  Other Assets, Total -647 - - -","Property/Plant/Equipment, Total - Net 500 538 722.17 806.46  Property/Plant/Equipment, Total - Gross - 833.23 997.65 1011.33  Accumulated Depreciation, Total - -295.23 -275.48 -204.87  Goodwill, Net 1298 1530.51 1367.94 1072  Intangibles, Net 673 625 613.54 700  Long Term Investments 1689 1176.72 338.6 476.61  Note Receivable - Long Term 283 - - -  Other Long Term Assets, Total 2 0.01 15.18 1.25  Other Assets, Total -647 - - -","Property/Plant/Equipment, Total - Net 500 538 722.17 806.46  Property/Plant/Equipment, Total - Gross - 833.23 997.65 1011.33  Accumulated Depreciation, Total - -295.23 -275.48 -204.87  Goodwill, Net 1298 1530.51 1367.94 1072  Intangibles, Net 673 625 613.54 700  Long Term Investments 1689 1176.72 338.6 476.61  Note Receivable - Long Term 283 - - -  Other Long Term Assets, Total 2 0.01 15.18 1.25  Other Assets, Total -647 - - -","Property/Plant/Equipment, Total - Net 500 538 722.17 806.46  Property/Plant/Equipment, Total - Gross - 833.23 997.65 1011.33  Accumulated Depreciation, Total - -295.23 -275.48 -204.87  Goodwill, Net 1298 1530.51 1367.94 1072  Intangibles, Net 673 625 613.54 700  Long Term Investments 1689 1176.72 338.6 476.61  Note Receivable - Long Term 283 - - -  Other Long Term Assets, Total 2 0.01 15.18 1.25  Other Assets, Total -647 - - -","Property/Plant/Equipment, Total - Net 500 538 722.17 806.46  Property/Plant/Equipment, Total - Gross - 833.23 997.65 1011.33  Accumulated Depreciation, Total - -295.23 -275.48 -204.87  Goodwill, Net 1298 1530.51 1367.94 1072  Intangibles, Net 673 625 613.54 700  Long Term Investments 1689 1176.72 338.6 476.61  Note Receivable - Long Term 283 - - -  Other Long Term Assets, Total 2 0.01 15.18 1.25  Other Assets, Total -647 - - -"
"Property/Plant/Equipment, Total - Net",500,538,722.17,806.46
"Property/Plant/Equipment, Total - Gross",-,833.23,997.65,1011.33
"Accumulated Depreciation, Total",-,-295.23,-275.48,-204.87
"Goodwill, Net",1298,1530.51,1367.94,1072
"Intangibles, Net",673,625,613.54,700
Long Term Investments,1689,1176.72,338.6,476.61
Note Receivable - Long Term,283,-,-,-
"Other Long Term Assets, Total",2,0.01,15.18,1.25
"Other Assets, Total",-647,-,-,-
Total Current Liabilities,893,1123.38,932.03,792.17
