Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,-,41515,40976,36866
"Cash and Short Term Investments 6971 10666 6523 5789  Cash - - - -  Cash & Equivalents 6971 10666 6523 5789  Short Term Investments - - - -  Total Receivables, Net 16172 13556 8546 16192  Accounts Receivables - Trade, Net 16136 13504 7374 16076  Total Inventory 22890 17121 25630 14767  Prepaid Expenses 150 118 141 111  Other Current Assets, Total 22 54 136 7","Cash and Short Term Investments 6971 10666 6523 5789  Cash - - - -  Cash & Equivalents 6971 10666 6523 5789  Short Term Investments - - - -  Total Receivables, Net 16172 13556 8546 16192  Accounts Receivables - Trade, Net 16136 13504 7374 16076  Total Inventory 22890 17121 25630 14767  Prepaid Expenses 150 118 141 111  Other Current Assets, Total 22 54 136 7","Cash and Short Term Investments 6971 10666 6523 5789  Cash - - - -  Cash & Equivalents 6971 10666 6523 5789  Short Term Investments - - - -  Total Receivables, Net 16172 13556 8546 16192  Accounts Receivables - Trade, Net 16136 13504 7374 16076  Total Inventory 22890 17121 25630 14767  Prepaid Expenses 150 118 141 111  Other Current Assets, Total 22 54 136 7","Cash and Short Term Investments 6971 10666 6523 5789  Cash - - - -  Cash & Equivalents 6971 10666 6523 5789  Short Term Investments - - - -  Total Receivables, Net 16172 13556 8546 16192  Accounts Receivables - Trade, Net 16136 13504 7374 16076  Total Inventory 22890 17121 25630 14767  Prepaid Expenses 150 118 141 111  Other Current Assets, Total 22 54 136 7","Cash and Short Term Investments 6971 10666 6523 5789  Cash - - - -  Cash & Equivalents 6971 10666 6523 5789  Short Term Investments - - - -  Total Receivables, Net 16172 13556 8546 16192  Accounts Receivables - Trade, Net 16136 13504 7374 16076  Total Inventory 22890 17121 25630 14767  Prepaid Expenses 150 118 141 111  Other Current Assets, Total 22 54 136 7"
Cash and Short Term Investments,6971,10666,6523,5789
Cash,-,-,-,-
Cash & Equivalents,6971,10666,6523,5789
Short Term Investments,-,-,-,-
"Total Receivables, Net",16172,13556,8546,16192
"Accounts Receivables - Trade, Net",16136,13504,7374,16076
Total Inventory,22890,17121,25630,14767
Prepaid Expenses,150,118,141,111
"Other Current Assets, Total",22,54,136,7
Total Assets,81544,76586,77743,76518
"Property/Plant/Equipment, Total - Net 33058 33091 34096 34731  Property/Plant/Equipment, Total - Gross - - 90610 89678  Accumulated Depreciation, Total - - -71989 -71778  Goodwill, Net - - - -  Intangibles, Net 937 822 532 590  Long Term Investments - 1157 210 131  Note Receivable - Long Term 36 52 - -  Other Long Term Assets, Total 1259 1 1929 4200  Other Assets, Total 6825 3619 - -","Property/Plant/Equipment, Total - Net 33058 33091 34096 34731  Property/Plant/Equipment, Total - Gross - - 90610 89678  Accumulated Depreciation, Total - - -71989 -71778  Goodwill, Net - - - -  Intangibles, Net 937 822 532 590  Long Term Investments - 1157 210 131  Note Receivable - Long Term 36 52 - -  Other Long Term Assets, Total 1259 1 1929 4200  Other Assets, Total 6825 3619 - -","Property/Plant/Equipment, Total - Net 33058 33091 34096 34731  Property/Plant/Equipment, Total - Gross - - 90610 89678  Accumulated Depreciation, Total - - -71989 -71778  Goodwill, Net - - - -  Intangibles, Net 937 822 532 590  Long Term Investments - 1157 210 131  Note Receivable - Long Term 36 52 - -  Other Long Term Assets, Total 1259 1 1929 4200  Other Assets, Total 6825 3619 - -","Property/Plant/Equipment, Total - Net 33058 33091 34096 34731  Property/Plant/Equipment, Total - Gross - - 90610 89678  Accumulated Depreciation, Total - - -71989 -71778  Goodwill, Net - - - -  Intangibles, Net 937 822 532 590  Long Term Investments - 1157 210 131  Note Receivable - Long Term 36 52 - -  Other Long Term Assets, Total 1259 1 1929 4200  Other Assets, Total 6825 3619 - -","Property/Plant/Equipment, Total - Net 33058 33091 34096 34731  Property/Plant/Equipment, Total - Gross - - 90610 89678  Accumulated Depreciation, Total - - -71989 -71778  Goodwill, Net - - - -  Intangibles, Net 937 822 532 590  Long Term Investments - 1157 210 131  Note Receivable - Long Term 36 52 - -  Other Long Term Assets, Total 1259 1 1929 4200  Other Assets, Total 6825 3619 - -"
"Property/Plant/Equipment, Total - Net",33058,33091,34096,34731
"Property/Plant/Equipment, Total - Gross",-,-,90610,89678
"Accumulated Depreciation, Total",-,-,-71989,-71778
"Goodwill, Net",-,-,-,-
"Intangibles, Net",937,822,532,590
Long Term Investments,-,1157,210,131
Note Receivable - Long Term,36,52,-,-
"Other Long Term Assets, Total",1259,1,1929,4200
"Other Assets, Total",6825,3619,-,-
Total Current Liabilities,23152,15306,7979,13509
"Accounts Payable 4730 2727 2195 4102  Payable/Accrued - - - -  Accrued Expenses 598 430 518 665  Notes Payable/Short Term Debt 16000 9700 1500 800  Current Port. of LT Debt/Capital Leases - 9700 2000 4100  Other Current liabilities, Total 1824 2449 1766 3842","Accounts Payable 4730 2727 2195 4102  Payable/Accrued - - - -  Accrued Expenses 598 430 518 665  Notes Payable/Short Term Debt 16000 9700 1500 800  Current Port. of LT Debt/Capital Leases - 9700 2000 4100  Other Current liabilities, Total 1824 2449 1766 3842","Accounts Payable 4730 2727 2195 4102  Payable/Accrued - - - -  Accrued Expenses 598 430 518 665  Notes Payable/Short Term Debt 16000 9700 1500 800  Current Port. of LT Debt/Capital Leases - 9700 2000 4100  Other Current liabilities, Total 1824 2449 1766 3842","Accounts Payable 4730 2727 2195 4102  Payable/Accrued - - - -  Accrued Expenses 598 430 518 665  Notes Payable/Short Term Debt 16000 9700 1500 800  Current Port. of LT Debt/Capital Leases - 9700 2000 4100  Other Current liabilities, Total 1824 2449 1766 3842","Accounts Payable 4730 2727 2195 4102  Payable/Accrued - - - -  Accrued Expenses 598 430 518 665  Notes Payable/Short Term Debt 16000 9700 1500 800  Current Port. of LT Debt/Capital Leases - 9700 2000 4100  Other Current liabilities, Total 1824 2449 1766 3842"
Accounts Payable,4730,2727,2195,4102
Payable/Accrued,-,-,-,-
Accrued Expenses,598,430,518,665
Notes Payable/Short Term Debt,16000,9700,1500,800
Current Port. of LT Debt/Capital Leases,-,9700,2000,4100
"Other Current liabilities, Total",1824,2449,1766,3842
Total Liabilities,51070,50077,48035,41597
