Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,14482,15826.66,18578.94,13537.76
"Cash and Short Term Investments 11639 13464.09 16484.14 11716.81  Cash - - - -  Cash & Equivalents 11639 13464.09 16484.14 11716.81  Short Term Investments - - - -  Total Receivables, Net 997 914.04 598.72 638.98  Accounts Receivables - Trade, Net 972 890.73 573.21 612.01  Total Inventory 604 396.44 332.31 278.33  Prepaid Expenses 351 573.49 553.1 566.53  Other Current Assets, Total 891 478.59 610.67 337.11","Cash and Short Term Investments 11639 13464.09 16484.14 11716.81  Cash - - - -  Cash & Equivalents 11639 13464.09 16484.14 11716.81  Short Term Investments - - - -  Total Receivables, Net 997 914.04 598.72 638.98  Accounts Receivables - Trade, Net 972 890.73 573.21 612.01  Total Inventory 604 396.44 332.31 278.33  Prepaid Expenses 351 573.49 553.1 566.53  Other Current Assets, Total 891 478.59 610.67 337.11","Cash and Short Term Investments 11639 13464.09 16484.14 11716.81  Cash - - - -  Cash & Equivalents 11639 13464.09 16484.14 11716.81  Short Term Investments - - - -  Total Receivables, Net 997 914.04 598.72 638.98  Accounts Receivables - Trade, Net 972 890.73 573.21 612.01  Total Inventory 604 396.44 332.31 278.33  Prepaid Expenses 351 573.49 553.1 566.53  Other Current Assets, Total 891 478.59 610.67 337.11","Cash and Short Term Investments 11639 13464.09 16484.14 11716.81  Cash - - - -  Cash & Equivalents 11639 13464.09 16484.14 11716.81  Short Term Investments - - - -  Total Receivables, Net 997 914.04 598.72 638.98  Accounts Receivables - Trade, Net 972 890.73 573.21 612.01  Total Inventory 604 396.44 332.31 278.33  Prepaid Expenses 351 573.49 553.1 566.53  Other Current Assets, Total 891 478.59 610.67 337.11","Cash and Short Term Investments 11639 13464.09 16484.14 11716.81  Cash - - - -  Cash & Equivalents 11639 13464.09 16484.14 11716.81  Short Term Investments - - - -  Total Receivables, Net 997 914.04 598.72 638.98  Accounts Receivables - Trade, Net 972 890.73 573.21 612.01  Total Inventory 604 396.44 332.31 278.33  Prepaid Expenses 351 573.49 553.1 566.53  Other Current Assets, Total 891 478.59 610.67 337.11"
Cash and Short Term Investments,11639,13464.09,16484.14,11716.81
Cash,-,-,-,-
Cash & Equivalents,11639,13464.09,16484.14,11716.81
Short Term Investments,-,-,-,-
"Total Receivables, Net",997,914.04,598.72,638.98
"Accounts Receivables - Trade, Net",972,890.73,573.21,612.01
Total Inventory,604,396.44,332.31,278.33
Prepaid Expenses,351,573.49,553.1,566.53
"Other Current Assets, Total",891,478.59,610.67,337.11
Total Assets,27598,28706.47,30604.21,24637.63
