Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3792,4175.19,1810.87,2401.04
"Cash and Short Term Investments 2710 3276.2 1251.28 2007.03  Cash - - - -  Cash & Equivalents 2710 3276.2 1251.28 2007.03  Short Term Investments - - - -  Total Receivables, Net 59 16.94 55.05 41.44  Accounts Receivables - Trade, Net 59 16.94 55.05 -  Total Inventory 940 773.62 392.88 305.75  Prepaid Expenses 39 36.44 40.93 46.8  Other Current Assets, Total 44 71.98 70.72 0.01","Cash and Short Term Investments 2710 3276.2 1251.28 2007.03  Cash - - - -  Cash & Equivalents 2710 3276.2 1251.28 2007.03  Short Term Investments - - - -  Total Receivables, Net 59 16.94 55.05 41.44  Accounts Receivables - Trade, Net 59 16.94 55.05 -  Total Inventory 940 773.62 392.88 305.75  Prepaid Expenses 39 36.44 40.93 46.8  Other Current Assets, Total 44 71.98 70.72 0.01","Cash and Short Term Investments 2710 3276.2 1251.28 2007.03  Cash - - - -  Cash & Equivalents 2710 3276.2 1251.28 2007.03  Short Term Investments - - - -  Total Receivables, Net 59 16.94 55.05 41.44  Accounts Receivables - Trade, Net 59 16.94 55.05 -  Total Inventory 940 773.62 392.88 305.75  Prepaid Expenses 39 36.44 40.93 46.8  Other Current Assets, Total 44 71.98 70.72 0.01","Cash and Short Term Investments 2710 3276.2 1251.28 2007.03  Cash - - - -  Cash & Equivalents 2710 3276.2 1251.28 2007.03  Short Term Investments - - - -  Total Receivables, Net 59 16.94 55.05 41.44  Accounts Receivables - Trade, Net 59 16.94 55.05 -  Total Inventory 940 773.62 392.88 305.75  Prepaid Expenses 39 36.44 40.93 46.8  Other Current Assets, Total 44 71.98 70.72 0.01","Cash and Short Term Investments 2710 3276.2 1251.28 2007.03  Cash - - - -  Cash & Equivalents 2710 3276.2 1251.28 2007.03  Short Term Investments - - - -  Total Receivables, Net 59 16.94 55.05 41.44  Accounts Receivables - Trade, Net 59 16.94 55.05 -  Total Inventory 940 773.62 392.88 305.75  Prepaid Expenses 39 36.44 40.93 46.8  Other Current Assets, Total 44 71.98 70.72 0.01"
Cash and Short Term Investments,2710,3276.2,1251.28,2007.03
Cash,-,-,-,-
Cash & Equivalents,2710,3276.2,1251.28,2007.03
Short Term Investments,-,-,-,-
"Total Receivables, Net",59,16.94,55.05,41.44
"Accounts Receivables - Trade, Net",59,16.94,55.05,-
Total Inventory,940,773.62,392.88,305.75
Prepaid Expenses,39,36.44,40.93,46.8
"Other Current Assets, Total",44,71.98,70.72,0.01
Total Assets,4329,4718.65,2048.52,2660.01
