Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,157955,138940,124562,113020
"Cash and Short Term Investments 48805 29068 28760 20368  Cash - - - -  Cash & Equivalents 48462 29027 28570 20303  Short Term Investments 343 41 190 65  Total Receivables, Net 56489 56727 51537 52928  Accounts Receivables - Trade, Net 53628 55684 51116 52458  Total Inventory 49100 46777 40300 35523  Prepaid Expenses 1488 - - -  Other Current Assets, Total 2073 6368 3965 4201","Cash and Short Term Investments 48805 29068 28760 20368  Cash - - - -  Cash & Equivalents 48462 29027 28570 20303  Short Term Investments 343 41 190 65  Total Receivables, Net 56489 56727 51537 52928  Accounts Receivables - Trade, Net 53628 55684 51116 52458  Total Inventory 49100 46777 40300 35523  Prepaid Expenses 1488 - - -  Other Current Assets, Total 2073 6368 3965 4201","Cash and Short Term Investments 48805 29068 28760 20368  Cash - - - -  Cash & Equivalents 48462 29027 28570 20303  Short Term Investments 343 41 190 65  Total Receivables, Net 56489 56727 51537 52928  Accounts Receivables - Trade, Net 53628 55684 51116 52458  Total Inventory 49100 46777 40300 35523  Prepaid Expenses 1488 - - -  Other Current Assets, Total 2073 6368 3965 4201","Cash and Short Term Investments 48805 29068 28760 20368  Cash - - - -  Cash & Equivalents 48462 29027 28570 20303  Short Term Investments 343 41 190 65  Total Receivables, Net 56489 56727 51537 52928  Accounts Receivables - Trade, Net 53628 55684 51116 52458  Total Inventory 49100 46777 40300 35523  Prepaid Expenses 1488 - - -  Other Current Assets, Total 2073 6368 3965 4201","Cash and Short Term Investments 48805 29068 28760 20368  Cash - - - -  Cash & Equivalents 48462 29027 28570 20303  Short Term Investments 343 41 190 65  Total Receivables, Net 56489 56727 51537 52928  Accounts Receivables - Trade, Net 53628 55684 51116 52458  Total Inventory 49100 46777 40300 35523  Prepaid Expenses 1488 - - -  Other Current Assets, Total 2073 6368 3965 4201"
Cash and Short Term Investments,48805,29068,28760,20368
Cash,-,-,-,-
Cash & Equivalents,48462,29027,28570,20303
Short Term Investments,343,41,190,65
"Total Receivables, Net",56489,56727,51537,52928
"Accounts Receivables - Trade, Net",53628,55684,51116,52458
Total Inventory,49100,46777,40300,35523
Prepaid Expenses,1488,-,-,-
"Other Current Assets, Total",2073,6368,3965,4201
Total Assets,286602,298963,272894,252984
"Property/Plant/Equipment, Total - Net 67389 71344 63951 56545  Property/Plant/Equipment, Total - Gross - 142380 130539 123630  Accumulated Depreciation, Total - -71036 -66590 -67085  Goodwill, Net 23174 50661 47672 48882  Intangibles, Net 10611 11973 11418 12223  Long Term Investments 24676 21868 21032 18339  Note Receivable - Long Term 2861 - - -  Other Long Term Assets, Total 5 4177 4259 3975  Other Assets, Total -2181 - - -","Property/Plant/Equipment, Total - Net 67389 71344 63951 56545  Property/Plant/Equipment, Total - Gross - 142380 130539 123630  Accumulated Depreciation, Total - -71036 -66590 -67085  Goodwill, Net 23174 50661 47672 48882  Intangibles, Net 10611 11973 11418 12223  Long Term Investments 24676 21868 21032 18339  Note Receivable - Long Term 2861 - - -  Other Long Term Assets, Total 5 4177 4259 3975  Other Assets, Total -2181 - - -","Property/Plant/Equipment, Total - Net 67389 71344 63951 56545  Property/Plant/Equipment, Total - Gross - 142380 130539 123630  Accumulated Depreciation, Total - -71036 -66590 -67085  Goodwill, Net 23174 50661 47672 48882  Intangibles, Net 10611 11973 11418 12223  Long Term Investments 24676 21868 21032 18339  Note Receivable - Long Term 2861 - - -  Other Long Term Assets, Total 5 4177 4259 3975  Other Assets, Total -2181 - - -","Property/Plant/Equipment, Total - Net 67389 71344 63951 56545  Property/Plant/Equipment, Total - Gross - 142380 130539 123630  Accumulated Depreciation, Total - -71036 -66590 -67085  Goodwill, Net 23174 50661 47672 48882  Intangibles, Net 10611 11973 11418 12223  Long Term Investments 24676 21868 21032 18339  Note Receivable - Long Term 2861 - - -  Other Long Term Assets, Total 5 4177 4259 3975  Other Assets, Total -2181 - - -","Property/Plant/Equipment, Total - Net 67389 71344 63951 56545  Property/Plant/Equipment, Total - Gross - 142380 130539 123630  Accumulated Depreciation, Total - -71036 -66590 -67085  Goodwill, Net 23174 50661 47672 48882  Intangibles, Net 10611 11973 11418 12223  Long Term Investments 24676 21868 21032 18339  Note Receivable - Long Term 2861 - - -  Other Long Term Assets, Total 5 4177 4259 3975  Other Assets, Total -2181 - - -"
"Property/Plant/Equipment, Total - Net",67389,71344,63951,56545
"Property/Plant/Equipment, Total - Gross",-,142380,130539,123630
"Accumulated Depreciation, Total",-,-71036,-66590,-67085
"Goodwill, Net",23174,50661,47672,48882
"Intangibles, Net",10611,11973,11418,12223
Long Term Investments,24676,21868,21032,18339
Note Receivable - Long Term,2861,-,-,-
"Other Long Term Assets, Total",5,4177,4259,3975
"Other Assets, Total",-2181,-,-,-
Total Current Liabilities,71235,96686,67333,67625
"Accounts Payable 29138 26008 24577 25636  Payable/Accrued - - - -  Accrued Expenses 10729 9708 8174 7335  Notes Payable/Short Term Debt 2168 27486 9502 8624  Current Port. of LT Debt/Capital Leases 11274 18724 13849 15606  Other Current liabilities, Total 17926 14760 11231 10424","Accounts Payable 29138 26008 24577 25636  Payable/Accrued - - - -  Accrued Expenses 10729 9708 8174 7335  Notes Payable/Short Term Debt 2168 27486 9502 8624  Current Port. of LT Debt/Capital Leases 11274 18724 13849 15606  Other Current liabilities, Total 17926 14760 11231 10424","Accounts Payable 29138 26008 24577 25636  Payable/Accrued - - - -  Accrued Expenses 10729 9708 8174 7335  Notes Payable/Short Term Debt 2168 27486 9502 8624  Current Port. of LT Debt/Capital Leases 11274 18724 13849 15606  Other Current liabilities, Total 17926 14760 11231 10424","Accounts Payable 29138 26008 24577 25636  Payable/Accrued - - - -  Accrued Expenses 10729 9708 8174 7335  Notes Payable/Short Term Debt 2168 27486 9502 8624  Current Port. of LT Debt/Capital Leases 11274 18724 13849 15606  Other Current liabilities, Total 17926 14760 11231 10424","Accounts Payable 29138 26008 24577 25636  Payable/Accrued - - - -  Accrued Expenses 10729 9708 8174 7335  Notes Payable/Short Term Debt 2168 27486 9502 8624  Current Port. of LT Debt/Capital Leases 11274 18724 13849 15606  Other Current liabilities, Total 17926 14760 11231 10424"
Accounts Payable,29138,26008,24577,25636
Payable/Accrued,-,-,-,-
Accrued Expenses,10729,9708,8174,7335
Notes Payable/Short Term Debt,2168,27486,9502,8624
Current Port. of LT Debt/Capital Leases,11274,18724,13849,15606
"Other Current liabilities, Total",17926,14760,11231,10424
Total Liabilities,170838,206766,186571,171446
"Total Long Term Debt 75895 101247 108920 94880  Long Term Debt 63193 88703 96588 83050  Capital Lease Obligations 12702 12544 12332 11830  Deferred Income Tax 19395 3074 3687 2399  Minority Interest 1537 2002 1856 1875  Other Liabilities, Total -58953 3757 4775 4667","Total Long Term Debt 75895 101247 108920 94880  Long Term Debt 63193 88703 96588 83050  Capital Lease Obligations 12702 12544 12332 11830  Deferred Income Tax 19395 3074 3687 2399  Minority Interest 1537 2002 1856 1875  Other Liabilities, Total -58953 3757 4775 4667","Total Long Term Debt 75895 101247 108920 94880  Long Term Debt 63193 88703 96588 83050  Capital Lease Obligations 12702 12544 12332 11830  Deferred Income Tax 19395 3074 3687 2399  Minority Interest 1537 2002 1856 1875  Other Liabilities, Total -58953 3757 4775 4667","Total Long Term Debt 75895 101247 108920 94880  Long Term Debt 63193 88703 96588 83050  Capital Lease Obligations 12702 12544 12332 11830  Deferred Income Tax 19395 3074 3687 2399  Minority Interest 1537 2002 1856 1875  Other Liabilities, Total -58953 3757 4775 4667","Total Long Term Debt 75895 101247 108920 94880  Long Term Debt 63193 88703 96588 83050  Capital Lease Obligations 12702 12544 12332 11830  Deferred Income Tax 19395 3074 3687 2399  Minority Interest 1537 2002 1856 1875  Other Liabilities, Total -58953 3757 4775 4667"
Total Long Term Debt,75895,101247,108920,94880
Long Term Debt,63193,88703,96588,83050
Capital Lease Obligations,12702,12544,12332,11830
Deferred Income Tax,19395,3074,3687,2399
Minority Interest,1537,2002,1856,1875
"Other Liabilities, Total",-58953,3757,4775,4667
Total Equity,115764,92197,86323,81538
