Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,11229,10699,10156.69,10695.15
"Cash and Short Term Investments 5619 5352 4809.94 5485.26  Cash - - - -  Cash & Equivalents 5619 5352 4809.94 5485.26  Short Term Investments - - - -  Total Receivables, Net 3368 3388 2966.41 2936.68  Accounts Receivables - Trade, Net 3368 3388 2470.33 1940.37  Total Inventory 2155 1876 2293.16 2178.43  Prepaid Expenses 42 43 44.35 48.39  Other Current Assets, Total 45 40 42.81 46.4","Cash and Short Term Investments 5619 5352 4809.94 5485.26  Cash - - - -  Cash & Equivalents 5619 5352 4809.94 5485.26  Short Term Investments - - - -  Total Receivables, Net 3368 3388 2966.41 2936.68  Accounts Receivables - Trade, Net 3368 3388 2470.33 1940.37  Total Inventory 2155 1876 2293.16 2178.43  Prepaid Expenses 42 43 44.35 48.39  Other Current Assets, Total 45 40 42.81 46.4","Cash and Short Term Investments 5619 5352 4809.94 5485.26  Cash - - - -  Cash & Equivalents 5619 5352 4809.94 5485.26  Short Term Investments - - - -  Total Receivables, Net 3368 3388 2966.41 2936.68  Accounts Receivables - Trade, Net 3368 3388 2470.33 1940.37  Total Inventory 2155 1876 2293.16 2178.43  Prepaid Expenses 42 43 44.35 48.39  Other Current Assets, Total 45 40 42.81 46.4","Cash and Short Term Investments 5619 5352 4809.94 5485.26  Cash - - - -  Cash & Equivalents 5619 5352 4809.94 5485.26  Short Term Investments - - - -  Total Receivables, Net 3368 3388 2966.41 2936.68  Accounts Receivables - Trade, Net 3368 3388 2470.33 1940.37  Total Inventory 2155 1876 2293.16 2178.43  Prepaid Expenses 42 43 44.35 48.39  Other Current Assets, Total 45 40 42.81 46.4","Cash and Short Term Investments 5619 5352 4809.94 5485.26  Cash - - - -  Cash & Equivalents 5619 5352 4809.94 5485.26  Short Term Investments - - - -  Total Receivables, Net 3368 3388 2966.41 2936.68  Accounts Receivables - Trade, Net 3368 3388 2470.33 1940.37  Total Inventory 2155 1876 2293.16 2178.43  Prepaid Expenses 42 43 44.35 48.39  Other Current Assets, Total 45 40 42.81 46.4"
Cash and Short Term Investments,5619,5352,4809.94,5485.26
Cash,-,-,-,-
Cash & Equivalents,5619,5352,4809.94,5485.26
Short Term Investments,-,-,-,-
"Total Receivables, Net",3368,3388,2966.41,2936.68
"Accounts Receivables - Trade, Net",3368,3388,2470.33,1940.37
Total Inventory,2155,1876,2293.16,2178.43
Prepaid Expenses,42,43,44.35,48.39
"Other Current Assets, Total",45,40,42.81,46.4
Total Assets,20985,19786,19197.09,19620.74
