Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1378,1359.27,1308.57,1385.3
"Cash and Short Term Investments 445 571.51 776.34 815.95  Cash - - - -  Cash & Equivalents 445 571.51 776.34 815.95  Short Term Investments - - - -  Total Receivables, Net 876 753.14 511.38 554.85  Accounts Receivables - Trade, Net 6 42.43 45.2 47.8  Total Inventory - - 0.12 -  Prepaid Expenses - - 19.96 14.3  Other Current Assets, Total 57 34.62 0.77 0.2","Cash and Short Term Investments 445 571.51 776.34 815.95  Cash - - - -  Cash & Equivalents 445 571.51 776.34 815.95  Short Term Investments - - - -  Total Receivables, Net 876 753.14 511.38 554.85  Accounts Receivables - Trade, Net 6 42.43 45.2 47.8  Total Inventory - - 0.12 -  Prepaid Expenses - - 19.96 14.3  Other Current Assets, Total 57 34.62 0.77 0.2","Cash and Short Term Investments 445 571.51 776.34 815.95  Cash - - - -  Cash & Equivalents 445 571.51 776.34 815.95  Short Term Investments - - - -  Total Receivables, Net 876 753.14 511.38 554.85  Accounts Receivables - Trade, Net 6 42.43 45.2 47.8  Total Inventory - - 0.12 -  Prepaid Expenses - - 19.96 14.3  Other Current Assets, Total 57 34.62 0.77 0.2","Cash and Short Term Investments 445 571.51 776.34 815.95  Cash - - - -  Cash & Equivalents 445 571.51 776.34 815.95  Short Term Investments - - - -  Total Receivables, Net 876 753.14 511.38 554.85  Accounts Receivables - Trade, Net 6 42.43 45.2 47.8  Total Inventory - - 0.12 -  Prepaid Expenses - - 19.96 14.3  Other Current Assets, Total 57 34.62 0.77 0.2","Cash and Short Term Investments 445 571.51 776.34 815.95  Cash - - - -  Cash & Equivalents 445 571.51 776.34 815.95  Short Term Investments - - - -  Total Receivables, Net 876 753.14 511.38 554.85  Accounts Receivables - Trade, Net 6 42.43 45.2 47.8  Total Inventory - - 0.12 -  Prepaid Expenses - - 19.96 14.3  Other Current Assets, Total 57 34.62 0.77 0.2"
Cash and Short Term Investments,445,571.51,776.34,815.95
Cash,-,-,-,-
Cash & Equivalents,445,571.51,776.34,815.95
Short Term Investments,-,-,-,-
"Total Receivables, Net",876,753.14,511.38,554.85
"Accounts Receivables - Trade, Net",6,42.43,45.2,47.8
Total Inventory,-,-,0.12,-
Prepaid Expenses,-,-,19.96,14.3
"Other Current Assets, Total",57,34.62,0.77,0.2
Total Assets,1697,1699.1,1354.86,1418.95
"Property/Plant/Equipment, Total - Net 65 75.36 1.57 2.62  Property/Plant/Equipment, Total - Gross - - 7.46 6.76  Accumulated Depreciation, Total - - -5.89 -4.14  Goodwill, Net 118 140.43 - -  Intangibles, Net 86 65.1 37.73 -  Long Term Investments 49 5.1 0.1 0.1  Note Receivable - Long Term 870 - - -  Other Long Term Assets, Total 1 53.84 6.9 30.93  Other Assets, Total -819 - - -","Property/Plant/Equipment, Total - Net 65 75.36 1.57 2.62  Property/Plant/Equipment, Total - Gross - - 7.46 6.76  Accumulated Depreciation, Total - - -5.89 -4.14  Goodwill, Net 118 140.43 - -  Intangibles, Net 86 65.1 37.73 -  Long Term Investments 49 5.1 0.1 0.1  Note Receivable - Long Term 870 - - -  Other Long Term Assets, Total 1 53.84 6.9 30.93  Other Assets, Total -819 - - -","Property/Plant/Equipment, Total - Net 65 75.36 1.57 2.62  Property/Plant/Equipment, Total - Gross - - 7.46 6.76  Accumulated Depreciation, Total - - -5.89 -4.14  Goodwill, Net 118 140.43 - -  Intangibles, Net 86 65.1 37.73 -  Long Term Investments 49 5.1 0.1 0.1  Note Receivable - Long Term 870 - - -  Other Long Term Assets, Total 1 53.84 6.9 30.93  Other Assets, Total -819 - - -","Property/Plant/Equipment, Total - Net 65 75.36 1.57 2.62  Property/Plant/Equipment, Total - Gross - - 7.46 6.76  Accumulated Depreciation, Total - - -5.89 -4.14  Goodwill, Net 118 140.43 - -  Intangibles, Net 86 65.1 37.73 -  Long Term Investments 49 5.1 0.1 0.1  Note Receivable - Long Term 870 - - -  Other Long Term Assets, Total 1 53.84 6.9 30.93  Other Assets, Total -819 - - -","Property/Plant/Equipment, Total - Net 65 75.36 1.57 2.62  Property/Plant/Equipment, Total - Gross - - 7.46 6.76  Accumulated Depreciation, Total - - -5.89 -4.14  Goodwill, Net 118 140.43 - -  Intangibles, Net 86 65.1 37.73 -  Long Term Investments 49 5.1 0.1 0.1  Note Receivable - Long Term 870 - - -  Other Long Term Assets, Total 1 53.84 6.9 30.93  Other Assets, Total -819 - - -"
"Property/Plant/Equipment, Total - Net",65,75.36,1.57,2.62
"Property/Plant/Equipment, Total - Gross",-,-,7.46,6.76
"Accumulated Depreciation, Total",-,-,-5.89,-4.14
"Goodwill, Net",118,140.43,-,-
"Intangibles, Net",86,65.1,37.73,-
Long Term Investments,49,5.1,0.1,0.1
Note Receivable - Long Term,870,-,-,-
"Other Long Term Assets, Total",1,53.84,6.9,30.93
"Other Assets, Total",-819,-,-,-
Total Current Liabilities,987,818.43,541.09,493.21
