Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,54523,49310,44606,36747
"Cash and Short Term Investments 1030 679 1735 4292  Cash - - - -  Cash & Equivalents 1030 679 1735 4292  Short Term Investments - - - -  Total Receivables, Net 26493 24779 24172 18875  Accounts Receivables - Trade, Net 26493 24684 23367 18875  Total Inventory 25813 22386 17592 12794  Prepaid Expenses 67 61 52 60  Other Current Assets, Total 1120 1405 1055 726","Cash and Short Term Investments 1030 679 1735 4292  Cash - - - -  Cash & Equivalents 1030 679 1735 4292  Short Term Investments - - - -  Total Receivables, Net 26493 24779 24172 18875  Accounts Receivables - Trade, Net 26493 24684 23367 18875  Total Inventory 25813 22386 17592 12794  Prepaid Expenses 67 61 52 60  Other Current Assets, Total 1120 1405 1055 726","Cash and Short Term Investments 1030 679 1735 4292  Cash - - - -  Cash & Equivalents 1030 679 1735 4292  Short Term Investments - - - -  Total Receivables, Net 26493 24779 24172 18875  Accounts Receivables - Trade, Net 26493 24684 23367 18875  Total Inventory 25813 22386 17592 12794  Prepaid Expenses 67 61 52 60  Other Current Assets, Total 1120 1405 1055 726","Cash and Short Term Investments 1030 679 1735 4292  Cash - - - -  Cash & Equivalents 1030 679 1735 4292  Short Term Investments - - - -  Total Receivables, Net 26493 24779 24172 18875  Accounts Receivables - Trade, Net 26493 24684 23367 18875  Total Inventory 25813 22386 17592 12794  Prepaid Expenses 67 61 52 60  Other Current Assets, Total 1120 1405 1055 726","Cash and Short Term Investments 1030 679 1735 4292  Cash - - - -  Cash & Equivalents 1030 679 1735 4292  Short Term Investments - - - -  Total Receivables, Net 26493 24779 24172 18875  Accounts Receivables - Trade, Net 26493 24684 23367 18875  Total Inventory 25813 22386 17592 12794  Prepaid Expenses 67 61 52 60  Other Current Assets, Total 1120 1405 1055 726"
Cash and Short Term Investments,1030,679,1735,4292
Cash,-,-,-,-
Cash & Equivalents,1030,679,1735,4292
Short Term Investments,-,-,-,-
"Total Receivables, Net",26493,24779,24172,18875
"Accounts Receivables - Trade, Net",26493,24684,23367,18875
Total Inventory,25813,22386,17592,12794
Prepaid Expenses,67,61,52,60
"Other Current Assets, Total",1120,1405,1055,726
Total Assets,75455,71099,66145,56004
"Property/Plant/Equipment, Total - Net 17978 18467 17825 16877  Property/Plant/Equipment, Total - Gross - 48554 45730 43657  Accumulated Depreciation, Total - -30088 -27908 -26779  Goodwill, Net 74 164 290 -  Intangibles, Net 348 442 408 410  Long Term Investments 1417 1455 1479 1059  Note Receivable - Long Term - 95 - -  Other Long Term Assets, Total 2 1 1537 911  Other Assets, Total 1553 272 - -","Property/Plant/Equipment, Total - Net 17978 18467 17825 16877  Property/Plant/Equipment, Total - Gross - 48554 45730 43657  Accumulated Depreciation, Total - -30088 -27908 -26779  Goodwill, Net 74 164 290 -  Intangibles, Net 348 442 408 410  Long Term Investments 1417 1455 1479 1059  Note Receivable - Long Term - 95 - -  Other Long Term Assets, Total 2 1 1537 911  Other Assets, Total 1553 272 - -","Property/Plant/Equipment, Total - Net 17978 18467 17825 16877  Property/Plant/Equipment, Total - Gross - 48554 45730 43657  Accumulated Depreciation, Total - -30088 -27908 -26779  Goodwill, Net 74 164 290 -  Intangibles, Net 348 442 408 410  Long Term Investments 1417 1455 1479 1059  Note Receivable - Long Term - 95 - -  Other Long Term Assets, Total 2 1 1537 911  Other Assets, Total 1553 272 - -","Property/Plant/Equipment, Total - Net 17978 18467 17825 16877  Property/Plant/Equipment, Total - Gross - 48554 45730 43657  Accumulated Depreciation, Total - -30088 -27908 -26779  Goodwill, Net 74 164 290 -  Intangibles, Net 348 442 408 410  Long Term Investments 1417 1455 1479 1059  Note Receivable - Long Term - 95 - -  Other Long Term Assets, Total 2 1 1537 911  Other Assets, Total 1553 272 - -","Property/Plant/Equipment, Total - Net 17978 18467 17825 16877  Property/Plant/Equipment, Total - Gross - 48554 45730 43657  Accumulated Depreciation, Total - -30088 -27908 -26779  Goodwill, Net 74 164 290 -  Intangibles, Net 348 442 408 410  Long Term Investments 1417 1455 1479 1059  Note Receivable - Long Term - 95 - -  Other Long Term Assets, Total 2 1 1537 911  Other Assets, Total 1553 272 - -"
"Property/Plant/Equipment, Total - Net",17978,18467,17825,16877
"Property/Plant/Equipment, Total - Gross",-,48554,45730,43657
"Accumulated Depreciation, Total",-,-30088,-27908,-26779
"Goodwill, Net",74,164,290,-
"Intangibles, Net",348,442,408,410
Long Term Investments,1417,1455,1479,1059
Note Receivable - Long Term,-,95,-,-
"Other Long Term Assets, Total",2,1,1537,911
"Other Assets, Total",1553,272,-,-
Total Current Liabilities,22801,24695,23365,13392
