Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,3005.7,2815.18,2438.39,2496.95
"Cash and Short Term Investments 1962.44 1442.79 992.93 1241.1  Cash - - - -  Cash & Equivalents 1962.44 1442.79 992.93 1241.1  Short Term Investments - - - -  Total Receivables, Net 829.98 1243.68 1297.75 1091.35  Accounts Receivables - Trade, Net 825.78 1243.68 1297.75 1091.35  Total Inventory 22.47 28.99 36.7 62.15  Prepaid Expenses 61.21 - - -  Other Current Assets, Total 129.6 99.73 111.02 102.35","Cash and Short Term Investments 1962.44 1442.79 992.93 1241.1  Cash - - - -  Cash & Equivalents 1962.44 1442.79 992.93 1241.1  Short Term Investments - - - -  Total Receivables, Net 829.98 1243.68 1297.75 1091.35  Accounts Receivables - Trade, Net 825.78 1243.68 1297.75 1091.35  Total Inventory 22.47 28.99 36.7 62.15  Prepaid Expenses 61.21 - - -  Other Current Assets, Total 129.6 99.73 111.02 102.35","Cash and Short Term Investments 1962.44 1442.79 992.93 1241.1  Cash - - - -  Cash & Equivalents 1962.44 1442.79 992.93 1241.1  Short Term Investments - - - -  Total Receivables, Net 829.98 1243.68 1297.75 1091.35  Accounts Receivables - Trade, Net 825.78 1243.68 1297.75 1091.35  Total Inventory 22.47 28.99 36.7 62.15  Prepaid Expenses 61.21 - - -  Other Current Assets, Total 129.6 99.73 111.02 102.35","Cash and Short Term Investments 1962.44 1442.79 992.93 1241.1  Cash - - - -  Cash & Equivalents 1962.44 1442.79 992.93 1241.1  Short Term Investments - - - -  Total Receivables, Net 829.98 1243.68 1297.75 1091.35  Accounts Receivables - Trade, Net 825.78 1243.68 1297.75 1091.35  Total Inventory 22.47 28.99 36.7 62.15  Prepaid Expenses 61.21 - - -  Other Current Assets, Total 129.6 99.73 111.02 102.35","Cash and Short Term Investments 1962.44 1442.79 992.93 1241.1  Cash - - - -  Cash & Equivalents 1962.44 1442.79 992.93 1241.1  Short Term Investments - - - -  Total Receivables, Net 829.98 1243.68 1297.75 1091.35  Accounts Receivables - Trade, Net 825.78 1243.68 1297.75 1091.35  Total Inventory 22.47 28.99 36.7 62.15  Prepaid Expenses 61.21 - - -  Other Current Assets, Total 129.6 99.73 111.02 102.35"
Cash and Short Term Investments,1962.44,1442.79,992.93,1241.1
Cash,-,-,-,-
Cash & Equivalents,1962.44,1442.79,992.93,1241.1
Short Term Investments,-,-,-,-
"Total Receivables, Net",829.98,1243.68,1297.75,1091.35
"Accounts Receivables - Trade, Net",825.78,1243.68,1297.75,1091.35
Total Inventory,22.47,28.99,36.7,62.15
Prepaid Expenses,61.21,-,-,-
"Other Current Assets, Total",129.6,99.73,111.02,102.35
