Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1270870,1262005,1096446,1170535
"Cash and Short Term Investments 447317 565517 553432 390844  Cash - - - -  Cash & Equivalents 440878 561261 550587 387003  Short Term Investments 6439 4256 2845 3841  Total Receivables, Net 38126 63290 54599 58289  Accounts Receivables - Trade, Net 29721 40809 8965 7116  Total Inventory 757127 615053 478492 709240  Prepaid Expenses - 1364 8859 8454  Other Current Assets, Total 28300 16781 1064 3708","Cash and Short Term Investments 447317 565517 553432 390844  Cash - - - -  Cash & Equivalents 440878 561261 550587 387003  Short Term Investments 6439 4256 2845 3841  Total Receivables, Net 38126 63290 54599 58289  Accounts Receivables - Trade, Net 29721 40809 8965 7116  Total Inventory 757127 615053 478492 709240  Prepaid Expenses - 1364 8859 8454  Other Current Assets, Total 28300 16781 1064 3708","Cash and Short Term Investments 447317 565517 553432 390844  Cash - - - -  Cash & Equivalents 440878 561261 550587 387003  Short Term Investments 6439 4256 2845 3841  Total Receivables, Net 38126 63290 54599 58289  Accounts Receivables - Trade, Net 29721 40809 8965 7116  Total Inventory 757127 615053 478492 709240  Prepaid Expenses - 1364 8859 8454  Other Current Assets, Total 28300 16781 1064 3708","Cash and Short Term Investments 447317 565517 553432 390844  Cash - - - -  Cash & Equivalents 440878 561261 550587 387003  Short Term Investments 6439 4256 2845 3841  Total Receivables, Net 38126 63290 54599 58289  Accounts Receivables - Trade, Net 29721 40809 8965 7116  Total Inventory 757127 615053 478492 709240  Prepaid Expenses - 1364 8859 8454  Other Current Assets, Total 28300 16781 1064 3708","Cash and Short Term Investments 447317 565517 553432 390844  Cash - - - -  Cash & Equivalents 440878 561261 550587 387003  Short Term Investments 6439 4256 2845 3841  Total Receivables, Net 38126 63290 54599 58289  Accounts Receivables - Trade, Net 29721 40809 8965 7116  Total Inventory 757127 615053 478492 709240  Prepaid Expenses - 1364 8859 8454  Other Current Assets, Total 28300 16781 1064 3708"
Cash and Short Term Investments,447317,565517,553432,390844
Cash,-,-,-,-
Cash & Equivalents,440878,561261,550587,387003
Short Term Investments,6439,4256,2845,3841
"Total Receivables, Net",38126,63290,54599,58289
"Accounts Receivables - Trade, Net",29721,40809,8965,7116
Total Inventory,757127,615053,478492,709240
Prepaid Expenses,-,1364,8859,8454
