Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3743,4018,3970,4378.22
"Cash and Short Term Investments 3399 3794 3651 4076.52  Cash - - - -  Cash & Equivalents 3399 3794 3651 4076.52  Short Term Investments - - - -  Total Receivables, Net 12 12 13 16.46  Accounts Receivables - Trade, Net 12 12 13 16.46  Total Inventory 244 134 192 193.51  Prepaid Expenses - 53 50 53.2  Other Current Assets, Total 88 25 64 38.53","Cash and Short Term Investments 3399 3794 3651 4076.52  Cash - - - -  Cash & Equivalents 3399 3794 3651 4076.52  Short Term Investments - - - -  Total Receivables, Net 12 12 13 16.46  Accounts Receivables - Trade, Net 12 12 13 16.46  Total Inventory 244 134 192 193.51  Prepaid Expenses - 53 50 53.2  Other Current Assets, Total 88 25 64 38.53","Cash and Short Term Investments 3399 3794 3651 4076.52  Cash - - - -  Cash & Equivalents 3399 3794 3651 4076.52  Short Term Investments - - - -  Total Receivables, Net 12 12 13 16.46  Accounts Receivables - Trade, Net 12 12 13 16.46  Total Inventory 244 134 192 193.51  Prepaid Expenses - 53 50 53.2  Other Current Assets, Total 88 25 64 38.53","Cash and Short Term Investments 3399 3794 3651 4076.52  Cash - - - -  Cash & Equivalents 3399 3794 3651 4076.52  Short Term Investments - - - -  Total Receivables, Net 12 12 13 16.46  Accounts Receivables - Trade, Net 12 12 13 16.46  Total Inventory 244 134 192 193.51  Prepaid Expenses - 53 50 53.2  Other Current Assets, Total 88 25 64 38.53","Cash and Short Term Investments 3399 3794 3651 4076.52  Cash - - - -  Cash & Equivalents 3399 3794 3651 4076.52  Short Term Investments - - - -  Total Receivables, Net 12 12 13 16.46  Accounts Receivables - Trade, Net 12 12 13 16.46  Total Inventory 244 134 192 193.51  Prepaid Expenses - 53 50 53.2  Other Current Assets, Total 88 25 64 38.53"
Cash and Short Term Investments,3399,3794,3651,4076.52
Cash,-,-,-,-
Cash & Equivalents,3399,3794,3651,4076.52
Short Term Investments,-,-,-,-
"Total Receivables, Net",12,12,13,16.46
"Accounts Receivables - Trade, Net",12,12,13,16.46
Total Inventory,244,134,192,193.51
Prepaid Expenses,-,53,50,53.2
"Other Current Assets, Total",88,25,64,38.53
Total Assets,5781,5915,5835,6102.82
