Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,611396,558713,523966,460607
"Cash and Short Term Investments 187322 205314 200830 167113  Cash - - - -  Cash & Equivalents 187322 205251 200770 166898  Short Term Investments - 63 60 215  Total Receivables, Net 153555 136776 129280 133473  Accounts Receivables - Trade, Net 150635 135998 125908 125243  Total Inventory 249618 198536 175576 147147  Prepaid Expenses - 9723 8800 7786  Other Current Assets, Total 20901 8364 9480 5088","Cash and Short Term Investments 187322 205314 200830 167113  Cash - - - -  Cash & Equivalents 187322 205251 200770 166898  Short Term Investments - 63 60 215  Total Receivables, Net 153555 136776 129280 133473  Accounts Receivables - Trade, Net 150635 135998 125908 125243  Total Inventory 249618 198536 175576 147147  Prepaid Expenses - 9723 8800 7786  Other Current Assets, Total 20901 8364 9480 5088","Cash and Short Term Investments 187322 205314 200830 167113  Cash - - - -  Cash & Equivalents 187322 205251 200770 166898  Short Term Investments - 63 60 215  Total Receivables, Net 153555 136776 129280 133473  Accounts Receivables - Trade, Net 150635 135998 125908 125243  Total Inventory 249618 198536 175576 147147  Prepaid Expenses - 9723 8800 7786  Other Current Assets, Total 20901 8364 9480 5088","Cash and Short Term Investments 187322 205314 200830 167113  Cash - - - -  Cash & Equivalents 187322 205251 200770 166898  Short Term Investments - 63 60 215  Total Receivables, Net 153555 136776 129280 133473  Accounts Receivables - Trade, Net 150635 135998 125908 125243  Total Inventory 249618 198536 175576 147147  Prepaid Expenses - 9723 8800 7786  Other Current Assets, Total 20901 8364 9480 5088","Cash and Short Term Investments 187322 205314 200830 167113  Cash - - - -  Cash & Equivalents 187322 205251 200770 166898  Short Term Investments - 63 60 215  Total Receivables, Net 153555 136776 129280 133473  Accounts Receivables - Trade, Net 150635 135998 125908 125243  Total Inventory 249618 198536 175576 147147  Prepaid Expenses - 9723 8800 7786  Other Current Assets, Total 20901 8364 9480 5088"
Cash and Short Term Investments,187322,205314,200830,167113
Cash,-,-,-,-
Cash & Equivalents,187322,205251,200770,166898
Short Term Investments,-,63,60,215
"Total Receivables, Net",153555,136776,129280,133473
"Accounts Receivables - Trade, Net",150635,135998,125908,125243
Total Inventory,249618,198536,175576,147147
Prepaid Expenses,-,9723,8800,7786
"Other Current Assets, Total",20901,8364,9480,5088
