Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Current Assets,23633,19652,24936.54,14900.12
"Cash and Short Term Investments 11676 7973 6598.35 4979.58  Cash - - - -  Cash & Equivalents 11676 7973 6598.35 4979.58  Short Term Investments - - - -  Total Receivables, Net -76 -36 -30.65 -  Accounts Receivables - Trade, Net -76 -36 -30.65 -  Total Inventory 10492 10360 17295.74 8577.49  Prepaid Expenses - 1078.52 807.31 1106.28  Other Current Assets, Total 1541 1355 265.8 236.77","Cash and Short Term Investments 11676 7973 6598.35 4979.58  Cash - - - -  Cash & Equivalents 11676 7973 6598.35 4979.58  Short Term Investments - - - -  Total Receivables, Net -76 -36 -30.65 -  Accounts Receivables - Trade, Net -76 -36 -30.65 -  Total Inventory 10492 10360 17295.74 8577.49  Prepaid Expenses - 1078.52 807.31 1106.28  Other Current Assets, Total 1541 1355 265.8 236.77","Cash and Short Term Investments 11676 7973 6598.35 4979.58  Cash - - - -  Cash & Equivalents 11676 7973 6598.35 4979.58  Short Term Investments - - - -  Total Receivables, Net -76 -36 -30.65 -  Accounts Receivables - Trade, Net -76 -36 -30.65 -  Total Inventory 10492 10360 17295.74 8577.49  Prepaid Expenses - 1078.52 807.31 1106.28  Other Current Assets, Total 1541 1355 265.8 236.77","Cash and Short Term Investments 11676 7973 6598.35 4979.58  Cash - - - -  Cash & Equivalents 11676 7973 6598.35 4979.58  Short Term Investments - - - -  Total Receivables, Net -76 -36 -30.65 -  Accounts Receivables - Trade, Net -76 -36 -30.65 -  Total Inventory 10492 10360 17295.74 8577.49  Prepaid Expenses - 1078.52 807.31 1106.28  Other Current Assets, Total 1541 1355 265.8 236.77","Cash and Short Term Investments 11676 7973 6598.35 4979.58  Cash - - - -  Cash & Equivalents 11676 7973 6598.35 4979.58  Short Term Investments - - - -  Total Receivables, Net -76 -36 -30.65 -  Accounts Receivables - Trade, Net -76 -36 -30.65 -  Total Inventory 10492 10360 17295.74 8577.49  Prepaid Expenses - 1078.52 807.31 1106.28  Other Current Assets, Total 1541 1355 265.8 236.77"
Cash and Short Term Investments,11676,7973,6598.35,4979.58
Cash,-,-,-,-
Cash & Equivalents,11676,7973,6598.35,4979.58
Short Term Investments,-,-,-,-
"Total Receivables, Net",-76,-36,-30.65,-
"Accounts Receivables - Trade, Net",-76,-36,-30.65,-
Total Inventory,10492,10360,17295.74,8577.49
Prepaid Expenses,-,1078.52,807.31,1106.28
