Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2577,2425.2,1366.59,1043.99
"Cash and Short Term Investments 1155 1639 896.56 518.16  Cash - - - -  Cash & Equivalents 1155 1639.07 896.56 518.16  Short Term Investments - - - -  Total Receivables, Net 1224 613 363.23 326.44  Accounts Receivables - Trade, Net 1224 613 363.23 326.44  Total Inventory 35 38.78 25.07 63.99  Prepaid Expenses 147 123 63.27 68.22  Other Current Assets, Total 16 12 18.46 67.17","Cash and Short Term Investments 1155 1639 896.56 518.16  Cash - - - -  Cash & Equivalents 1155 1639.07 896.56 518.16  Short Term Investments - - - -  Total Receivables, Net 1224 613 363.23 326.44  Accounts Receivables - Trade, Net 1224 613 363.23 326.44  Total Inventory 35 38.78 25.07 63.99  Prepaid Expenses 147 123 63.27 68.22  Other Current Assets, Total 16 12 18.46 67.17","Cash and Short Term Investments 1155 1639 896.56 518.16  Cash - - - -  Cash & Equivalents 1155 1639.07 896.56 518.16  Short Term Investments - - - -  Total Receivables, Net 1224 613 363.23 326.44  Accounts Receivables - Trade, Net 1224 613 363.23 326.44  Total Inventory 35 38.78 25.07 63.99  Prepaid Expenses 147 123 63.27 68.22  Other Current Assets, Total 16 12 18.46 67.17","Cash and Short Term Investments 1155 1639 896.56 518.16  Cash - - - -  Cash & Equivalents 1155 1639.07 896.56 518.16  Short Term Investments - - - -  Total Receivables, Net 1224 613 363.23 326.44  Accounts Receivables - Trade, Net 1224 613 363.23 326.44  Total Inventory 35 38.78 25.07 63.99  Prepaid Expenses 147 123 63.27 68.22  Other Current Assets, Total 16 12 18.46 67.17","Cash and Short Term Investments 1155 1639 896.56 518.16  Cash - - - -  Cash & Equivalents 1155 1639.07 896.56 518.16  Short Term Investments - - - -  Total Receivables, Net 1224 613 363.23 326.44  Accounts Receivables - Trade, Net 1224 613 363.23 326.44  Total Inventory 35 38.78 25.07 63.99  Prepaid Expenses 147 123 63.27 68.22  Other Current Assets, Total 16 12 18.46 67.17"
Cash and Short Term Investments,1155,1639,896.56,518.16
Cash,-,-,-,-
Cash & Equivalents,1155,1639.07,896.56,518.16
Short Term Investments,-,-,-,-
"Total Receivables, Net",1224,613,363.23,326.44
"Accounts Receivables - Trade, Net",1224,613,363.23,326.44
Total Inventory,35,38.78,25.07,63.99
Prepaid Expenses,147,123,63.27,68.22
"Other Current Assets, Total",16,12,18.46,67.17
Total Assets,2881,2692,1499.03,1215.9
"Property/Plant/Equipment, Total - Net 103 71 28.27 60.26  Property/Plant/Equipment, Total - Gross - - 60.04 -  Accumulated Depreciation, Total - - -31.77 -  Goodwill, Net - - - -  Intangibles, Net 67 80.33 97.5 91.52  Long Term Investments 54 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6.67 20.13  Other Assets, Total -1094 -493 - -","Property/Plant/Equipment, Total - Net 103 71 28.27 60.26  Property/Plant/Equipment, Total - Gross - - 60.04 -  Accumulated Depreciation, Total - - -31.77 -  Goodwill, Net - - - -  Intangibles, Net 67 80.33 97.5 91.52  Long Term Investments 54 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6.67 20.13  Other Assets, Total -1094 -493 - -","Property/Plant/Equipment, Total - Net 103 71 28.27 60.26  Property/Plant/Equipment, Total - Gross - - 60.04 -  Accumulated Depreciation, Total - - -31.77 -  Goodwill, Net - - - -  Intangibles, Net 67 80.33 97.5 91.52  Long Term Investments 54 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6.67 20.13  Other Assets, Total -1094 -493 - -","Property/Plant/Equipment, Total - Net 103 71 28.27 60.26  Property/Plant/Equipment, Total - Gross - - 60.04 -  Accumulated Depreciation, Total - - -31.77 -  Goodwill, Net - - - -  Intangibles, Net 67 80.33 97.5 91.52  Long Term Investments 54 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6.67 20.13  Other Assets, Total -1094 -493 - -","Property/Plant/Equipment, Total - Net 103 71 28.27 60.26  Property/Plant/Equipment, Total - Gross - - 60.04 -  Accumulated Depreciation, Total - - -31.77 -  Goodwill, Net - - - -  Intangibles, Net 67 80.33 97.5 91.52  Long Term Investments 54 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6.67 20.13  Other Assets, Total -1094 -493 - -"
"Property/Plant/Equipment, Total - Net",103,71,28.27,60.26
"Property/Plant/Equipment, Total - Gross",-,-,60.04,-
"Accumulated Depreciation, Total",-,-,-31.77,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",67,80.33,97.5,91.52
Long Term Investments,54,-,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,1,6.67,20.13
"Other Assets, Total",-1094,-493,-,-
Total Current Liabilities,768,766,563.04,689.03
"Accounts Payable 370 285 201.43 229.43  Payable/Accrued - - - -  Accrued Expenses 103 77 109.66 139.25  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 50 58 72.33 57.99  Other Current liabilities, Total 245 346 179.62 262.36","Accounts Payable 370 285 201.43 229.43  Payable/Accrued - - - -  Accrued Expenses 103 77 109.66 139.25  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 50 58 72.33 57.99  Other Current liabilities, Total 245 346 179.62 262.36","Accounts Payable 370 285 201.43 229.43  Payable/Accrued - - - -  Accrued Expenses 103 77 109.66 139.25  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 50 58 72.33 57.99  Other Current liabilities, Total 245 346 179.62 262.36","Accounts Payable 370 285 201.43 229.43  Payable/Accrued - - - -  Accrued Expenses 103 77 109.66 139.25  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 50 58 72.33 57.99  Other Current liabilities, Total 245 346 179.62 262.36","Accounts Payable 370 285 201.43 229.43  Payable/Accrued - - - -  Accrued Expenses 103 77 109.66 139.25  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 50 58 72.33 57.99  Other Current liabilities, Total 245 346 179.62 262.36"
Accounts Payable,370,285,201.43,229.43
Payable/Accrued,-,-,-,-
Accrued Expenses,103,77,109.66,139.25
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,50,58,72.33,57.99
"Other Current liabilities, Total",245,346,179.62,262.36
Total Liabilities,1351,1400.49,1255.99,777.95
"Total Long Term Debt 582 633 691.24 87.44  Long Term Debt 582 633 691.24 83.56  Capital Lease Obligations - - - 3.88  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 2 1.72 1.48","Total Long Term Debt 582 633 691.24 87.44  Long Term Debt 582 633 691.24 83.56  Capital Lease Obligations - - - 3.88  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 2 1.72 1.48","Total Long Term Debt 582 633 691.24 87.44  Long Term Debt 582 633 691.24 83.56  Capital Lease Obligations - - - 3.88  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 2 1.72 1.48","Total Long Term Debt 582 633 691.24 87.44  Long Term Debt 582 633 691.24 83.56  Capital Lease Obligations - - - 3.88  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 2 1.72 1.48","Total Long Term Debt 582 633 691.24 87.44  Long Term Debt 582 633 691.24 83.56  Capital Lease Obligations - - - 3.88  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 2 1.72 1.48"
Total Long Term Debt,582,633,691.24,87.44
Long Term Debt,582,633,691.24,83.56
Capital Lease Obligations,-,-,-,3.88
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",1,2,1.72,1.48
Total Equity,1530,1291,243.03,437.96
