Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,10034,9339,8845,5670.32
"Cash and Short Term Investments 5893 5672 6094 3402.92  Cash - - - -  Cash & Equivalents 5893 5672 6094 3402.92  Short Term Investments - - - -  Total Receivables, Net 2896 2287 1921 1613.51  Accounts Receivables - Trade, Net 2896 2287 1921 1613.51  Total Inventory - 61 86 88.62  Prepaid Expenses 1241 949 723 543.38  Other Current Assets, Total 4 370 21 21.89","Cash and Short Term Investments 5893 5672 6094 3402.92  Cash - - - -  Cash & Equivalents 5893 5672 6094 3402.92  Short Term Investments - - - -  Total Receivables, Net 2896 2287 1921 1613.51  Accounts Receivables - Trade, Net 2896 2287 1921 1613.51  Total Inventory - 61 86 88.62  Prepaid Expenses 1241 949 723 543.38  Other Current Assets, Total 4 370 21 21.89","Cash and Short Term Investments 5893 5672 6094 3402.92  Cash - - - -  Cash & Equivalents 5893 5672 6094 3402.92  Short Term Investments - - - -  Total Receivables, Net 2896 2287 1921 1613.51  Accounts Receivables - Trade, Net 2896 2287 1921 1613.51  Total Inventory - 61 86 88.62  Prepaid Expenses 1241 949 723 543.38  Other Current Assets, Total 4 370 21 21.89","Cash and Short Term Investments 5893 5672 6094 3402.92  Cash - - - -  Cash & Equivalents 5893 5672 6094 3402.92  Short Term Investments - - - -  Total Receivables, Net 2896 2287 1921 1613.51  Accounts Receivables - Trade, Net 2896 2287 1921 1613.51  Total Inventory - 61 86 88.62  Prepaid Expenses 1241 949 723 543.38  Other Current Assets, Total 4 370 21 21.89","Cash and Short Term Investments 5893 5672 6094 3402.92  Cash - - - -  Cash & Equivalents 5893 5672 6094 3402.92  Short Term Investments - - - -  Total Receivables, Net 2896 2287 1921 1613.51  Accounts Receivables - Trade, Net 2896 2287 1921 1613.51  Total Inventory - 61 86 88.62  Prepaid Expenses 1241 949 723 543.38  Other Current Assets, Total 4 370 21 21.89"
Cash and Short Term Investments,5893,5672,6094,3402.92
Cash,-,-,-,-
Cash & Equivalents,5893,5672,6094,3402.92
Short Term Investments,-,-,-,-
"Total Receivables, Net",2896,2287,1921,1613.51
"Accounts Receivables - Trade, Net",2896,2287,1921,1613.51
Total Inventory,-,61,86,88.62
Prepaid Expenses,1241,949,723,543.38
"Other Current Assets, Total",4,370,21,21.89
Total Assets,15523,13834,15562,15445.71
