Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,6147,5918,6290,6369
"Cash and Short Term Investments 2319 2354 2635 2512  Cash - - - -  Cash & Equivalents 2319 2354 2635 2512  Short Term Investments - - - -  Total Receivables, Net 2565 2364 2442 2462  Accounts Receivables - Trade, Net 2565 2364 2442 2462  Total Inventory 1220 1156 1180 1365  Prepaid Expenses 26 24 20 23  Other Current Assets, Total 17 20 13 7","Cash and Short Term Investments 2319 2354 2635 2512  Cash - - - -  Cash & Equivalents 2319 2354 2635 2512  Short Term Investments - - - -  Total Receivables, Net 2565 2364 2442 2462  Accounts Receivables - Trade, Net 2565 2364 2442 2462  Total Inventory 1220 1156 1180 1365  Prepaid Expenses 26 24 20 23  Other Current Assets, Total 17 20 13 7","Cash and Short Term Investments 2319 2354 2635 2512  Cash - - - -  Cash & Equivalents 2319 2354 2635 2512  Short Term Investments - - - -  Total Receivables, Net 2565 2364 2442 2462  Accounts Receivables - Trade, Net 2565 2364 2442 2462  Total Inventory 1220 1156 1180 1365  Prepaid Expenses 26 24 20 23  Other Current Assets, Total 17 20 13 7","Cash and Short Term Investments 2319 2354 2635 2512  Cash - - - -  Cash & Equivalents 2319 2354 2635 2512  Short Term Investments - - - -  Total Receivables, Net 2565 2364 2442 2462  Accounts Receivables - Trade, Net 2565 2364 2442 2462  Total Inventory 1220 1156 1180 1365  Prepaid Expenses 26 24 20 23  Other Current Assets, Total 17 20 13 7","Cash and Short Term Investments 2319 2354 2635 2512  Cash - - - -  Cash & Equivalents 2319 2354 2635 2512  Short Term Investments - - - -  Total Receivables, Net 2565 2364 2442 2462  Accounts Receivables - Trade, Net 2565 2364 2442 2462  Total Inventory 1220 1156 1180 1365  Prepaid Expenses 26 24 20 23  Other Current Assets, Total 17 20 13 7"
Cash and Short Term Investments,2319,2354,2635,2512
Cash,-,-,-,-
Cash & Equivalents,2319,2354,2635,2512
Short Term Investments,-,-,-,-
"Total Receivables, Net",2565,2364,2442,2462
"Accounts Receivables - Trade, Net",2565,2364,2442,2462
Total Inventory,1220,1156,1180,1365
Prepaid Expenses,26,24,20,23
"Other Current Assets, Total",17,20,13,7
Total Assets,13706,14452,15853,15462
