Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2373,2001.02,1669.76,2365.3
"Cash and Short Term Investments 1177 1134.81 714.28 1597.03  Cash - - - -  Cash & Equivalents 1177 1134.81 714.28 1597.03  Short Term Investments - - - -  Total Receivables, Net 967 806.25 919.05 734.66  Accounts Receivables - Trade, Net 927 806.25 919.05 733.72  Total Inventory 3 5.93 6.18 3.06  Prepaid Expenses - - 27.1 28.7  Other Current Assets, Total 226 54.03 3.15 1.85","Cash and Short Term Investments 1177 1134.81 714.28 1597.03  Cash - - - -  Cash & Equivalents 1177 1134.81 714.28 1597.03  Short Term Investments - - - -  Total Receivables, Net 967 806.25 919.05 734.66  Accounts Receivables - Trade, Net 927 806.25 919.05 733.72  Total Inventory 3 5.93 6.18 3.06  Prepaid Expenses - - 27.1 28.7  Other Current Assets, Total 226 54.03 3.15 1.85","Cash and Short Term Investments 1177 1134.81 714.28 1597.03  Cash - - - -  Cash & Equivalents 1177 1134.81 714.28 1597.03  Short Term Investments - - - -  Total Receivables, Net 967 806.25 919.05 734.66  Accounts Receivables - Trade, Net 927 806.25 919.05 733.72  Total Inventory 3 5.93 6.18 3.06  Prepaid Expenses - - 27.1 28.7  Other Current Assets, Total 226 54.03 3.15 1.85","Cash and Short Term Investments 1177 1134.81 714.28 1597.03  Cash - - - -  Cash & Equivalents 1177 1134.81 714.28 1597.03  Short Term Investments - - - -  Total Receivables, Net 967 806.25 919.05 734.66  Accounts Receivables - Trade, Net 927 806.25 919.05 733.72  Total Inventory 3 5.93 6.18 3.06  Prepaid Expenses - - 27.1 28.7  Other Current Assets, Total 226 54.03 3.15 1.85","Cash and Short Term Investments 1177 1134.81 714.28 1597.03  Cash - - - -  Cash & Equivalents 1177 1134.81 714.28 1597.03  Short Term Investments - - - -  Total Receivables, Net 967 806.25 919.05 734.66  Accounts Receivables - Trade, Net 927 806.25 919.05 733.72  Total Inventory 3 5.93 6.18 3.06  Prepaid Expenses - - 27.1 28.7  Other Current Assets, Total 226 54.03 3.15 1.85"
Cash and Short Term Investments,1177,1134.81,714.28,1597.03
Cash,-,-,-,-
Cash & Equivalents,1177,1134.81,714.28,1597.03
Short Term Investments,-,-,-,-
"Total Receivables, Net",967,806.25,919.05,734.66
"Accounts Receivables - Trade, Net",927,806.25,919.05,733.72
Total Inventory,3,5.93,6.18,3.06
Prepaid Expenses,-,-,27.1,28.7
"Other Current Assets, Total",226,54.03,3.15,1.85
Total Assets,4277,3160.9,2596.95,2615.98
