Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Current Assets,15400,10012,13584.92,9624.64
"Cash and Short Term Investments 10464 6302 8492.51 5833.44  Cash - - - -  Cash & Equivalents 10464 6302 8492.51 5833.44  Short Term Investments - - - -  Total Receivables, Net 3231 2380 3134.41 3224.03  Accounts Receivables - Trade, Net 1696 1852 1812.18 2968  Total Inventory - - - -  Prepaid Expenses 557 533 411.25 413.83  Other Current Assets, Total 1148 797 1546.75 153.34","Cash and Short Term Investments 10464 6302 8492.51 5833.44  Cash - - - -  Cash & Equivalents 10464 6302 8492.51 5833.44  Short Term Investments - - - -  Total Receivables, Net 3231 2380 3134.41 3224.03  Accounts Receivables - Trade, Net 1696 1852 1812.18 2968  Total Inventory - - - -  Prepaid Expenses 557 533 411.25 413.83  Other Current Assets, Total 1148 797 1546.75 153.34","Cash and Short Term Investments 10464 6302 8492.51 5833.44  Cash - - - -  Cash & Equivalents 10464 6302 8492.51 5833.44  Short Term Investments - - - -  Total Receivables, Net 3231 2380 3134.41 3224.03  Accounts Receivables - Trade, Net 1696 1852 1812.18 2968  Total Inventory - - - -  Prepaid Expenses 557 533 411.25 413.83  Other Current Assets, Total 1148 797 1546.75 153.34","Cash and Short Term Investments 10464 6302 8492.51 5833.44  Cash - - - -  Cash & Equivalents 10464 6302 8492.51 5833.44  Short Term Investments - - - -  Total Receivables, Net 3231 2380 3134.41 3224.03  Accounts Receivables - Trade, Net 1696 1852 1812.18 2968  Total Inventory - - - -  Prepaid Expenses 557 533 411.25 413.83  Other Current Assets, Total 1148 797 1546.75 153.34","Cash and Short Term Investments 10464 6302 8492.51 5833.44  Cash - - - -  Cash & Equivalents 10464 6302 8492.51 5833.44  Short Term Investments - - - -  Total Receivables, Net 3231 2380 3134.41 3224.03  Accounts Receivables - Trade, Net 1696 1852 1812.18 2968  Total Inventory - - - -  Prepaid Expenses 557 533 411.25 413.83  Other Current Assets, Total 1148 797 1546.75 153.34"
Cash and Short Term Investments,10464,6302,8492.51,5833.44
Cash,-,-,-,-
Cash & Equivalents,10464,6302,8492.51,5833.44
Short Term Investments,-,-,-,-
"Total Receivables, Net",3231,2380,3134.41,3224.03
"Accounts Receivables - Trade, Net",1696,1852,1812.18,2968
Total Inventory,-,-,-,-
Prepaid Expenses,557,533,411.25,413.83
"Other Current Assets, Total",1148,797,1546.75,153.34
Total Assets,26550,18362,25012.29,20006.96
