Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,7005,6166,6591,7485.96
"Cash and Short Term Investments 2071 1871 2019 907.2  Cash - - - -  Cash & Equivalents 971 771 819 907.2  Short Term Investments 1100 1100 1200 -  Total Receivables, Net 2482 1679 2827 3009.81  Accounts Receivables - Trade, Net 2482 1679 2827 2293.07  Total Inventory 2198 2296 1656 1522.62  Prepaid Expenses 8 8 8 6.83  Other Current Assets, Total 246 312 81 2039.51","Cash and Short Term Investments 2071 1871 2019 907.2  Cash - - - -  Cash & Equivalents 971 771 819 907.2  Short Term Investments 1100 1100 1200 -  Total Receivables, Net 2482 1679 2827 3009.81  Accounts Receivables - Trade, Net 2482 1679 2827 2293.07  Total Inventory 2198 2296 1656 1522.62  Prepaid Expenses 8 8 8 6.83  Other Current Assets, Total 246 312 81 2039.51","Cash and Short Term Investments 2071 1871 2019 907.2  Cash - - - -  Cash & Equivalents 971 771 819 907.2  Short Term Investments 1100 1100 1200 -  Total Receivables, Net 2482 1679 2827 3009.81  Accounts Receivables - Trade, Net 2482 1679 2827 2293.07  Total Inventory 2198 2296 1656 1522.62  Prepaid Expenses 8 8 8 6.83  Other Current Assets, Total 246 312 81 2039.51","Cash and Short Term Investments 2071 1871 2019 907.2  Cash - - - -  Cash & Equivalents 971 771 819 907.2  Short Term Investments 1100 1100 1200 -  Total Receivables, Net 2482 1679 2827 3009.81  Accounts Receivables - Trade, Net 2482 1679 2827 2293.07  Total Inventory 2198 2296 1656 1522.62  Prepaid Expenses 8 8 8 6.83  Other Current Assets, Total 246 312 81 2039.51","Cash and Short Term Investments 2071 1871 2019 907.2  Cash - - - -  Cash & Equivalents 971 771 819 907.2  Short Term Investments 1100 1100 1200 -  Total Receivables, Net 2482 1679 2827 3009.81  Accounts Receivables - Trade, Net 2482 1679 2827 2293.07  Total Inventory 2198 2296 1656 1522.62  Prepaid Expenses 8 8 8 6.83  Other Current Assets, Total 246 312 81 2039.51"
Cash and Short Term Investments,2071,1871,2019,907.2
Cash,-,-,-,-
Cash & Equivalents,971,771,819,907.2
Short Term Investments,1100,1100,1200,-
"Total Receivables, Net",2482,1679,2827,3009.81
"Accounts Receivables - Trade, Net",2482,1679,2827,2293.07
Total Inventory,2198,2296,1656,1522.62
Prepaid Expenses,8,8,8,6.83
"Other Current Assets, Total",246,312,81,2039.51
Total Assets,10990,9683,8524,8783.8
