Period Ending:,202231/12,202230/06,202131/12,202031/12
Total Current Assets,7180,8537,7633.65,6465.65
"Cash and Short Term Investments 2888 4403 2738.07 2972.45  Cash - - - -  Cash & Equivalents 2888 4403 2738.07 2972.45  Short Term Investments - - - -  Total Receivables, Net 103 128 811.92 995.84  Accounts Receivables - Trade, Net 103 128 145.64 150.62  Total Inventory - - - -  Prepaid Expenses - - 153.53 126.46  Other Current Assets, Total 4189 4006 3930.14 2370.9","Cash and Short Term Investments 2888 4403 2738.07 2972.45  Cash - - - -  Cash & Equivalents 2888 4403 2738.07 2972.45  Short Term Investments - - - -  Total Receivables, Net 103 128 811.92 995.84  Accounts Receivables - Trade, Net 103 128 145.64 150.62  Total Inventory - - - -  Prepaid Expenses - - 153.53 126.46  Other Current Assets, Total 4189 4006 3930.14 2370.9","Cash and Short Term Investments 2888 4403 2738.07 2972.45  Cash - - - -  Cash & Equivalents 2888 4403 2738.07 2972.45  Short Term Investments - - - -  Total Receivables, Net 103 128 811.92 995.84  Accounts Receivables - Trade, Net 103 128 145.64 150.62  Total Inventory - - - -  Prepaid Expenses - - 153.53 126.46  Other Current Assets, Total 4189 4006 3930.14 2370.9","Cash and Short Term Investments 2888 4403 2738.07 2972.45  Cash - - - -  Cash & Equivalents 2888 4403 2738.07 2972.45  Short Term Investments - - - -  Total Receivables, Net 103 128 811.92 995.84  Accounts Receivables - Trade, Net 103 128 145.64 150.62  Total Inventory - - - -  Prepaid Expenses - - 153.53 126.46  Other Current Assets, Total 4189 4006 3930.14 2370.9","Cash and Short Term Investments 2888 4403 2738.07 2972.45  Cash - - - -  Cash & Equivalents 2888 4403 2738.07 2972.45  Short Term Investments - - - -  Total Receivables, Net 103 128 811.92 995.84  Accounts Receivables - Trade, Net 103 128 145.64 150.62  Total Inventory - - - -  Prepaid Expenses - - 153.53 126.46  Other Current Assets, Total 4189 4006 3930.14 2370.9"
Cash and Short Term Investments,2888,4403,2738.07,2972.45
Cash,-,-,-,-
Cash & Equivalents,2888,4403,2738.07,2972.45
Short Term Investments,-,-,-,-
"Total Receivables, Net",103,128,811.92,995.84
"Accounts Receivables - Trade, Net",103,128,145.64,150.62
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,153.53,126.46
"Other Current Assets, Total",4189,4006,3930.14,2370.9
Total Assets,141248,140960,140743.56,97111.71
