Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,12149,9674,6817.57,6818.18
"Cash and Short Term Investments 3882 3946 2270.47 2412.52  Cash - - - -  Cash & Equivalents 3882 3946 2270.47 2412.52  Short Term Investments - - - -  Total Receivables, Net 11 8 31.15 6.33  Accounts Receivables - Trade, Net 11 8 31.15 6.33  Total Inventory 7612 5185 4030.44 4070.31  Prepaid Expenses 128 99 459.06 302.34  Other Current Assets, Total 516 436 26.46 26.67","Cash and Short Term Investments 3882 3946 2270.47 2412.52  Cash - - - -  Cash & Equivalents 3882 3946 2270.47 2412.52  Short Term Investments - - - -  Total Receivables, Net 11 8 31.15 6.33  Accounts Receivables - Trade, Net 11 8 31.15 6.33  Total Inventory 7612 5185 4030.44 4070.31  Prepaid Expenses 128 99 459.06 302.34  Other Current Assets, Total 516 436 26.46 26.67","Cash and Short Term Investments 3882 3946 2270.47 2412.52  Cash - - - -  Cash & Equivalents 3882 3946 2270.47 2412.52  Short Term Investments - - - -  Total Receivables, Net 11 8 31.15 6.33  Accounts Receivables - Trade, Net 11 8 31.15 6.33  Total Inventory 7612 5185 4030.44 4070.31  Prepaid Expenses 128 99 459.06 302.34  Other Current Assets, Total 516 436 26.46 26.67","Cash and Short Term Investments 3882 3946 2270.47 2412.52  Cash - - - -  Cash & Equivalents 3882 3946 2270.47 2412.52  Short Term Investments - - - -  Total Receivables, Net 11 8 31.15 6.33  Accounts Receivables - Trade, Net 11 8 31.15 6.33  Total Inventory 7612 5185 4030.44 4070.31  Prepaid Expenses 128 99 459.06 302.34  Other Current Assets, Total 516 436 26.46 26.67","Cash and Short Term Investments 3882 3946 2270.47 2412.52  Cash - - - -  Cash & Equivalents 3882 3946 2270.47 2412.52  Short Term Investments - - - -  Total Receivables, Net 11 8 31.15 6.33  Accounts Receivables - Trade, Net 11 8 31.15 6.33  Total Inventory 7612 5185 4030.44 4070.31  Prepaid Expenses 128 99 459.06 302.34  Other Current Assets, Total 516 436 26.46 26.67"
Cash and Short Term Investments,3882,3946,2270.47,2412.52
Cash,-,-,-,-
Cash & Equivalents,3882,3946,2270.47,2412.52
Short Term Investments,-,-,-,-
"Total Receivables, Net",11,8,31.15,6.33
"Accounts Receivables - Trade, Net",11,8,31.15,6.33
Total Inventory,7612,5185,4030.44,4070.31
Prepaid Expenses,128,99,459.06,302.34
"Other Current Assets, Total",516,436,26.46,26.67
Total Assets,15400,12117,8398.36,8190.68
"Property/Plant/Equipment, Total - Net 2020 1669 987.63 788.53  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 524 305 191.45 90.64  Long Term Investments 571 369 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 401.71 493.32  Other Assets, Total 8251 5711 - -","Property/Plant/Equipment, Total - Net 2020 1669 987.63 788.53  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 524 305 191.45 90.64  Long Term Investments 571 369 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 401.71 493.32  Other Assets, Total 8251 5711 - -","Property/Plant/Equipment, Total - Net 2020 1669 987.63 788.53  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 524 305 191.45 90.64  Long Term Investments 571 369 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 401.71 493.32  Other Assets, Total 8251 5711 - -","Property/Plant/Equipment, Total - Net 2020 1669 987.63 788.53  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 524 305 191.45 90.64  Long Term Investments 571 369 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 401.71 493.32  Other Assets, Total 8251 5711 - -","Property/Plant/Equipment, Total - Net 2020 1669 987.63 788.53  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 524 305 191.45 90.64  Long Term Investments 571 369 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 401.71 493.32  Other Assets, Total 8251 5711 - -"
"Property/Plant/Equipment, Total - Net",2020,1669,987.63,788.53
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",524,305,191.45,90.64
Long Term Investments,571,369,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,2,401.71,493.32
"Other Assets, Total",8251,5711,-,-
Total Current Liabilities,6443,4549,3553,3723.11
"Accounts Payable 42 10 68.11 26.68  Payable/Accrued - - - -  Accrued Expenses 66 25 21.67 20.68  Notes Payable/Short Term Debt 3435 1738 1542 1882.7  Current Port. of LT Debt/Capital Leases 248 293 324.25 279.46  Other Current liabilities, Total 2652 2483 1598 1513.59","Accounts Payable 42 10 68.11 26.68  Payable/Accrued - - - -  Accrued Expenses 66 25 21.67 20.68  Notes Payable/Short Term Debt 3435 1738 1542 1882.7  Current Port. of LT Debt/Capital Leases 248 293 324.25 279.46  Other Current liabilities, Total 2652 2483 1598 1513.59","Accounts Payable 42 10 68.11 26.68  Payable/Accrued - - - -  Accrued Expenses 66 25 21.67 20.68  Notes Payable/Short Term Debt 3435 1738 1542 1882.7  Current Port. of LT Debt/Capital Leases 248 293 324.25 279.46  Other Current liabilities, Total 2652 2483 1598 1513.59","Accounts Payable 42 10 68.11 26.68  Payable/Accrued - - - -  Accrued Expenses 66 25 21.67 20.68  Notes Payable/Short Term Debt 3435 1738 1542 1882.7  Current Port. of LT Debt/Capital Leases 248 293 324.25 279.46  Other Current liabilities, Total 2652 2483 1598 1513.59","Accounts Payable 42 10 68.11 26.68  Payable/Accrued - - - -  Accrued Expenses 66 25 21.67 20.68  Notes Payable/Short Term Debt 3435 1738 1542 1882.7  Current Port. of LT Debt/Capital Leases 248 293 324.25 279.46  Other Current liabilities, Total 2652 2483 1598 1513.59"
Accounts Payable,42,10,68.11,26.68
Payable/Accrued,-,-,-,-
Accrued Expenses,66,25,21.67,20.68
Notes Payable/Short Term Debt,3435,1738,1542,1882.7
Current Port. of LT Debt/Capital Leases,248,293,324.25,279.46
"Other Current liabilities, Total",2652,2483,1598,1513.59
Total Liabilities,9177,6784,4944,5252.97
