Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,23747,19627,27866,19042
"Cash and Short Term Investments 17837 14663 23249 13349  Cash - - - -  Cash & Equivalents 16705 13396 21568 13349  Short Term Investments 1132 1267 1681 -  Total Receivables, Net 1351 904 757 693  Accounts Receivables - Trade, Net 1107 687 541 453  Total Inventory 3790 3343 3189 3160  Prepaid Expenses 552 505 463 435  Other Current Assets, Total 217 212 208 1405","Cash and Short Term Investments 17837 14663 23249 13349  Cash - - - -  Cash & Equivalents 16705 13396 21568 13349  Short Term Investments 1132 1267 1681 -  Total Receivables, Net 1351 904 757 693  Accounts Receivables - Trade, Net 1107 687 541 453  Total Inventory 3790 3343 3189 3160  Prepaid Expenses 552 505 463 435  Other Current Assets, Total 217 212 208 1405","Cash and Short Term Investments 17837 14663 23249 13349  Cash - - - -  Cash & Equivalents 16705 13396 21568 13349  Short Term Investments 1132 1267 1681 -  Total Receivables, Net 1351 904 757 693  Accounts Receivables - Trade, Net 1107 687 541 453  Total Inventory 3790 3343 3189 3160  Prepaid Expenses 552 505 463 435  Other Current Assets, Total 217 212 208 1405","Cash and Short Term Investments 17837 14663 23249 13349  Cash - - - -  Cash & Equivalents 16705 13396 21568 13349  Short Term Investments 1132 1267 1681 -  Total Receivables, Net 1351 904 757 693  Accounts Receivables - Trade, Net 1107 687 541 453  Total Inventory 3790 3343 3189 3160  Prepaid Expenses 552 505 463 435  Other Current Assets, Total 217 212 208 1405","Cash and Short Term Investments 17837 14663 23249 13349  Cash - - - -  Cash & Equivalents 16705 13396 21568 13349  Short Term Investments 1132 1267 1681 -  Total Receivables, Net 1351 904 757 693  Accounts Receivables - Trade, Net 1107 687 541 453  Total Inventory 3790 3343 3189 3160  Prepaid Expenses 552 505 463 435  Other Current Assets, Total 217 212 208 1405"
Cash and Short Term Investments,17837,14663,23249,13349
Cash,-,-,-,-
Cash & Equivalents,16705,13396,21568,13349
Short Term Investments,1132,1267,1681,-
"Total Receivables, Net",1351,904,757,693
"Accounts Receivables - Trade, Net",1107,687,541,453
Total Inventory,3790,3343,3189,3160
Prepaid Expenses,552,505,463,435
"Other Current Assets, Total",217,212,208,1405
Total Assets,99148,87266,90845,77066
"Property/Plant/Equipment, Total - Net 63891 56500 51795 47773  Property/Plant/Equipment, Total - Gross 96014 86199 79171 72799  Accumulated Depreciation, Total -32122 -29699 -27378 -25026  Goodwill, Net - - - -  Intangibles, Net 539 301 389 365  Long Term Investments 9061 9058 9160 51  Note Receivable - Long Term 244 217 216 -  Other Long Term Assets, Total 2 2 1 9835  Other Assets, Total 5696 5696 5955 -","Property/Plant/Equipment, Total - Net 63891 56500 51795 47773  Property/Plant/Equipment, Total - Gross 96014 86199 79171 72799  Accumulated Depreciation, Total -32122 -29699 -27378 -25026  Goodwill, Net - - - -  Intangibles, Net 539 301 389 365  Long Term Investments 9061 9058 9160 51  Note Receivable - Long Term 244 217 216 -  Other Long Term Assets, Total 2 2 1 9835  Other Assets, Total 5696 5696 5955 -","Property/Plant/Equipment, Total - Net 63891 56500 51795 47773  Property/Plant/Equipment, Total - Gross 96014 86199 79171 72799  Accumulated Depreciation, Total -32122 -29699 -27378 -25026  Goodwill, Net - - - -  Intangibles, Net 539 301 389 365  Long Term Investments 9061 9058 9160 51  Note Receivable - Long Term 244 217 216 -  Other Long Term Assets, Total 2 2 1 9835  Other Assets, Total 5696 5696 5955 -","Property/Plant/Equipment, Total - Net 63891 56500 51795 47773  Property/Plant/Equipment, Total - Gross 96014 86199 79171 72799  Accumulated Depreciation, Total -32122 -29699 -27378 -25026  Goodwill, Net - - - -  Intangibles, Net 539 301 389 365  Long Term Investments 9061 9058 9160 51  Note Receivable - Long Term 244 217 216 -  Other Long Term Assets, Total 2 2 1 9835  Other Assets, Total 5696 5696 5955 -","Property/Plant/Equipment, Total - Net 63891 56500 51795 47773  Property/Plant/Equipment, Total - Gross 96014 86199 79171 72799  Accumulated Depreciation, Total -32122 -29699 -27378 -25026  Goodwill, Net - - - -  Intangibles, Net 539 301 389 365  Long Term Investments 9061 9058 9160 51  Note Receivable - Long Term 244 217 216 -  Other Long Term Assets, Total 2 2 1 9835  Other Assets, Total 5696 5696 5955 -"
"Property/Plant/Equipment, Total - Net",63891,56500,51795,47773
"Property/Plant/Equipment, Total - Gross",96014,86199,79171,72799
"Accumulated Depreciation, Total",-32122,-29699,-27378,-25026
"Goodwill, Net",-,-,-,-
"Intangibles, Net",539,301,389,365
Long Term Investments,9061,9058,9160,51
Note Receivable - Long Term,244,217,216,-
"Other Long Term Assets, Total",2,2,1,9835
"Other Assets, Total",5696,5696,5955,-
Total Current Liabilities,22886,21109,27779,24772
"Accounts Payable 9485 8615 14868 13726  Payable/Accrued - - - -  Accrued Expenses 1407 1297 1403 2879  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 4626 3809 4234 3954  Other Current liabilities, Total 7368 7388 7274 4213","Accounts Payable 9485 8615 14868 13726  Payable/Accrued - - - -  Accrued Expenses 1407 1297 1403 2879  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 4626 3809 4234 3954  Other Current liabilities, Total 7368 7388 7274 4213","Accounts Payable 9485 8615 14868 13726  Payable/Accrued - - - -  Accrued Expenses 1407 1297 1403 2879  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 4626 3809 4234 3954  Other Current liabilities, Total 7368 7388 7274 4213","Accounts Payable 9485 8615 14868 13726  Payable/Accrued - - - -  Accrued Expenses 1407 1297 1403 2879  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 4626 3809 4234 3954  Other Current liabilities, Total 7368 7388 7274 4213","Accounts Payable 9485 8615 14868 13726  Payable/Accrued - - - -  Accrued Expenses 1407 1297 1403 2879  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 4626 3809 4234 3954  Other Current liabilities, Total 7368 7388 7274 4213"
Accounts Payable,9485,8615,14868,13726
Payable/Accrued,-,-,-,-
Accrued Expenses,1407,1297,1403,2879
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,4626,3809,4234,3954
"Other Current liabilities, Total",7368,7388,7274,4213
Total Liabilities,44343,37867,46630,42413
"Total Long Term Debt 14811 10278 12653 11869  Long Term Debt 14057 9431 11718 10678  Capital Lease Obligations 754 847 935 1191  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6646 6480 6198 5772","Total Long Term Debt 14811 10278 12653 11869  Long Term Debt 14057 9431 11718 10678  Capital Lease Obligations 754 847 935 1191  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6646 6480 6198 5772","Total Long Term Debt 14811 10278 12653 11869  Long Term Debt 14057 9431 11718 10678  Capital Lease Obligations 754 847 935 1191  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6646 6480 6198 5772","Total Long Term Debt 14811 10278 12653 11869  Long Term Debt 14057 9431 11718 10678  Capital Lease Obligations 754 847 935 1191  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6646 6480 6198 5772","Total Long Term Debt 14811 10278 12653 11869  Long Term Debt 14057 9431 11718 10678  Capital Lease Obligations 754 847 935 1191  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6646 6480 6198 5772"
Total Long Term Debt,14811,10278,12653,11869
Long Term Debt,14057,9431,11718,10678
Capital Lease Obligations,754,847,935,1191
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",6646,6480,6198,5772
Total Equity,54805,49399,44215,34653
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5430 5430 5430 3114  Additional Paid-In Capital 5383 5379 5374 3058  Retained Earnings (Accumulated Deficit) 43930 38579 33415 28618  Treasury Stock - Common -102 -111 -133 -137  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 164 122 129 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5430 5430 5430 3114  Additional Paid-In Capital 5383 5379 5374 3058  Retained Earnings (Accumulated Deficit) 43930 38579 33415 28618  Treasury Stock - Common -102 -111 -133 -137  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 164 122 129 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5430 5430 5430 3114  Additional Paid-In Capital 5383 5379 5374 3058  Retained Earnings (Accumulated Deficit) 43930 38579 33415 28618  Treasury Stock - Common -102 -111 -133 -137  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 164 122 129 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5430 5430 5430 3114  Additional Paid-In Capital 5383 5379 5374 3058  Retained Earnings (Accumulated Deficit) 43930 38579 33415 28618  Treasury Stock - Common -102 -111 -133 -137  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 164 122 129 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5430 5430 5430 3114  Additional Paid-In Capital 5383 5379 5374 3058  Retained Earnings (Accumulated Deficit) 43930 38579 33415 28618  Treasury Stock - Common -102 -111 -133 -137  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 164 122 129 -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",5430,5430,5430,3114
Additional Paid-In Capital,5383,5379,5374,3058
Retained Earnings (Accumulated Deficit),43930,38579,33415,28618
Treasury Stock - Common,-102,-111,-133,-137
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",164,122,129,-
Total Liabilities & Shareholders' Equity,99148,87266,90845,77066
Total Common Shares Outstanding,21.37,21.36,20.08,19.79
Total Preferred Shares Outstanding,-,-,-,-
