Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Current Assets,22863,19453,8453,5512.19
"Cash and Short Term Investments 12824 15448 6386 4279.18  Cash - - - -  Cash & Equivalents 11842 15275 6386 4279.18  Short Term Investments 982 173 - -  Total Receivables, Net 667 284 66 -4.85  Accounts Receivables - Trade, Net 667 284 66 -4.85  Total Inventory 8056 2891 1442 708.49  Prepaid Expenses - 493 407 402.23  Other Current Assets, Total 1316 830 152 127.14","Cash and Short Term Investments 12824 15448 6386 4279.18  Cash - - - -  Cash & Equivalents 11842 15275 6386 4279.18  Short Term Investments 982 173 - -  Total Receivables, Net 667 284 66 -4.85  Accounts Receivables - Trade, Net 667 284 66 -4.85  Total Inventory 8056 2891 1442 708.49  Prepaid Expenses - 493 407 402.23  Other Current Assets, Total 1316 830 152 127.14","Cash and Short Term Investments 12824 15448 6386 4279.18  Cash - - - -  Cash & Equivalents 11842 15275 6386 4279.18  Short Term Investments 982 173 - -  Total Receivables, Net 667 284 66 -4.85  Accounts Receivables - Trade, Net 667 284 66 -4.85  Total Inventory 8056 2891 1442 708.49  Prepaid Expenses - 493 407 402.23  Other Current Assets, Total 1316 830 152 127.14","Cash and Short Term Investments 12824 15448 6386 4279.18  Cash - - - -  Cash & Equivalents 11842 15275 6386 4279.18  Short Term Investments 982 173 - -  Total Receivables, Net 667 284 66 -4.85  Accounts Receivables - Trade, Net 667 284 66 -4.85  Total Inventory 8056 2891 1442 708.49  Prepaid Expenses - 493 407 402.23  Other Current Assets, Total 1316 830 152 127.14","Cash and Short Term Investments 12824 15448 6386 4279.18  Cash - - - -  Cash & Equivalents 11842 15275 6386 4279.18  Short Term Investments 982 173 - -  Total Receivables, Net 667 284 66 -4.85  Accounts Receivables - Trade, Net 667 284 66 -4.85  Total Inventory 8056 2891 1442 708.49  Prepaid Expenses - 493 407 402.23  Other Current Assets, Total 1316 830 152 127.14"
Cash and Short Term Investments,12824,15448,6386,4279.18
Cash,-,-,-,-
Cash & Equivalents,11842,15275,6386,4279.18
Short Term Investments,982,173,-,-
"Total Receivables, Net",667,284,66,-4.85
"Accounts Receivables - Trade, Net",667,284,66,-4.85
Total Inventory,8056,2891,1442,708.49
Prepaid Expenses,-,493,407,402.23
"Other Current Assets, Total",1316,830,152,127.14
Total Assets,55152,48594,18584,11839.54
