Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,93474,96276,84323,82753
"Cash and Short Term Investments 33631 37314 21903 20693  Cash - - - -  Cash & Equivalents 19331 25814 9703 7804  Short Term Investments 14300 11500 12200 12889  Total Receivables, Net 34945 37968 42950 42658  Accounts Receivables - Trade, Net 34945 37968 42950 42658  Total Inventory 21282 19222 16972 16648  Prepaid Expenses 416 361 379 399  Other Current Assets, Total 3200 1411 2119 2355","Cash and Short Term Investments 33631 37314 21903 20693  Cash - - - -  Cash & Equivalents 19331 25814 9703 7804  Short Term Investments 14300 11500 12200 12889  Total Receivables, Net 34945 37968 42950 42658  Accounts Receivables - Trade, Net 34945 37968 42950 42658  Total Inventory 21282 19222 16972 16648  Prepaid Expenses 416 361 379 399  Other Current Assets, Total 3200 1411 2119 2355","Cash and Short Term Investments 33631 37314 21903 20693  Cash - - - -  Cash & Equivalents 19331 25814 9703 7804  Short Term Investments 14300 11500 12200 12889  Total Receivables, Net 34945 37968 42950 42658  Accounts Receivables - Trade, Net 34945 37968 42950 42658  Total Inventory 21282 19222 16972 16648  Prepaid Expenses 416 361 379 399  Other Current Assets, Total 3200 1411 2119 2355","Cash and Short Term Investments 33631 37314 21903 20693  Cash - - - -  Cash & Equivalents 19331 25814 9703 7804  Short Term Investments 14300 11500 12200 12889  Total Receivables, Net 34945 37968 42950 42658  Accounts Receivables - Trade, Net 34945 37968 42950 42658  Total Inventory 21282 19222 16972 16648  Prepaid Expenses 416 361 379 399  Other Current Assets, Total 3200 1411 2119 2355","Cash and Short Term Investments 33631 37314 21903 20693  Cash - - - -  Cash & Equivalents 19331 25814 9703 7804  Short Term Investments 14300 11500 12200 12889  Total Receivables, Net 34945 37968 42950 42658  Accounts Receivables - Trade, Net 34945 37968 42950 42658  Total Inventory 21282 19222 16972 16648  Prepaid Expenses 416 361 379 399  Other Current Assets, Total 3200 1411 2119 2355"
Cash and Short Term Investments,33631,37314,21903,20693
Cash,-,-,-,-
Cash & Equivalents,19331,25814,9703,7804
Short Term Investments,14300,11500,12200,12889
"Total Receivables, Net",34945,37968,42950,42658
"Accounts Receivables - Trade, Net",34945,37968,42950,42658
Total Inventory,21282,19222,16972,16648
Prepaid Expenses,416,361,379,399
"Other Current Assets, Total",3200,1411,2119,2355
Total Assets,158156,154350,142740,136579
"Property/Plant/Equipment, Total - Net 48233 39772 39934 39046  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 684 770 803 -  Intangibles, Net 1612 1674 1265 700  Long Term Investments 13389 15120 14186 11684  Note Receivable - Long Term - 456 1963 -  Other Long Term Assets, Total 2 2 2 2396  Other Assets, Total 4599 -5099 -9432 -","Property/Plant/Equipment, Total - Net 48233 39772 39934 39046  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 684 770 803 -  Intangibles, Net 1612 1674 1265 700  Long Term Investments 13389 15120 14186 11684  Note Receivable - Long Term - 456 1963 -  Other Long Term Assets, Total 2 2 2 2396  Other Assets, Total 4599 -5099 -9432 -","Property/Plant/Equipment, Total - Net 48233 39772 39934 39046  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 684 770 803 -  Intangibles, Net 1612 1674 1265 700  Long Term Investments 13389 15120 14186 11684  Note Receivable - Long Term - 456 1963 -  Other Long Term Assets, Total 2 2 2 2396  Other Assets, Total 4599 -5099 -9432 -","Property/Plant/Equipment, Total - Net 48233 39772 39934 39046  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 684 770 803 -  Intangibles, Net 1612 1674 1265 700  Long Term Investments 13389 15120 14186 11684  Note Receivable - Long Term - 456 1963 -  Other Long Term Assets, Total 2 2 2 2396  Other Assets, Total 4599 -5099 -9432 -","Property/Plant/Equipment, Total - Net 48233 39772 39934 39046  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 684 770 803 -  Intangibles, Net 1612 1674 1265 700  Long Term Investments 13389 15120 14186 11684  Note Receivable - Long Term - 456 1963 -  Other Long Term Assets, Total 2 2 2 2396  Other Assets, Total 4599 -5099 -9432 -"
"Property/Plant/Equipment, Total - Net",48233,39772,39934,39046
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",684,770,803,-
"Intangibles, Net",1612,1674,1265,700
Long Term Investments,13389,15120,14186,11684
Note Receivable - Long Term,-,456,1963,-
"Other Long Term Assets, Total",2,2,2,2396
"Other Assets, Total",4599,-5099,-9432,-
Total Current Liabilities,29838,33686,36742,38615
"Accounts Payable 18909 23213 25697 26622  Payable/Accrued - - - -  Accrued Expenses 4649 4593 4813 6003  Notes Payable/Short Term Debt 902 965 739 1463  Current Port. of LT Debt/Capital Leases 25 27 23 952  Other Current liabilities, Total 5353 4888 5470 3575","Accounts Payable 18909 23213 25697 26622  Payable/Accrued - - - -  Accrued Expenses 4649 4593 4813 6003  Notes Payable/Short Term Debt 902 965 739 1463  Current Port. of LT Debt/Capital Leases 25 27 23 952  Other Current liabilities, Total 5353 4888 5470 3575","Accounts Payable 18909 23213 25697 26622  Payable/Accrued - - - -  Accrued Expenses 4649 4593 4813 6003  Notes Payable/Short Term Debt 902 965 739 1463  Current Port. of LT Debt/Capital Leases 25 27 23 952  Other Current liabilities, Total 5353 4888 5470 3575","Accounts Payable 18909 23213 25697 26622  Payable/Accrued - - - -  Accrued Expenses 4649 4593 4813 6003  Notes Payable/Short Term Debt 902 965 739 1463  Current Port. of LT Debt/Capital Leases 25 27 23 952  Other Current liabilities, Total 5353 4888 5470 3575","Accounts Payable 18909 23213 25697 26622  Payable/Accrued - - - -  Accrued Expenses 4649 4593 4813 6003  Notes Payable/Short Term Debt 902 965 739 1463  Current Port. of LT Debt/Capital Leases 25 27 23 952  Other Current liabilities, Total 5353 4888 5470 3575"
Accounts Payable,18909,23213,25697,26622
Payable/Accrued,-,-,-,-
Accrued Expenses,4649,4593,4813,6003
Notes Payable/Short Term Debt,902,965,739,1463
Current Port. of LT Debt/Capital Leases,25,27,23,952
"Other Current liabilities, Total",5353,4888,5470,3575
Total Liabilities,46194,41341,42154,44397
"Total Long Term Debt 10140 241 281 435  Long Term Debt 10140 241 281 315  Capital Lease Obligations - - 114 120  Deferred Income Tax 4814 5861 2295 1600  Minority Interest 426 324 304 384  Other Liabilities, Total 74 -969 750 3363","Total Long Term Debt 10140 241 281 435  Long Term Debt 10140 241 281 315  Capital Lease Obligations - - 114 120  Deferred Income Tax 4814 5861 2295 1600  Minority Interest 426 324 304 384  Other Liabilities, Total 74 -969 750 3363","Total Long Term Debt 10140 241 281 435  Long Term Debt 10140 241 281 315  Capital Lease Obligations - - 114 120  Deferred Income Tax 4814 5861 2295 1600  Minority Interest 426 324 304 384  Other Liabilities, Total 74 -969 750 3363","Total Long Term Debt 10140 241 281 435  Long Term Debt 10140 241 281 315  Capital Lease Obligations - - 114 120  Deferred Income Tax 4814 5861 2295 1600  Minority Interest 426 324 304 384  Other Liabilities, Total 74 -969 750 3363","Total Long Term Debt 10140 241 281 435  Long Term Debt 10140 241 281 315  Capital Lease Obligations - - 114 120  Deferred Income Tax 4814 5861 2295 1600  Minority Interest 426 324 304 384  Other Liabilities, Total 74 -969 750 3363"
Total Long Term Debt,10140,241,281,435
Long Term Debt,10140,241,281,315
Capital Lease Obligations,-,-,114,120
