Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1738,1608.74,1326.14,692.7
"Cash and Short Term Investments 1333 1244.51 953.13 533.23  Cash - - - -  Cash & Equivalents 1333 1244.51 953.13 533.23  Short Term Investments - - - -  Total Receivables, Net 360 321.23 353.11 128.45  Accounts Receivables - Trade, Net 360 321.23 353.11 128.45  Total Inventory 1 - - -  Prepaid Expenses 39 38.81 19.87 8.36  Other Current Assets, Total 5 4.19 0.03 22.67","Cash and Short Term Investments 1333 1244.51 953.13 533.23  Cash - - - -  Cash & Equivalents 1333 1244.51 953.13 533.23  Short Term Investments - - - -  Total Receivables, Net 360 321.23 353.11 128.45  Accounts Receivables - Trade, Net 360 321.23 353.11 128.45  Total Inventory 1 - - -  Prepaid Expenses 39 38.81 19.87 8.36  Other Current Assets, Total 5 4.19 0.03 22.67","Cash and Short Term Investments 1333 1244.51 953.13 533.23  Cash - - - -  Cash & Equivalents 1333 1244.51 953.13 533.23  Short Term Investments - - - -  Total Receivables, Net 360 321.23 353.11 128.45  Accounts Receivables - Trade, Net 360 321.23 353.11 128.45  Total Inventory 1 - - -  Prepaid Expenses 39 38.81 19.87 8.36  Other Current Assets, Total 5 4.19 0.03 22.67","Cash and Short Term Investments 1333 1244.51 953.13 533.23  Cash - - - -  Cash & Equivalents 1333 1244.51 953.13 533.23  Short Term Investments - - - -  Total Receivables, Net 360 321.23 353.11 128.45  Accounts Receivables - Trade, Net 360 321.23 353.11 128.45  Total Inventory 1 - - -  Prepaid Expenses 39 38.81 19.87 8.36  Other Current Assets, Total 5 4.19 0.03 22.67","Cash and Short Term Investments 1333 1244.51 953.13 533.23  Cash - - - -  Cash & Equivalents 1333 1244.51 953.13 533.23  Short Term Investments - - - -  Total Receivables, Net 360 321.23 353.11 128.45  Accounts Receivables - Trade, Net 360 321.23 353.11 128.45  Total Inventory 1 - - -  Prepaid Expenses 39 38.81 19.87 8.36  Other Current Assets, Total 5 4.19 0.03 22.67"
Cash and Short Term Investments,1333,1244.51,953.13,533.23
Cash,-,-,-,-
Cash & Equivalents,1333,1244.51,953.13,533.23
Short Term Investments,-,-,-,-
"Total Receivables, Net",360,321.23,353.11,128.45
"Accounts Receivables - Trade, Net",360,321.23,353.11,128.45
Total Inventory,1,-,-,-
Prepaid Expenses,39,38.81,19.87,8.36
"Other Current Assets, Total",5,4.19,0.03,22.67
Total Assets,2669,2128.15,1780.67,1033.56
