Period Ending:,202131/08,202031/08,201931/08,201831/08
Total Current Assets,512.3,573.98,610.03,775.86
"Cash and Short Term Investments 161.5 127.63 124.9 83.07  Cash - - - -  Cash & Equivalents 161.5 127.63 124.9 83.07  Short Term Investments - - - -  Total Receivables, Net 37.55 47.41 67.61 113.21  Accounts Receivables - Trade, Net 37.55 47.41 67.61 113.21  Total Inventory 270.16 373.68 373.58 460.91  Prepaid Expenses 43.08 - - -  Other Current Assets, Total 0.01 25.26 43.94 118.66","Cash and Short Term Investments 161.5 127.63 124.9 83.07  Cash - - - -  Cash & Equivalents 161.5 127.63 124.9 83.07  Short Term Investments - - - -  Total Receivables, Net 37.55 47.41 67.61 113.21  Accounts Receivables - Trade, Net 37.55 47.41 67.61 113.21  Total Inventory 270.16 373.68 373.58 460.91  Prepaid Expenses 43.08 - - -  Other Current Assets, Total 0.01 25.26 43.94 118.66","Cash and Short Term Investments 161.5 127.63 124.9 83.07  Cash - - - -  Cash & Equivalents 161.5 127.63 124.9 83.07  Short Term Investments - - - -  Total Receivables, Net 37.55 47.41 67.61 113.21  Accounts Receivables - Trade, Net 37.55 47.41 67.61 113.21  Total Inventory 270.16 373.68 373.58 460.91  Prepaid Expenses 43.08 - - -  Other Current Assets, Total 0.01 25.26 43.94 118.66","Cash and Short Term Investments 161.5 127.63 124.9 83.07  Cash - - - -  Cash & Equivalents 161.5 127.63 124.9 83.07  Short Term Investments - - - -  Total Receivables, Net 37.55 47.41 67.61 113.21  Accounts Receivables - Trade, Net 37.55 47.41 67.61 113.21  Total Inventory 270.16 373.68 373.58 460.91  Prepaid Expenses 43.08 - - -  Other Current Assets, Total 0.01 25.26 43.94 118.66","Cash and Short Term Investments 161.5 127.63 124.9 83.07  Cash - - - -  Cash & Equivalents 161.5 127.63 124.9 83.07  Short Term Investments - - - -  Total Receivables, Net 37.55 47.41 67.61 113.21  Accounts Receivables - Trade, Net 37.55 47.41 67.61 113.21  Total Inventory 270.16 373.68 373.58 460.91  Prepaid Expenses 43.08 - - -  Other Current Assets, Total 0.01 25.26 43.94 118.66"
Cash and Short Term Investments,161.5,127.63,124.9,83.07
Cash,-,-,-,-
Cash & Equivalents,161.5,127.63,124.9,83.07
Short Term Investments,-,-,-,-
"Total Receivables, Net",37.55,47.41,67.61,113.21
"Accounts Receivables - Trade, Net",37.55,47.41,67.61,113.21
Total Inventory,270.16,373.68,373.58,460.91
Prepaid Expenses,43.08,-,-,-
"Other Current Assets, Total",0.01,25.26,43.94,118.66
Total Assets,5696.01,6340.76,6649.96,6966.98
