Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,197187,176799,167451,145830
"Cash and Short Term Investments - 53468 61416 40794  Cash - - - -  Cash & Equivalents 56186 48707 59644 39933  Short Term Investments 3552 4761 1772 861  Total Receivables, Net - 62821 53624 53924  Accounts Receivables - Trade, Net 58157 59570 51622 49469  Total Inventory - 55585 42574 46194  Prepaid Expenses - 1766 1414 2385  Other Current Assets, Total 10486 3159 8423 2533","Cash and Short Term Investments - 53468 61416 40794  Cash - - - -  Cash & Equivalents 56186 48707 59644 39933  Short Term Investments 3552 4761 1772 861  Total Receivables, Net - 62821 53624 53924  Accounts Receivables - Trade, Net 58157 59570 51622 49469  Total Inventory - 55585 42574 46194  Prepaid Expenses - 1766 1414 2385  Other Current Assets, Total 10486 3159 8423 2533","Cash and Short Term Investments - 53468 61416 40794  Cash - - - -  Cash & Equivalents 56186 48707 59644 39933  Short Term Investments 3552 4761 1772 861  Total Receivables, Net - 62821 53624 53924  Accounts Receivables - Trade, Net 58157 59570 51622 49469  Total Inventory - 55585 42574 46194  Prepaid Expenses - 1766 1414 2385  Other Current Assets, Total 10486 3159 8423 2533","Cash and Short Term Investments - 53468 61416 40794  Cash - - - -  Cash & Equivalents 56186 48707 59644 39933  Short Term Investments 3552 4761 1772 861  Total Receivables, Net - 62821 53624 53924  Accounts Receivables - Trade, Net 58157 59570 51622 49469  Total Inventory - 55585 42574 46194  Prepaid Expenses - 1766 1414 2385  Other Current Assets, Total 10486 3159 8423 2533","Cash and Short Term Investments - 53468 61416 40794  Cash - - - -  Cash & Equivalents 56186 48707 59644 39933  Short Term Investments 3552 4761 1772 861  Total Receivables, Net - 62821 53624 53924  Accounts Receivables - Trade, Net 58157 59570 51622 49469  Total Inventory - 55585 42574 46194  Prepaid Expenses - 1766 1414 2385  Other Current Assets, Total 10486 3159 8423 2533"
Cash and Short Term Investments,-,53468,61416,40794
Cash,-,-,-,-
Cash & Equivalents,56186,48707,59644,39933
Short Term Investments,3552,4761,1772,861
"Total Receivables, Net",-,62821,53624,53924
"Accounts Receivables - Trade, Net",58157,59570,51622,49469
Total Inventory,-,55585,42574,46194
Prepaid Expenses,-,1766,1414,2385
"Other Current Assets, Total",10486,3159,8423,2533
Total Assets,-,280807,264326,249660
