Period Ending:,202315/03,202215/03,202115/03,202015/03
Total Current Assets,6670,6042,8565.21,6451.25
"Cash and Short Term Investments 1446 1662 2126.2 1488.49  Cash - - - -  Cash & Equivalents 1446 1662 2126.2 1488.49  Short Term Investments - - - -  Total Receivables, Net 1480 759 1976.13 1356.84  Accounts Receivables - Trade, Net 1469 727 1451.03 830.76  Total Inventory 3309 2704 2967.23 3299.12  Prepaid Expenses - 892.92 1440.56 257.76  Other Current Assets, Total 435 917 55.09 49.03","Cash and Short Term Investments 1446 1662 2126.2 1488.49  Cash - - - -  Cash & Equivalents 1446 1662 2126.2 1488.49  Short Term Investments - - - -  Total Receivables, Net 1480 759 1976.13 1356.84  Accounts Receivables - Trade, Net 1469 727 1451.03 830.76  Total Inventory 3309 2704 2967.23 3299.12  Prepaid Expenses - 892.92 1440.56 257.76  Other Current Assets, Total 435 917 55.09 49.03","Cash and Short Term Investments 1446 1662 2126.2 1488.49  Cash - - - -  Cash & Equivalents 1446 1662 2126.2 1488.49  Short Term Investments - - - -  Total Receivables, Net 1480 759 1976.13 1356.84  Accounts Receivables - Trade, Net 1469 727 1451.03 830.76  Total Inventory 3309 2704 2967.23 3299.12  Prepaid Expenses - 892.92 1440.56 257.76  Other Current Assets, Total 435 917 55.09 49.03","Cash and Short Term Investments 1446 1662 2126.2 1488.49  Cash - - - -  Cash & Equivalents 1446 1662 2126.2 1488.49  Short Term Investments - - - -  Total Receivables, Net 1480 759 1976.13 1356.84  Accounts Receivables - Trade, Net 1469 727 1451.03 830.76  Total Inventory 3309 2704 2967.23 3299.12  Prepaid Expenses - 892.92 1440.56 257.76  Other Current Assets, Total 435 917 55.09 49.03","Cash and Short Term Investments 1446 1662 2126.2 1488.49  Cash - - - -  Cash & Equivalents 1446 1662 2126.2 1488.49  Short Term Investments - - - -  Total Receivables, Net 1480 759 1976.13 1356.84  Accounts Receivables - Trade, Net 1469 727 1451.03 830.76  Total Inventory 3309 2704 2967.23 3299.12  Prepaid Expenses - 892.92 1440.56 257.76  Other Current Assets, Total 435 917 55.09 49.03"
Cash and Short Term Investments,1446,1662,2126.2,1488.49
Cash,-,-,-,-
Cash & Equivalents,1446,1662,2126.2,1488.49
Short Term Investments,-,-,-,-
"Total Receivables, Net",1480,759,1976.13,1356.84
"Accounts Receivables - Trade, Net",1469,727,1451.03,830.76
Total Inventory,3309,2704,2967.23,3299.12
Prepaid Expenses,-,892.92,1440.56,257.76
"Other Current Assets, Total",435,917,55.09,49.03
Total Assets,12982,12311,14852.14,12266.69
