Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,1247,1133,1099.44,1317.58
"Cash and Short Term Investments 722 678 748.86 993.6  Cash - - - -  Cash & Equivalents 722 678 748.86 993.6  Short Term Investments - - - -  Total Receivables, Net 429 383 312.42 292.67  Accounts Receivables - Trade, Net 429 382 271.1 270.27  Total Inventory 2 1 0.45 0.41  Prepaid Expenses 91 69 34.81 28.48  Other Current Assets, Total 3 2 2.9 2.43","Cash and Short Term Investments 722 678 748.86 993.6  Cash - - - -  Cash & Equivalents 722 678 748.86 993.6  Short Term Investments - - - -  Total Receivables, Net 429 383 312.42 292.67  Accounts Receivables - Trade, Net 429 382 271.1 270.27  Total Inventory 2 1 0.45 0.41  Prepaid Expenses 91 69 34.81 28.48  Other Current Assets, Total 3 2 2.9 2.43","Cash and Short Term Investments 722 678 748.86 993.6  Cash - - - -  Cash & Equivalents 722 678 748.86 993.6  Short Term Investments - - - -  Total Receivables, Net 429 383 312.42 292.67  Accounts Receivables - Trade, Net 429 382 271.1 270.27  Total Inventory 2 1 0.45 0.41  Prepaid Expenses 91 69 34.81 28.48  Other Current Assets, Total 3 2 2.9 2.43","Cash and Short Term Investments 722 678 748.86 993.6  Cash - - - -  Cash & Equivalents 722 678 748.86 993.6  Short Term Investments - - - -  Total Receivables, Net 429 383 312.42 292.67  Accounts Receivables - Trade, Net 429 382 271.1 270.27  Total Inventory 2 1 0.45 0.41  Prepaid Expenses 91 69 34.81 28.48  Other Current Assets, Total 3 2 2.9 2.43","Cash and Short Term Investments 722 678 748.86 993.6  Cash - - - -  Cash & Equivalents 722 678 748.86 993.6  Short Term Investments - - - -  Total Receivables, Net 429 383 312.42 292.67  Accounts Receivables - Trade, Net 429 382 271.1 270.27  Total Inventory 2 1 0.45 0.41  Prepaid Expenses 91 69 34.81 28.48  Other Current Assets, Total 3 2 2.9 2.43"
Cash and Short Term Investments,722,678,748.86,993.6
Cash,-,-,-,-
Cash & Equivalents,722,678,748.86,993.6
Short Term Investments,-,-,-,-
"Total Receivables, Net",429,383,312.42,292.67
"Accounts Receivables - Trade, Net",429,382,271.1,270.27
Total Inventory,2,1,0.45,0.41
Prepaid Expenses,91,69,34.81,28.48
"Other Current Assets, Total",3,2,2.9,2.43
Total Assets,3431,3271,2515.51,2338.76
