Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,24189,25300,26284,26019
"Cash and Short Term Investments 4449 3964 3293 2240  Cash - - - -  Cash & Equivalents 4449 3964 3293 2240  Short Term Investments - - - -  Total Receivables, Net 13251 14231 15712 16095  Accounts Receivables - Trade, Net 13226 14117 15673 15634  Total Inventory 6266 6900 7176 7569  Prepaid Expenses - 7 13 47  Other Current Assets, Total 223 205 90 68","Cash and Short Term Investments 4449 3964 3293 2240  Cash - - - -  Cash & Equivalents 4449 3964 3293 2240  Short Term Investments - - - -  Total Receivables, Net 13251 14231 15712 16095  Accounts Receivables - Trade, Net 13226 14117 15673 15634  Total Inventory 6266 6900 7176 7569  Prepaid Expenses - 7 13 47  Other Current Assets, Total 223 205 90 68","Cash and Short Term Investments 4449 3964 3293 2240  Cash - - - -  Cash & Equivalents 4449 3964 3293 2240  Short Term Investments - - - -  Total Receivables, Net 13251 14231 15712 16095  Accounts Receivables - Trade, Net 13226 14117 15673 15634  Total Inventory 6266 6900 7176 7569  Prepaid Expenses - 7 13 47  Other Current Assets, Total 223 205 90 68","Cash and Short Term Investments 4449 3964 3293 2240  Cash - - - -  Cash & Equivalents 4449 3964 3293 2240  Short Term Investments - - - -  Total Receivables, Net 13251 14231 15712 16095  Accounts Receivables - Trade, Net 13226 14117 15673 15634  Total Inventory 6266 6900 7176 7569  Prepaid Expenses - 7 13 47  Other Current Assets, Total 223 205 90 68","Cash and Short Term Investments 4449 3964 3293 2240  Cash - - - -  Cash & Equivalents 4449 3964 3293 2240  Short Term Investments - - - -  Total Receivables, Net 13251 14231 15712 16095  Accounts Receivables - Trade, Net 13226 14117 15673 15634  Total Inventory 6266 6900 7176 7569  Prepaid Expenses - 7 13 47  Other Current Assets, Total 223 205 90 68"
Cash and Short Term Investments,4449,3964,3293,2240
Cash,-,-,-,-
Cash & Equivalents,4449,3964,3293,2240
Short Term Investments,-,-,-,-
"Total Receivables, Net",13251,14231,15712,16095
"Accounts Receivables - Trade, Net",13226,14117,15673,15634
Total Inventory,6266,6900,7176,7569
Prepaid Expenses,-,7,13,47
"Other Current Assets, Total",223,205,90,68
Total Assets,46916,51967,55165,58001
