Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3597,3188,3201,3387.82
"Cash and Short Term Investments 422 569 636 615.57  Cash - - - -  Cash & Equivalents 422 569 636 615.57  Short Term Investments - - - -  Total Receivables, Net 1470 1466 1333 1677.68  Accounts Receivables - Trade, Net 1470 1466 1333 1677.68  Total Inventory 1675 1135 1184 1081.33  Prepaid Expenses 14 12 12 11.96  Other Current Assets, Total 16 6 36 1.29","Cash and Short Term Investments 422 569 636 615.57  Cash - - - -  Cash & Equivalents 422 569 636 615.57  Short Term Investments - - - -  Total Receivables, Net 1470 1466 1333 1677.68  Accounts Receivables - Trade, Net 1470 1466 1333 1677.68  Total Inventory 1675 1135 1184 1081.33  Prepaid Expenses 14 12 12 11.96  Other Current Assets, Total 16 6 36 1.29","Cash and Short Term Investments 422 569 636 615.57  Cash - - - -  Cash & Equivalents 422 569 636 615.57  Short Term Investments - - - -  Total Receivables, Net 1470 1466 1333 1677.68  Accounts Receivables - Trade, Net 1470 1466 1333 1677.68  Total Inventory 1675 1135 1184 1081.33  Prepaid Expenses 14 12 12 11.96  Other Current Assets, Total 16 6 36 1.29","Cash and Short Term Investments 422 569 636 615.57  Cash - - - -  Cash & Equivalents 422 569 636 615.57  Short Term Investments - - - -  Total Receivables, Net 1470 1466 1333 1677.68  Accounts Receivables - Trade, Net 1470 1466 1333 1677.68  Total Inventory 1675 1135 1184 1081.33  Prepaid Expenses 14 12 12 11.96  Other Current Assets, Total 16 6 36 1.29","Cash and Short Term Investments 422 569 636 615.57  Cash - - - -  Cash & Equivalents 422 569 636 615.57  Short Term Investments - - - -  Total Receivables, Net 1470 1466 1333 1677.68  Accounts Receivables - Trade, Net 1470 1466 1333 1677.68  Total Inventory 1675 1135 1184 1081.33  Prepaid Expenses 14 12 12 11.96  Other Current Assets, Total 16 6 36 1.29"
Cash and Short Term Investments,422,569,636,615.57
Cash,-,-,-,-
Cash & Equivalents,422,569,636,615.57
Short Term Investments,-,-,-,-
"Total Receivables, Net",1470,1466,1333,1677.68
"Accounts Receivables - Trade, Net",1470,1466,1333,1677.68
Total Inventory,1675,1135,1184,1081.33
Prepaid Expenses,14,12,12,11.96
"Other Current Assets, Total",16,6,36,1.29
Total Assets,5595,5231,5305,5457.33
"Property/Plant/Equipment, Total - Net 1836 1895 1928 1870.8  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 36 11 25 42.8  Long Term Investments 116 114 142 37.58  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 118.34  Other Assets, Total 230 -303 -106 -","Property/Plant/Equipment, Total - Net 1836 1895 1928 1870.8  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 36 11 25 42.8  Long Term Investments 116 114 142 37.58  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 118.34  Other Assets, Total 230 -303 -106 -","Property/Plant/Equipment, Total - Net 1836 1895 1928 1870.8  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 36 11 25 42.8  Long Term Investments 116 114 142 37.58  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 118.34  Other Assets, Total 230 -303 -106 -","Property/Plant/Equipment, Total - Net 1836 1895 1928 1870.8  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 36 11 25 42.8  Long Term Investments 116 114 142 37.58  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 118.34  Other Assets, Total 230 -303 -106 -","Property/Plant/Equipment, Total - Net 1836 1895 1928 1870.8  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 36 11 25 42.8  Long Term Investments 116 114 142 37.58  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 118.34  Other Assets, Total 230 -303 -106 -"
"Property/Plant/Equipment, Total - Net",1836,1895,1928,1870.8
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",36,11,25,42.8
