Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,8084,7531.32,7266.25,3778.37
"Cash and Short Term Investments 3863 4048.23 4171.57 1474.67  Cash - - - -  Cash & Equivalents 3863 4048.23 4171.57 1474.67  Short Term Investments - - - -  Total Receivables, Net 2568 2046.92 2224.64 1659.97  Accounts Receivables - Trade, Net 2568 2046.92 2224.64 1659.97  Total Inventory 736 589.63 419.58 377.19  Prepaid Expenses - 671.27 - -  Other Current Assets, Total 917 175.29 450.46 266.54","Cash and Short Term Investments 3863 4048.23 4171.57 1474.67  Cash - - - -  Cash & Equivalents 3863 4048.23 4171.57 1474.67  Short Term Investments - - - -  Total Receivables, Net 2568 2046.92 2224.64 1659.97  Accounts Receivables - Trade, Net 2568 2046.92 2224.64 1659.97  Total Inventory 736 589.63 419.58 377.19  Prepaid Expenses - 671.27 - -  Other Current Assets, Total 917 175.29 450.46 266.54","Cash and Short Term Investments 3863 4048.23 4171.57 1474.67  Cash - - - -  Cash & Equivalents 3863 4048.23 4171.57 1474.67  Short Term Investments - - - -  Total Receivables, Net 2568 2046.92 2224.64 1659.97  Accounts Receivables - Trade, Net 2568 2046.92 2224.64 1659.97  Total Inventory 736 589.63 419.58 377.19  Prepaid Expenses - 671.27 - -  Other Current Assets, Total 917 175.29 450.46 266.54","Cash and Short Term Investments 3863 4048.23 4171.57 1474.67  Cash - - - -  Cash & Equivalents 3863 4048.23 4171.57 1474.67  Short Term Investments - - - -  Total Receivables, Net 2568 2046.92 2224.64 1659.97  Accounts Receivables - Trade, Net 2568 2046.92 2224.64 1659.97  Total Inventory 736 589.63 419.58 377.19  Prepaid Expenses - 671.27 - -  Other Current Assets, Total 917 175.29 450.46 266.54","Cash and Short Term Investments 3863 4048.23 4171.57 1474.67  Cash - - - -  Cash & Equivalents 3863 4048.23 4171.57 1474.67  Short Term Investments - - - -  Total Receivables, Net 2568 2046.92 2224.64 1659.97  Accounts Receivables - Trade, Net 2568 2046.92 2224.64 1659.97  Total Inventory 736 589.63 419.58 377.19  Prepaid Expenses - 671.27 - -  Other Current Assets, Total 917 175.29 450.46 266.54"
Cash and Short Term Investments,3863,4048.23,4171.57,1474.67
Cash,-,-,-,-
Cash & Equivalents,3863,4048.23,4171.57,1474.67
Short Term Investments,-,-,-,-
"Total Receivables, Net",2568,2046.92,2224.64,1659.97
"Accounts Receivables - Trade, Net",2568,2046.92,2224.64,1659.97
Total Inventory,736,589.63,419.58,377.19
Prepaid Expenses,-,671.27,-,-
"Other Current Assets, Total",917,175.29,450.46,266.54
Total Assets,9313,8902.88,8595.49,5516.5
"Property/Plant/Equipment, Total - Net 208 314.39 387.68 102.92  Property/Plant/Equipment, Total - Gross - 1284.68 1345.09 315.78  Accumulated Depreciation, Total - -970.3 -957.42 -212.87  Goodwill, Net 180 213.72 245.58 277.44  Intangibles, Net 304 276.61 199.78 76.15  Long Term Investments 336 145.14 136.48 1098.9  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 421.7 359.72 182.72  Other Assets, Total -716 - - -","Property/Plant/Equipment, Total - Net 208 314.39 387.68 102.92  Property/Plant/Equipment, Total - Gross - 1284.68 1345.09 315.78  Accumulated Depreciation, Total - -970.3 -957.42 -212.87  Goodwill, Net 180 213.72 245.58 277.44  Intangibles, Net 304 276.61 199.78 76.15  Long Term Investments 336 145.14 136.48 1098.9  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 421.7 359.72 182.72  Other Assets, Total -716 - - -","Property/Plant/Equipment, Total - Net 208 314.39 387.68 102.92  Property/Plant/Equipment, Total - Gross - 1284.68 1345.09 315.78  Accumulated Depreciation, Total - -970.3 -957.42 -212.87  Goodwill, Net 180 213.72 245.58 277.44  Intangibles, Net 304 276.61 199.78 76.15  Long Term Investments 336 145.14 136.48 1098.9  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 421.7 359.72 182.72  Other Assets, Total -716 - - -","Property/Plant/Equipment, Total - Net 208 314.39 387.68 102.92  Property/Plant/Equipment, Total - Gross - 1284.68 1345.09 315.78  Accumulated Depreciation, Total - -970.3 -957.42 -212.87  Goodwill, Net 180 213.72 245.58 277.44  Intangibles, Net 304 276.61 199.78 76.15  Long Term Investments 336 145.14 136.48 1098.9  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 421.7 359.72 182.72  Other Assets, Total -716 - - -","Property/Plant/Equipment, Total - Net 208 314.39 387.68 102.92  Property/Plant/Equipment, Total - Gross - 1284.68 1345.09 315.78  Accumulated Depreciation, Total - -970.3 -957.42 -212.87  Goodwill, Net 180 213.72 245.58 277.44  Intangibles, Net 304 276.61 199.78 76.15  Long Term Investments 336 145.14 136.48 1098.9  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 421.7 359.72 182.72  Other Assets, Total -716 - - -"
"Property/Plant/Equipment, Total - Net",208,314.39,387.68,102.92
"Property/Plant/Equipment, Total - Gross",-,1284.68,1345.09,315.78
"Accumulated Depreciation, Total",-,-970.3,-957.42,-212.87
"Goodwill, Net",180,213.72,245.58,277.44
"Intangibles, Net",304,276.61,199.78,76.15
Long Term Investments,336,145.14,136.48,1098.9
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,421.7,359.72,182.72
"Other Assets, Total",-716,-,-,-
Total Current Liabilities,2450,2354.51,3084.28,1877.28
"Accounts Payable 152 170.46 266.06 209.22  Payable/Accrued - - - -  Accrued Expenses 423 375.31 312.34 172.92  Notes Payable/Short Term Debt - - 637 321.67  Current Port. of LT Debt/Capital Leases 906 944.36 955.87 608.9  Other Current liabilities, Total 969 864.37 913.01 564.56","Accounts Payable 152 170.46 266.06 209.22  Payable/Accrued - - - -  Accrued Expenses 423 375.31 312.34 172.92  Notes Payable/Short Term Debt - - 637 321.67  Current Port. of LT Debt/Capital Leases 906 944.36 955.87 608.9  Other Current liabilities, Total 969 864.37 913.01 564.56","Accounts Payable 152 170.46 266.06 209.22  Payable/Accrued - - - -  Accrued Expenses 423 375.31 312.34 172.92  Notes Payable/Short Term Debt - - 637 321.67  Current Port. of LT Debt/Capital Leases 906 944.36 955.87 608.9  Other Current liabilities, Total 969 864.37 913.01 564.56","Accounts Payable 152 170.46 266.06 209.22  Payable/Accrued - - - -  Accrued Expenses 423 375.31 312.34 172.92  Notes Payable/Short Term Debt - - 637 321.67  Current Port. of LT Debt/Capital Leases 906 944.36 955.87 608.9  Other Current liabilities, Total 969 864.37 913.01 564.56","Accounts Payable 152 170.46 266.06 209.22  Payable/Accrued - - - -  Accrued Expenses 423 375.31 312.34 172.92  Notes Payable/Short Term Debt - - 637 321.67  Current Port. of LT Debt/Capital Leases 906 944.36 955.87 608.9  Other Current liabilities, Total 969 864.37 913.01 564.56"
Accounts Payable,152,170.46,266.06,209.22
Payable/Accrued,-,-,-,-
Accrued Expenses,423,375.31,312.34,172.92
Notes Payable/Short Term Debt,-,-,637,321.67
Current Port. of LT Debt/Capital Leases,906,944.36,955.87,608.9
"Other Current liabilities, Total",969,864.37,913.01,564.56
Total Liabilities,4059,4831.76,5919.92,3953.78
"Total Long Term Debt 1562 2403.56 2699.2 1961.26  Long Term Debt 1562 2403.56 2698.92 1960.17  Capital Lease Obligations - - 0.28 1.09  Deferred Income Tax - 1.27 3.72 0.09  Minority Interest - - 6.14 35.2  Other Liabilities, Total -2421.48 72.42 126.57 79.95","Total Long Term Debt 1562 2403.56 2699.2 1961.26  Long Term Debt 1562 2403.56 2698.92 1960.17  Capital Lease Obligations - - 0.28 1.09  Deferred Income Tax - 1.27 3.72 0.09  Minority Interest - - 6.14 35.2  Other Liabilities, Total -2421.48 72.42 126.57 79.95","Total Long Term Debt 1562 2403.56 2699.2 1961.26  Long Term Debt 1562 2403.56 2698.92 1960.17  Capital Lease Obligations - - 0.28 1.09  Deferred Income Tax - 1.27 3.72 0.09  Minority Interest - - 6.14 35.2  Other Liabilities, Total -2421.48 72.42 126.57 79.95","Total Long Term Debt 1562 2403.56 2699.2 1961.26  Long Term Debt 1562 2403.56 2698.92 1960.17  Capital Lease Obligations - - 0.28 1.09  Deferred Income Tax - 1.27 3.72 0.09  Minority Interest - - 6.14 35.2  Other Liabilities, Total -2421.48 72.42 126.57 79.95","Total Long Term Debt 1562 2403.56 2699.2 1961.26  Long Term Debt 1562 2403.56 2698.92 1960.17  Capital Lease Obligations - - 0.28 1.09  Deferred Income Tax - 1.27 3.72 0.09  Minority Interest - - 6.14 35.2  Other Liabilities, Total -2421.48 72.42 126.57 79.95"
Total Long Term Debt,1562,2403.56,2699.2,1961.26
Long Term Debt,1562,2403.56,2698.92,1960.17
Capital Lease Obligations,-,-,0.28,1.09
Deferred Income Tax,-,1.27,3.72,0.09
Minority Interest,-,-,6.14,35.2
"Other Liabilities, Total",-2421.48,72.42,126.57,79.95
Total Equity,5254,4071.12,2675.57,1562.71
