Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,7695,5344.66,5485.64,3812.16
"Cash and Short Term Investments 3659 3318.4 2823.78 1770.43  Cash - - - -  Cash & Equivalents 3659 3318.4 2823.78 1770.43  Short Term Investments - - - -  Total Receivables, Net 905 643.84 1075.38 689.18  Accounts Receivables - Trade, Net 905 643.84 1075.38 689.18  Total Inventory 2270 1056.74 1295.21 1161.83  Prepaid Expenses - 144.74 - -  Other Current Assets, Total 861 180.95 291.27 190.72","Cash and Short Term Investments 3659 3318.4 2823.78 1770.43  Cash - - - -  Cash & Equivalents 3659 3318.4 2823.78 1770.43  Short Term Investments - - - -  Total Receivables, Net 905 643.84 1075.38 689.18  Accounts Receivables - Trade, Net 905 643.84 1075.38 689.18  Total Inventory 2270 1056.74 1295.21 1161.83  Prepaid Expenses - 144.74 - -  Other Current Assets, Total 861 180.95 291.27 190.72","Cash and Short Term Investments 3659 3318.4 2823.78 1770.43  Cash - - - -  Cash & Equivalents 3659 3318.4 2823.78 1770.43  Short Term Investments - - - -  Total Receivables, Net 905 643.84 1075.38 689.18  Accounts Receivables - Trade, Net 905 643.84 1075.38 689.18  Total Inventory 2270 1056.74 1295.21 1161.83  Prepaid Expenses - 144.74 - -  Other Current Assets, Total 861 180.95 291.27 190.72","Cash and Short Term Investments 3659 3318.4 2823.78 1770.43  Cash - - - -  Cash & Equivalents 3659 3318.4 2823.78 1770.43  Short Term Investments - - - -  Total Receivables, Net 905 643.84 1075.38 689.18  Accounts Receivables - Trade, Net 905 643.84 1075.38 689.18  Total Inventory 2270 1056.74 1295.21 1161.83  Prepaid Expenses - 144.74 - -  Other Current Assets, Total 861 180.95 291.27 190.72","Cash and Short Term Investments 3659 3318.4 2823.78 1770.43  Cash - - - -  Cash & Equivalents 3659 3318.4 2823.78 1770.43  Short Term Investments - - - -  Total Receivables, Net 905 643.84 1075.38 689.18  Accounts Receivables - Trade, Net 905 643.84 1075.38 689.18  Total Inventory 2270 1056.74 1295.21 1161.83  Prepaid Expenses - 144.74 - -  Other Current Assets, Total 861 180.95 291.27 190.72"
Cash and Short Term Investments,3659,3318.4,2823.78,1770.43
Cash,-,-,-,-
Cash & Equivalents,3659,3318.4,2823.78,1770.43
Short Term Investments,-,-,-,-
"Total Receivables, Net",905,643.84,1075.38,689.18
"Accounts Receivables - Trade, Net",905,643.84,1075.38,689.18
Total Inventory,2270,1056.74,1295.21,1161.83
Prepaid Expenses,-,144.74,-,-
"Other Current Assets, Total",861,180.95,291.27,190.72
Total Assets,9972,6973.14,7016.1,4934.02
"Property/Plant/Equipment, Total - Net 450 393.25 240.58 142.57  Property/Plant/Equipment, Total - Gross - 601.91 390.57 276.4  Accumulated Depreciation, Total - -208.66 -149.99 -133.83  Goodwill, Net 160 192.97 32.45 -  Intangibles, Net 196 220.07 207.49 117.49  Long Term Investments 924 1 201.78 208.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 821.19 848.16 653.29  Other Assets, Total 2771 - - -","Property/Plant/Equipment, Total - Net 450 393.25 240.58 142.57  Property/Plant/Equipment, Total - Gross - 601.91 390.57 276.4  Accumulated Depreciation, Total - -208.66 -149.99 -133.83  Goodwill, Net 160 192.97 32.45 -  Intangibles, Net 196 220.07 207.49 117.49  Long Term Investments 924 1 201.78 208.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 821.19 848.16 653.29  Other Assets, Total 2771 - - -","Property/Plant/Equipment, Total - Net 450 393.25 240.58 142.57  Property/Plant/Equipment, Total - Gross - 601.91 390.57 276.4  Accumulated Depreciation, Total - -208.66 -149.99 -133.83  Goodwill, Net 160 192.97 32.45 -  Intangibles, Net 196 220.07 207.49 117.49  Long Term Investments 924 1 201.78 208.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 821.19 848.16 653.29  Other Assets, Total 2771 - - -","Property/Plant/Equipment, Total - Net 450 393.25 240.58 142.57  Property/Plant/Equipment, Total - Gross - 601.91 390.57 276.4  Accumulated Depreciation, Total - -208.66 -149.99 -133.83  Goodwill, Net 160 192.97 32.45 -  Intangibles, Net 196 220.07 207.49 117.49  Long Term Investments 924 1 201.78 208.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 821.19 848.16 653.29  Other Assets, Total 2771 - - -","Property/Plant/Equipment, Total - Net 450 393.25 240.58 142.57  Property/Plant/Equipment, Total - Gross - 601.91 390.57 276.4  Accumulated Depreciation, Total - -208.66 -149.99 -133.83  Goodwill, Net 160 192.97 32.45 -  Intangibles, Net 196 220.07 207.49 117.49  Long Term Investments 924 1 201.78 208.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 821.19 848.16 653.29  Other Assets, Total 2771 - - -"
"Property/Plant/Equipment, Total - Net",450,393.25,240.58,142.57
"Property/Plant/Equipment, Total - Gross",-,601.91,390.57,276.4
"Accumulated Depreciation, Total",-,-208.66,-149.99,-133.83
"Goodwill, Net",160,192.97,32.45,-
"Intangibles, Net",196,220.07,207.49,117.49
Long Term Investments,924,1,201.78,208.51
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,821.19,848.16,653.29
"Other Assets, Total",2771,-,-,-
Total Current Liabilities,3488,2223.06,2638.12,1831.47
"Accounts Payable 988 59.6 106.99 142.57  Payable/Accrued - - - -  Accrued Expenses 22 107.96 - -  Notes Payable/Short Term Debt - - - 500  Current Port. of LT Debt/Capital Leases 102 - - -  Other Current liabilities, Total 2376 2055.5 2531.14 1188.9","Accounts Payable 988 59.6 106.99 142.57  Payable/Accrued - - - -  Accrued Expenses 22 107.96 - -  Notes Payable/Short Term Debt - - - 500  Current Port. of LT Debt/Capital Leases 102 - - -  Other Current liabilities, Total 2376 2055.5 2531.14 1188.9","Accounts Payable 988 59.6 106.99 142.57  Payable/Accrued - - - -  Accrued Expenses 22 107.96 - -  Notes Payable/Short Term Debt - - - 500  Current Port. of LT Debt/Capital Leases 102 - - -  Other Current liabilities, Total 2376 2055.5 2531.14 1188.9","Accounts Payable 988 59.6 106.99 142.57  Payable/Accrued - - - -  Accrued Expenses 22 107.96 - -  Notes Payable/Short Term Debt - - - 500  Current Port. of LT Debt/Capital Leases 102 - - -  Other Current liabilities, Total 2376 2055.5 2531.14 1188.9","Accounts Payable 988 59.6 106.99 142.57  Payable/Accrued - - - -  Accrued Expenses 22 107.96 - -  Notes Payable/Short Term Debt - - - 500  Current Port. of LT Debt/Capital Leases 102 - - -  Other Current liabilities, Total 2376 2055.5 2531.14 1188.9"
Accounts Payable,988,59.6,106.99,142.57
Payable/Accrued,-,-,-,-
Accrued Expenses,22,107.96,-,-
Notes Payable/Short Term Debt,-,-,-,500
Current Port. of LT Debt/Capital Leases,102,-,-,-
"Other Current liabilities, Total",2376,2055.5,2531.14,1188.9
Total Liabilities,4040,2223.06,2645.72,1847.24
"Total Long Term Debt 544 - - -  Long Term Debt 544 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 6 - - -  Minority Interest 61 - - -  Other Liabilities, Total -1115 - 7.6 15.77","Total Long Term Debt 544 - - -  Long Term Debt 544 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 6 - - -  Minority Interest 61 - - -  Other Liabilities, Total -1115 - 7.6 15.77","Total Long Term Debt 544 - - -  Long Term Debt 544 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 6 - - -  Minority Interest 61 - - -  Other Liabilities, Total -1115 - 7.6 15.77","Total Long Term Debt 544 - - -  Long Term Debt 544 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 6 - - -  Minority Interest 61 - - -  Other Liabilities, Total -1115 - 7.6 15.77","Total Long Term Debt 544 - - -  Long Term Debt 544 - - -  Capital Lease Obligations - - - -  Deferred Income Tax 6 - - -  Minority Interest 61 - - -  Other Liabilities, Total -1115 - 7.6 15.77"
Total Long Term Debt,544,-,-,-
Long Term Debt,544,-,-,-
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,6,-,-,-
Minority Interest,61,-,-,-
"Other Liabilities, Total",-1115,-,7.6,15.77
Total Equity,5932,4750.08,4370.37,3086.78
