Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,681,899,1155.83,716.16
"Cash and Short Term Investments 338 477 733.34 342.26  Cash - - - -  Cash & Equivalents 338 477 733.34 342.26  Short Term Investments - - - -  Total Receivables, Net 264 281 276.44 231.31  Accounts Receivables - Trade, Net 261 159 149.91 231.31  Total Inventory 23 17 16.78 28.65  Prepaid Expenses 27 30 38.34 44.53  Other Current Assets, Total 29 94 90.92 69.41","Cash and Short Term Investments 338 477 733.34 342.26  Cash - - - -  Cash & Equivalents 338 477 733.34 342.26  Short Term Investments - - - -  Total Receivables, Net 264 281 276.44 231.31  Accounts Receivables - Trade, Net 261 159 149.91 231.31  Total Inventory 23 17 16.78 28.65  Prepaid Expenses 27 30 38.34 44.53  Other Current Assets, Total 29 94 90.92 69.41","Cash and Short Term Investments 338 477 733.34 342.26  Cash - - - -  Cash & Equivalents 338 477 733.34 342.26  Short Term Investments - - - -  Total Receivables, Net 264 281 276.44 231.31  Accounts Receivables - Trade, Net 261 159 149.91 231.31  Total Inventory 23 17 16.78 28.65  Prepaid Expenses 27 30 38.34 44.53  Other Current Assets, Total 29 94 90.92 69.41","Cash and Short Term Investments 338 477 733.34 342.26  Cash - - - -  Cash & Equivalents 338 477 733.34 342.26  Short Term Investments - - - -  Total Receivables, Net 264 281 276.44 231.31  Accounts Receivables - Trade, Net 261 159 149.91 231.31  Total Inventory 23 17 16.78 28.65  Prepaid Expenses 27 30 38.34 44.53  Other Current Assets, Total 29 94 90.92 69.41","Cash and Short Term Investments 338 477 733.34 342.26  Cash - - - -  Cash & Equivalents 338 477 733.34 342.26  Short Term Investments - - - -  Total Receivables, Net 264 281 276.44 231.31  Accounts Receivables - Trade, Net 261 159 149.91 231.31  Total Inventory 23 17 16.78 28.65  Prepaid Expenses 27 30 38.34 44.53  Other Current Assets, Total 29 94 90.92 69.41"
Cash and Short Term Investments,338,477,733.34,342.26
Cash,-,-,-,-
Cash & Equivalents,338,477,733.34,342.26
Short Term Investments,-,-,-,-
"Total Receivables, Net",264,281,276.44,231.31
"Accounts Receivables - Trade, Net",261,159,149.91,231.31
Total Inventory,23,17,16.78,28.65
Prepaid Expenses,27,30,38.34,44.53
"Other Current Assets, Total",29,94,90.92,69.41
Total Assets,1045,1294,1597.5,1399.45
"Property/Plant/Equipment, Total - Net 61 87 107.36 236.19  Property/Plant/Equipment, Total - Gross - 614.8 723.53 880.56  Accumulated Depreciation, Total - -527.48 -616.17 -644.37  Goodwill, Net - - - -  Intangibles, Net 1 1 2.76 3.6  Long Term Investments 290 289 1.5 1.5  Note Receivable - Long Term 3 122 - -  Other Long Term Assets, Total 2 2 330.06 442  Other Assets, Total -202 -154 - -","Property/Plant/Equipment, Total - Net 61 87 107.36 236.19  Property/Plant/Equipment, Total - Gross - 614.8 723.53 880.56  Accumulated Depreciation, Total - -527.48 -616.17 -644.37  Goodwill, Net - - - -  Intangibles, Net 1 1 2.76 3.6  Long Term Investments 290 289 1.5 1.5  Note Receivable - Long Term 3 122 - -  Other Long Term Assets, Total 2 2 330.06 442  Other Assets, Total -202 -154 - -","Property/Plant/Equipment, Total - Net 61 87 107.36 236.19  Property/Plant/Equipment, Total - Gross - 614.8 723.53 880.56  Accumulated Depreciation, Total - -527.48 -616.17 -644.37  Goodwill, Net - - - -  Intangibles, Net 1 1 2.76 3.6  Long Term Investments 290 289 1.5 1.5  Note Receivable - Long Term 3 122 - -  Other Long Term Assets, Total 2 2 330.06 442  Other Assets, Total -202 -154 - -","Property/Plant/Equipment, Total - Net 61 87 107.36 236.19  Property/Plant/Equipment, Total - Gross - 614.8 723.53 880.56  Accumulated Depreciation, Total - -527.48 -616.17 -644.37  Goodwill, Net - - - -  Intangibles, Net 1 1 2.76 3.6  Long Term Investments 290 289 1.5 1.5  Note Receivable - Long Term 3 122 - -  Other Long Term Assets, Total 2 2 330.06 442  Other Assets, Total -202 -154 - -","Property/Plant/Equipment, Total - Net 61 87 107.36 236.19  Property/Plant/Equipment, Total - Gross - 614.8 723.53 880.56  Accumulated Depreciation, Total - -527.48 -616.17 -644.37  Goodwill, Net - - - -  Intangibles, Net 1 1 2.76 3.6  Long Term Investments 290 289 1.5 1.5  Note Receivable - Long Term 3 122 - -  Other Long Term Assets, Total 2 2 330.06 442  Other Assets, Total -202 -154 - -"
"Property/Plant/Equipment, Total - Net",61,87,107.36,236.19
"Property/Plant/Equipment, Total - Gross",-,614.8,723.53,880.56
"Accumulated Depreciation, Total",-,-527.48,-616.17,-644.37
"Goodwill, Net",-,-,-,-
"Intangibles, Net",1,1,2.76,3.6
Long Term Investments,290,289,1.5,1.5
Note Receivable - Long Term,3,122,-,-
"Other Long Term Assets, Total",2,2,330.06,442
