Period Ending:,202130/06,202030/06,201930/06,201830/06
Total Current Assets,5486.31,5889.15,5158.7,5312.87
"Cash and Short Term Investments 2788.41 1898.4 2989.55 2116.09  Cash - - - -  Cash & Equivalents 2788.41 1898.4 2989.55 2116.09  Short Term Investments - - - -  Total Receivables, Net 1461.51 2143.38 1059.1 1305.09  Accounts Receivables - Trade, Net 731.89 1448.38 373.97 810.23  Total Inventory 830.82 1064.1 747.87 1291.17  Prepaid Expenses 358.44 580.77 353.4 497.83  Other Current Assets, Total 47.13 202.5 8.78 102.69","Cash and Short Term Investments 2788.41 1898.4 2989.55 2116.09  Cash - - - -  Cash & Equivalents 2788.41 1898.4 2989.55 2116.09  Short Term Investments - - - -  Total Receivables, Net 1461.51 2143.38 1059.1 1305.09  Accounts Receivables - Trade, Net 731.89 1448.38 373.97 810.23  Total Inventory 830.82 1064.1 747.87 1291.17  Prepaid Expenses 358.44 580.77 353.4 497.83  Other Current Assets, Total 47.13 202.5 8.78 102.69","Cash and Short Term Investments 2788.41 1898.4 2989.55 2116.09  Cash - - - -  Cash & Equivalents 2788.41 1898.4 2989.55 2116.09  Short Term Investments - - - -  Total Receivables, Net 1461.51 2143.38 1059.1 1305.09  Accounts Receivables - Trade, Net 731.89 1448.38 373.97 810.23  Total Inventory 830.82 1064.1 747.87 1291.17  Prepaid Expenses 358.44 580.77 353.4 497.83  Other Current Assets, Total 47.13 202.5 8.78 102.69","Cash and Short Term Investments 2788.41 1898.4 2989.55 2116.09  Cash - - - -  Cash & Equivalents 2788.41 1898.4 2989.55 2116.09  Short Term Investments - - - -  Total Receivables, Net 1461.51 2143.38 1059.1 1305.09  Accounts Receivables - Trade, Net 731.89 1448.38 373.97 810.23  Total Inventory 830.82 1064.1 747.87 1291.17  Prepaid Expenses 358.44 580.77 353.4 497.83  Other Current Assets, Total 47.13 202.5 8.78 102.69","Cash and Short Term Investments 2788.41 1898.4 2989.55 2116.09  Cash - - - -  Cash & Equivalents 2788.41 1898.4 2989.55 2116.09  Short Term Investments - - - -  Total Receivables, Net 1461.51 2143.38 1059.1 1305.09  Accounts Receivables - Trade, Net 731.89 1448.38 373.97 810.23  Total Inventory 830.82 1064.1 747.87 1291.17  Prepaid Expenses 358.44 580.77 353.4 497.83  Other Current Assets, Total 47.13 202.5 8.78 102.69"
Cash and Short Term Investments,2788.41,1898.4,2989.55,2116.09
Cash,-,-,-,-
Cash & Equivalents,2788.41,1898.4,2989.55,2116.09
Short Term Investments,-,-,-,-
"Total Receivables, Net",1461.51,2143.38,1059.1,1305.09
"Accounts Receivables - Trade, Net",731.89,1448.38,373.97,810.23
Total Inventory,830.82,1064.1,747.87,1291.17
Prepaid Expenses,358.44,580.77,353.4,497.83
"Other Current Assets, Total",47.13,202.5,8.78,102.69
Total Assets,13560.19,13889.87,13085.48,11853.25
"Property/Plant/Equipment, Total - Net 3318.5 3387.06 3499.76 2772.2  Property/Plant/Equipment, Total - Gross 5172.02 5091.92 5066.67 4252.74  Accumulated Depreciation, Total -1853.52 -1704.86 -1566.91 -1480.54  Goodwill, Net 103.32 142.06 180.81 -  Intangibles, Net 64.55 52.94 59.43 44.19  Long Term Investments 150.66 134.17 149.02 191.97  Note Receivable - Long Term 184.93 187.8 186.51 189.41  Other Long Term Assets, Total 4251.93 4096.69 3851.26 3342.61  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3318.5 3387.06 3499.76 2772.2  Property/Plant/Equipment, Total - Gross 5172.02 5091.92 5066.67 4252.74  Accumulated Depreciation, Total -1853.52 -1704.86 -1566.91 -1480.54  Goodwill, Net 103.32 142.06 180.81 -  Intangibles, Net 64.55 52.94 59.43 44.19  Long Term Investments 150.66 134.17 149.02 191.97  Note Receivable - Long Term 184.93 187.8 186.51 189.41  Other Long Term Assets, Total 4251.93 4096.69 3851.26 3342.61  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3318.5 3387.06 3499.76 2772.2  Property/Plant/Equipment, Total - Gross 5172.02 5091.92 5066.67 4252.74  Accumulated Depreciation, Total -1853.52 -1704.86 -1566.91 -1480.54  Goodwill, Net 103.32 142.06 180.81 -  Intangibles, Net 64.55 52.94 59.43 44.19  Long Term Investments 150.66 134.17 149.02 191.97  Note Receivable - Long Term 184.93 187.8 186.51 189.41  Other Long Term Assets, Total 4251.93 4096.69 3851.26 3342.61  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3318.5 3387.06 3499.76 2772.2  Property/Plant/Equipment, Total - Gross 5172.02 5091.92 5066.67 4252.74  Accumulated Depreciation, Total -1853.52 -1704.86 -1566.91 -1480.54  Goodwill, Net 103.32 142.06 180.81 -  Intangibles, Net 64.55 52.94 59.43 44.19  Long Term Investments 150.66 134.17 149.02 191.97  Note Receivable - Long Term 184.93 187.8 186.51 189.41  Other Long Term Assets, Total 4251.93 4096.69 3851.26 3342.61  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3318.5 3387.06 3499.76 2772.2  Property/Plant/Equipment, Total - Gross 5172.02 5091.92 5066.67 4252.74  Accumulated Depreciation, Total -1853.52 -1704.86 -1566.91 -1480.54  Goodwill, Net 103.32 142.06 180.81 -  Intangibles, Net 64.55 52.94 59.43 44.19  Long Term Investments 150.66 134.17 149.02 191.97  Note Receivable - Long Term 184.93 187.8 186.51 189.41  Other Long Term Assets, Total 4251.93 4096.69 3851.26 3342.61  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",3318.5,3387.06,3499.76,2772.2
"Property/Plant/Equipment, Total - Gross",5172.02,5091.92,5066.67,4252.74
"Accumulated Depreciation, Total",-1853.52,-1704.86,-1566.91,-1480.54
