Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,1834,1871.02,1563.49,1141.94
"Cash and Short Term Investments 1320 1391.75 1118.72 773.64  Cash - - - -  Cash & Equivalents 1320 1391.75 1118.72 773.64  Short Term Investments - - - -  Total Receivables, Net 409 372.33 335.94 270.59  Accounts Receivables - Trade, Net 409 372.33 335.94 270.59  Total Inventory - - - -  Prepaid Expenses 97 90.16 94.4 78.62  Other Current Assets, Total 8 16.78 14.43 19.09","Cash and Short Term Investments 1320 1391.75 1118.72 773.64  Cash - - - -  Cash & Equivalents 1320 1391.75 1118.72 773.64  Short Term Investments - - - -  Total Receivables, Net 409 372.33 335.94 270.59  Accounts Receivables - Trade, Net 409 372.33 335.94 270.59  Total Inventory - - - -  Prepaid Expenses 97 90.16 94.4 78.62  Other Current Assets, Total 8 16.78 14.43 19.09","Cash and Short Term Investments 1320 1391.75 1118.72 773.64  Cash - - - -  Cash & Equivalents 1320 1391.75 1118.72 773.64  Short Term Investments - - - -  Total Receivables, Net 409 372.33 335.94 270.59  Accounts Receivables - Trade, Net 409 372.33 335.94 270.59  Total Inventory - - - -  Prepaid Expenses 97 90.16 94.4 78.62  Other Current Assets, Total 8 16.78 14.43 19.09","Cash and Short Term Investments 1320 1391.75 1118.72 773.64  Cash - - - -  Cash & Equivalents 1320 1391.75 1118.72 773.64  Short Term Investments - - - -  Total Receivables, Net 409 372.33 335.94 270.59  Accounts Receivables - Trade, Net 409 372.33 335.94 270.59  Total Inventory - - - -  Prepaid Expenses 97 90.16 94.4 78.62  Other Current Assets, Total 8 16.78 14.43 19.09","Cash and Short Term Investments 1320 1391.75 1118.72 773.64  Cash - - - -  Cash & Equivalents 1320 1391.75 1118.72 773.64  Short Term Investments - - - -  Total Receivables, Net 409 372.33 335.94 270.59  Accounts Receivables - Trade, Net 409 372.33 335.94 270.59  Total Inventory - - - -  Prepaid Expenses 97 90.16 94.4 78.62  Other Current Assets, Total 8 16.78 14.43 19.09"
Cash and Short Term Investments,1320,1391.75,1118.72,773.64
Cash,-,-,-,-
Cash & Equivalents,1320,1391.75,1118.72,773.64
Short Term Investments,-,-,-,-
"Total Receivables, Net",409,372.33,335.94,270.59
"Accounts Receivables - Trade, Net",409,372.33,335.94,270.59
Total Inventory,-,-,-,-
Prepaid Expenses,97,90.16,94.4,78.62
"Other Current Assets, Total",8,16.78,14.43,19.09
Total Assets,3103,3139.13,2751.47,2064.34
