Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,60470,59200,53660,48822
"Cash and Short Term Investments 17958 19571 19298 15127  Cash - - - -  Cash & Equivalents 16770 18837 19298 15126  Short Term Investments 1188 734 - 1  Total Receivables, Net 22591 22536 20638 20206  Accounts Receivables - Trade, Net 21942 22486 20347 20012  Total Inventory 18720 16232 13038 12851  Prepaid Expenses - 441 409 461  Other Current Assets, Total 1201 420 277 177","Cash and Short Term Investments 17958 19571 19298 15127  Cash - - - -  Cash & Equivalents 16770 18837 19298 15126  Short Term Investments 1188 734 - 1  Total Receivables, Net 22591 22536 20638 20206  Accounts Receivables - Trade, Net 21942 22486 20347 20012  Total Inventory 18720 16232 13038 12851  Prepaid Expenses - 441 409 461  Other Current Assets, Total 1201 420 277 177","Cash and Short Term Investments 17958 19571 19298 15127  Cash - - - -  Cash & Equivalents 16770 18837 19298 15126  Short Term Investments 1188 734 - 1  Total Receivables, Net 22591 22536 20638 20206  Accounts Receivables - Trade, Net 21942 22486 20347 20012  Total Inventory 18720 16232 13038 12851  Prepaid Expenses - 441 409 461  Other Current Assets, Total 1201 420 277 177","Cash and Short Term Investments 17958 19571 19298 15127  Cash - - - -  Cash & Equivalents 16770 18837 19298 15126  Short Term Investments 1188 734 - 1  Total Receivables, Net 22591 22536 20638 20206  Accounts Receivables - Trade, Net 21942 22486 20347 20012  Total Inventory 18720 16232 13038 12851  Prepaid Expenses - 441 409 461  Other Current Assets, Total 1201 420 277 177","Cash and Short Term Investments 17958 19571 19298 15127  Cash - - - -  Cash & Equivalents 16770 18837 19298 15126  Short Term Investments 1188 734 - 1  Total Receivables, Net 22591 22536 20638 20206  Accounts Receivables - Trade, Net 21942 22486 20347 20012  Total Inventory 18720 16232 13038 12851  Prepaid Expenses - 441 409 461  Other Current Assets, Total 1201 420 277 177"
Cash and Short Term Investments,17958,19571,19298,15127
Cash,-,-,-,-
Cash & Equivalents,16770,18837,19298,15126
Short Term Investments,1188,734,-,1
"Total Receivables, Net",22591,22536,20638,20206
"Accounts Receivables - Trade, Net",21942,22486,20347,20012
Total Inventory,18720,16232,13038,12851
Prepaid Expenses,-,441,409,461
"Other Current Assets, Total",1201,420,277,177
Total Assets,118971,116381,116282,110297
